stdextuserid,classcode
std_1589260301082_1081,348T-zH97
std_1589260303087_1082,A28Z-3i6o
std_1589260305091_1083,ZpNL-NK2w
std_1589260307095_1084,Fy2v-jPc9
std_1589260309101_1085,TMNK-iDa8
std_1589260311106_1086,xKzn-9w38
std_1589260313110_1087,NB3m-T7Qn
std_1589260315114_1088,m89j-wt2f
std_1589260317119_1089,GBbW-bT38
std_1589260319123_1090,YN4U-Zd8X
std_1589260321127_1091,taWJ-Qc2N
std_1589260323132_1092,Fra3-mkYh
std_1589260325137_1093,qZFT-MDx6
std_1589260329147_1095,R34k-JHfk
std_1589260331152_1096,Yqzd-L7gp
std_1589260333157_1097,Nq2E-7v9Z
std_1589260335161_1098,tA2k-j6DH
std_1589260337165_1099,Xt72-kveA
std_1589260339170_1100,74Z4-7946
std_1589260341175_1101,YVi4-iZ6R
std_1589260343179_1102,vrut-Nu2L
std_1589260345184_1103,439a-rWvP
std_1589260347190_1104,8Y3d-rdxW
std_1589260349193_1105,nYyt-37be
std_1589260351198_1106,6wiC-nT98
std_1589260353392_1107,7a8h-BZMP
std_1589260355397_1108,CEaB-Z6Y4
std_1589260357403_1109,f392-Yc6Z
std_1589260359408_1110,JxTM-4v6m
std_1589260361412_1111,2Y7g-38JY
std_1589260363417_1112,DHiG-Xx4p
std_1589260365421_1113,Wnor-R74t
std_1589260367426_1114,87AY-vnuo
std_1589260369431_1115,Gjqk-vQpv
std_1589260371436_1116,fK6v-RJvo
std_1589260373440_1117,R97i-7mhr
std_1589260375444_1118,9kuq-2cTm
std_1589260377449_1119,Vtaw-rMZf
std_1589260379455_1120,fWhy-zQ6k
std_1589260381459_1121,rExW-Ut37
std_1589260383464_1122,qR4K-HBR4
std_1589260385469_1123,itap-g6mv
std_1589260387473_1124,D27j-WK7n
std_1589260389478_1125,7Egz-9aPe
std_1589260391482_1126,wiD6-pR83
std_1589260393487_1127,GUkx-yvC2
std_1589260395715_1128,83nm-yuVM
std_1589260397721_1129,mrvB-4sg9
std_1589260399726_1130,VXTA-Rzjo
std_1589260401730_1131,cR7B-e3br
std_1589260403734_1132,2c7w-KiNV
std_1589260405740_1133,gH6o-icjv
std_1589260407744_1134,iJgk-aU4X
std_1589260409749_1135,7C92-rCt2
std_1589260411757_1136,iFqz-uowT
std_1589260413767_1137,WuVx-Bma6
std_1589260415771_1138,2cy3-JpkM
std_1589260417777_1139,2eTm-ad9E
std_1589260419782_1140,r8bK-M6si
std_1589260421786_1141,u68K-4BYw
std_1589260423789_1142,7qBc-xbNQ
std_1589260425795_1143,D8BM-qPuj
std_1589260427799_1144,87K6-UYx8
std_1589260429804_1145,wCqc-4Lo2
std_1589260431809_1146,wk9K-BzJa
std_1589260433813_1147,2nNQ-3Y3o
std_1589260435817_1148,NJrD-4867
std_1589260437823_1149,zQN6-h4LA
