tchextid,stduuid,stdextid,classcode
tch_20200715-172006_81,ce29b8bc-cb0f-11ea-af23-0242ac110002,std_1595307934011_381,YD8T-VNuY
tch_20200715-172006_63,d24cfce1-cb0f-11ea-af23-0242ac110002,std_1595307941247_363,7my2-aHcj
tch_20200715-172006_62,d0f20045-cb0f-11ea-acee-0242ac110002,std_1595307938997_362,i6s9-pRtF
tch_20200715-172006_64,d4788ef1-cb0f-11ea-89f8-0242ac110002,std_1595307944878_364,9VUk-6n9p
tch_20200715-172006_82,d08f4738-cb0f-11ea-af23-0242ac110002,std_1595307938022_382,9hso-iGc8
tch_20200715-172006_76,d40421e9-cb0f-11ea-acee-0242ac110002,std_1595307944080_376,jRs2-A3mc
tch_20200715-172006_83,d2f438db-cb0f-11ea-af23-0242ac110002,std_1595307942036_383,y43d-ogYM
tch_20200715-172006_77,d4a25e68-cb0f-11ea-af23-0242ac110002,std_1595307945181_377,oUa9-yV78
tch_20200715-172006_70,d41cb3cb-cb0f-11ea-89f8-0242ac110002,std_1595307944291_370,BGNY-3zj9
tch_20200715-172006_84,d559523b-cb0f-11ea-acee-0242ac110002,std_1595307946047_384,XHiC-T2L7
tch_20200715-172006_71,d54fb4fc-cb0f-11ea-af23-0242ac110002,std_1595307946319_371,69G3-wBaj
tch_20200715-172006_78,d6e262c6-cb0f-11ea-89f8-0242ac110002,std_1595307948959_378,sMGk-ZCV7
tch_20200715-172006_72,d687c005-cb0f-11ea-96b3-0242ac110002,std_1595307948377_372,4W9C-3zD6
tch_20200715-172006_65,d833266f-cb0f-11ea-96b3-0242ac110002,std_1595307951172_365,dm4E-2xk7
tch_20200715-172006_86,da1fdab1-cb0f-11ea-acee-0242ac110002,std_1595307954073_386,KRQh-NQGi
tch_20200715-172006_79,d8b1a509-cb0f-11ea-89f8-0242ac110002,std_1595307952003_379,bGth-9Va7
