extuserid,classcode,classid,invid,tchextuserid,category,category_type
s42_1735793344727_30,oXM9-23zi,eb36d0fd-2c21-4025-81d8-7f7a27326198,e2c3a6cf-b950-485a-bc21-90e75d4d2d23,tch_L8_20241220-112940_8,L8,L
s42_1735807491757_6,2F42-6cLZ,1a88dd9b-20b9-4c18-adba-d079d08bedf7,c44265d2-c121-4dfd-8fd1-7d96d6321090,tch_M3_20241114-134749_11,M3,M
s42_1735629243186_25,wLRW-ck63,35bd4d6a-96c7-4a0f-928a-7644b82df5c3,7c66806a-5bbb-4755-b8ea-4b65f56bcb7e,tch_L3_20241219-124752_5,L3,L
s42_1736228140199_50,Gjtw-GmWs,e0690b4a-cb55-4858-8a5c-b49d932eea27,1b8ae962-65c4-4555-bd08-9e691aa28f34,tch_L2_20241219-124752_4,L2,L
s42_1735628985809_10,8Nf8-c9hg,d66a5665-6c5e-45b3-a180-faa367f3ce6a,d7b7f7fb-5946-468a-8978-e5890d8d0ef4,tch_L3_20241114-161323_5,L3,L
s42_1735793371691_31,vbo6-HCsx,801ed0b4-bee5-4f37-8761-ce4c0b52d149,d58664a3-b093-4af2-a8e8-1d19b6ddc226,tch_L8_20241220-120126_8,L8,L
s42_1735630197924_26,67bR-BWoN,5904174c-129c-4802-82c6-51b0a44b06a1,6a9c0b2a-6be1-4371-b0a7-cfd4fedea332,tch_L7_20241119-123357_7,L7,L
s42_1735798999422_10,4qRj-Lso3,0ee015bb-adc8-4b1f-99f1-c6685eab7de4,f4aecb2b-23fd-459c-bd73-19a806b1a0ca,tch_L9_20241114-161323_9,L9,L
s42_1735799462214_18,xMe6-Ci24,0f4d2026-5634-4ed5-883b-ae55d93334b7,1b2aabb3-ead3-4b30-801f-3db39a339335,tch_L9_20241211-123805_9,L9,L
s42_1735629847926_8,H827-tds9,d470a5d4-8ef1-42ec-b8cf-f4aa08ddecb5,696d74ed-2fd0-450a-8974-785bb73c1bef,tch_L7_20241114-122355_7,L7,L
s42_1735629923996_12,Abp8-9XTv,b55978ec-e404-4a48-9b00-aea5e6c286cc,c7d5b278-fa67-4ee8-9931-9bf59cc8b676,tch_L7_20241114-134749_7,L7,L
s42_1735629751885_1,6ZE8-7vpe,767f6e91-0b67-4c75-b72e-a7ce984aaba1,52e91aaf-71fe-4db6-ac9f-670e2835d402,tch_L7_20241114-102050_6,L7,L
s42_1736227658119_26,tT6n-T7M2,21020452-9717-4678-811d-e8202439a887,d0e2a9bb-e317-4053-a490-0b4d3152c0d4,tch_L2_20241119-123357_4,L2,L
s42_1736227481199_16,EfyX-2X47,718f5ac4-0aa4-4a2f-b071-83d88e43ce4e,fad97f33-8ef9-4420-8c44-f19462d4b330,tch_L2_20241114-152217_4,L2,L
s42_1735810747468_26,G2hV-HFdU,d1c01b2a-d2bf-46e0-8e27-9425be941201,efe783b5-5919-41a0-b48a-7974dbb01ee5,tch_M5_20241219-130914_12,M5,M
s42_1736224959606_32,3iCj-4ka9,b81ef590-fb67-4cce-893e-9c34ad8825bd,e3da9c23-24e0-4c04-be77-410a72fe85ad,tch_L1_20241211-111527_2,L1,L
s42_1735810752452_25,hrWk-n3ZE,9da6bf39-896f-4672-9cb4-fa3211c3f886,1d153f60-3c25-41e4-9b7d-2b030bd59f58,tch_M5_20241219-124752_12,M5,M
s42_1735629292884_29,V2Yn-N8G7,aefca5e5-2393-4e71-94c7-aeda190dd99c,339fc55e-f625-4516-a5af-24bb3e8c51b1,tch_L3_20241220-104739_5,L3,L
s42_1735629885241_9,entn-6io9,8edc2746-ce80-4568-9aaf-6a2eb28b3998,405489eb-4998-4e13-9eb1-6646faac5848,tch_L7_20241114-124601_6,L7,L
s42_1735629044630_16,46k6-JgB3,0b8a1558-2362-448d-bb03-34301a0af256,baf2398b-a951-4b68-995c-cc8fc39a3073,tch_L3_20241211-111527_5,L3,L
s42_1736228677400_1,T6Wt-phr2,447fd8d5-b0e3-4ed2-93af-8073eb2d5815,d70b7ecb-5696-4876-84b6-f05dd25285bf,tch_H1_20241114-102050_13,H1,H
s42_1735630651579_46,Uw9j-VfvZ,6ceb3415-8a58-4b04-b650-23f529f65851,71f155c4-4985-4f25-9689-e0403c65ab41,tch_L7_20241219-114559_7,L7,L
s42_1735628926132_7,U9W2-Dz63,57d661b3-eaef-400e-a51d-36fd473df8a7,9c6b9f57-4207-4393-8350-1ca6abee3864,tch_L3_20241114-143802_5,L3,L
s42_1736229398231_18,94Mp-edFL,512fe196-eab4-478f-b466-76587900c8c4,6b97dd68-850c-4324-9cb4-3133c7a6c7f3,tch_H1_20241211-123805_13,H1,H
s42_1735809720708_6,3J2n-J8t6,3b45fef2-4a41-4755-8203-b05a0a164293,83269dc3-cb3b-41bc-9141-2313995a098a,tch_M5_20241114-134749_12,M5,M
s42_1735798653045_2,wfBr-Z8uq,79d0bde4-196c-4535-b828-f3e0795af07b,f40164b4-589a-4163-b777-85743eb77f04,tch_L9_20241114-105717_9,L9,L
s42_1736225239016_47,Tnf4-c6pb,7ff37025-b456-47ab-a6c0-4326d17b8d0d,b35a4ec7-c9a1-40a7-94ab-7416364d80ba,tch_L1_20241219-122125_1,L1,L
s42_1735799579592_21,zt9F-Ct8w,6708c4d5-5f59-4c2e-972b-d565d81bf1d4,709954d4-bece-465b-8e2e-c3d873fe18ba,tch_L9_20241219-111930_9,L9,L
s42_1736228799137_4,R96w-9Bm3,17fdace6-7866-4a4d-9852-609e3292159c,4557fff1-bc0a-45a7-a9cd-e525520e32d1,tch_H1_20241114-122355_13,H1,H
s42_1736227272467_7,Bj4N-7aBm,f76e79ff-a6dc-4426-9cab-e7d8fd42eb67,34b653a0-658c-406d-b1ee-edc108dc9fc6,tch_L2_20241114-122355_3,L2,L
s42_1736225255021_45,4cj2-KFCR,f84eb8cd-b7b1-4932-9408-d05c37bc9690,e576f178-bcc6-4ba2-9158-b00c59f9eba6,tch_L1_20241219-114559_1,L1,L
s42_1736224861799_29,8J7T-bxP9,b787a090-ef0c-4367-8c54-5ab9df6021af,4d3e1e6a-13fe-4f29-aad9-f43c22243a73,tch_L1_20241211-104452_1,L1,L
s42_1736225462875_57,pC6v-97XA,6b5bcc6c-c4f2-4ec9-9ce9-75bc091a932f,8eaf25f3-a5e3-4374-a543-cf605c7fddc1,tch_L1_20241220-104739_1,L1,L
s42_1735798868664_6,T3U6-cLoP,562e0339-2acf-4fae-b602-8694aecafa6e,9eb7f410-0cf7-4c11-b041-4dbf9182697a,tch_L9_20241114-134749_9,L9,L
s42_1735628933940_10,8Nf8-c9hg,d66a5665-6c5e-45b3-a180-faa367f3ce6a,ef5d2abc-369d-4d4f-8049-e30907ae00b0,tch_L3_20241114-161323_5,L3,L
s42_1735792175283_7,MoGQ-Ysy8,ac21cc71-9d6a-41aa-aa52-f48d8bc558c7,4610f59e-bd4e-432e-b594-0bbaf008cdbe,tch_L8_20241114-143802_8,L8,L
s42_1735799281873_15,XAq9-w8pT,9527e661-2b4f-4734-9e29-71741fb8cdf5,b38d26bd-3137-4ad6-85e6-5352642bb787,tch_L9_20241211-104452_9,L9,L
s42_1736224522000_10,e7GT-Kb9K,602d0461-3570-4d6f-953d-9709fbaa9135,c814ef51-bc7a-4959-81a2-8a561167f6ce,tch_L1_20241114-124601_2,L1,L
s42_1735798651293_3,cf3N-272X,951f91a5-5913-461e-8e94-68c5b5dc3ed9,81c93b69-615e-46d7-ad5d-b6591ee45dd7,tch_L9_20241114-112810_9,L9,L
s42_1735799818794_26,Fg9V-isc3,273065c3-75dc-4263-a772-5e1e6ca233ec,f66ca7b5-c169-483c-9201-e80fe36e7b95,tch_L9_20241219-130914_9,L9,L
s42_1735792939442_22,3nza-wDFs,4339cf29-815f-43eb-9f83-e9f1cf871175,69a6130a-b4ac-46af-bf60-2448645952ad,tch_L8_20241211-114436_8,L8,L
s42_1736229319692_18,94Mp-edFL,512fe196-eab4-478f-b466-76587900c8c4,73147b34-80e7-407d-850b-c3bb423b50fe,tch_H1_20241211-123805_13,H1,H
s42_1735630070221_17,Qxo6-3kjv,0af3837a-a31f-4073-961d-40aaf2bc04b7,cd075025-d4c0-4b9f-805c-a521fdd486b6,tch_L7_20241114-154555_7,L7,L
s42_1735792553037_13,2T78-Pc7E,d94a73fe-905e-45d6-96b8-53d8952cdc23,4bfee3d5-11d8-4014-bc97-a782d6a50eec,tch_L8_20241119-123357_8,L8,L
s42_1735807278929_1,ueEa-teq6,65a7709d-25b6-458b-a25e-b09a454a2ecf,a7136a0f-db57-434d-9937-5f83943c5a8d,tch_M3_20241114-102050_11,M3,M
s42_1736227080769_1,oG3U-z9CG,e92ea808-613e-458c-93dc-7cdf06e82baf,c278b03b-1743-4ec2-8414-db79cdc8c40f,tch_L2_20241114-102050_3,L2,L
s42_1736224562721_11,QWJ7-R72z,52bbd5bf-0963-4eed-9af7-a79e005b568c,bfd5c1a7-a2b3-4417-adeb-3f4c80a5222d,tch_L1_20241114-134749_1,L1,L
s42_1736225114835_44,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,7538a890-9198-4ae8-9a4f-d4422a48beee,tch_L1_20241211-114436_1,L1,L
s42_1735802640969_13,F6H6-N9qg,df453360-061c-4922-b3f6-6a7876b8c2d8,aa4a75c0-2c9a-4dd1-a1cb-1e2b3cb8abaf,tch_M2_20241119-123357_10,M2,M
s42_1735810821699_28,7w3E-PW4i,4d97e23f-746f-4855-ac1b-bb2409b13a05,de57887f-cab0-4f9d-b428-f8bf108412b6,tch_M5_20241220-102523_12,M5,M
s42_1735630481494_37,Q9kN-r4tC,c3fbab06-71c8-4b81-91ca-91b31821020c,cdd56e0b-1434-4218-b443-e439044f8895,tch_L7_20241219-101523_6,L7,L
s42_1736229522196_21,7kmx-LvJU,fb8aad16-5c4e-4aaf-b72c-ab62b7427b63,423ee813-df7f-4629-9409-d3d0ea0c8b39,tch_H1_20241219-111930_13,H1,H
s42_1735792519051_13,2T78-Pc7E,d94a73fe-905e-45d6-96b8-53d8952cdc23,0605348a-685e-4dd0-8be8-ab6d5dd6c0a4,tch_L8_20241119-123357_8,L8,L
s42_1736225402224_54,9dXH-3pTU,2554351e-b34b-4890-8f27-98f3e1221cca,59a4c3a5-8ce7-45a1-8d8d-43d9b4137f20,tch_L1_20241220-095811_2,L1,L
s42_1736229274865_17,g286-wk7T,9789aad5-c1dc-4f16-b603-6e21b05e0ce6,c47d8611-7db1-4ace-98d0-8ad2c72ec944,tch_H1_20241211-114436_13,H1,H
s42_1736225319061_50,Dd4s-j97k,090f79e4-8a56-498a-ba93-7dd1abcfdcc6,3e51fd9d-9026-4c0c-9ed8-2c78fd8cc2fb,tch_L1_20241219-124752_2,L1,L
s42_1736227302673_7,Bj4N-7aBm,f76e79ff-a6dc-4426-9cab-e7d8fd42eb67,846fb929-28fb-46b5-b673-83a3bb47bf69,tch_L2_20241114-122355_3,L2,L
s42_1735802817412_17,4yEB-DgnP,bc0f2966-51d0-4c16-a5d6-5a452809ac6a,502893d7-6fd6-4074-8149-1999c035ed33,tch_M2_20241211-114436_10,M2,M
s42_1735629812726_9,entn-6io9,8edc2746-ce80-4568-9aaf-6a2eb28b3998,1b9a3b4f-ca68-4309-8d8b-322138b3499d,tch_L7_20241114-124601_6,L7,L
s42_1735628835618_4,uLEh-wKoZ,136b81f5-7ac8-4b02-8a6a-2c63cdb2781b,441e266e-54ca-423e-a810-cb87820e59d7,tch_L3_20241114-122355_5,L3,L
s42_1735799740863_23,y9D7-m8op,80dee552-2927-40cb-acb4-47081dc60c7f,170c034b-2e78-4bf2-af93-e46abd071fc2,tch_L9_20241219-114559_9,L9,L
s42_1735630278872_29,3o28-PcFe,68941fa3-eb71-4410-9f4a-4a034bcb1555,8de8e3f1-3cb8-4701-8160-a7960f3b0491,tch_L7_20241211-104452_7,L7,L
s42_1735630190220_26,67bR-BWoN,5904174c-129c-4802-82c6-51b0a44b06a1,f48cf5cc-f07f-42b5-8151-64d4e9345327,tch_L7_20241119-123357_7,L7,L
s42_1735630816429_58,9vR9-Nxs4,e2fe4d76-dc6b-4aa3-a0c3-487c986ee9ca,ad85659b-6608-4490-84fc-4ad5faeeddf9,tch_L7_20241220-104739_7,L7,L
s42_1735629147253_20,uERG-icTp,2fb8e31e-7300-4bef-8e39-a0c8575d0071,f588b077-842e-43d1-963d-92822d3e1875,tch_L3_20241219-105858_5,L3,L
s42_1735628850222_6,8eEC-eY76,b77843a4-99fd-4b3f-aa0b-24664bb3fb41,bc156d92-b626-40d9-b4c1-6b5c96157f86,tch_L3_20241114-134749_5,L3,L
s42_1735793044966_23,h8ZB-GxgT,3d9dc49d-8500-4007-9cc0-2100e0852259,b482a228-4471-478a-a259-f2546b468807,tch_L8_20241219-114559_8,L8,L
s42_1735792778340_18,2zD3-LCR4,8d2d41be-77b3-452e-852e-cf5dd33d74b3,864dc222-e60f-41ec-abc0-e6e037622e56,tch_L8_20241211-123805_8,L8,L
s42_1735793338296_30,oXM9-23zi,eb36d0fd-2c21-4025-81d8-7f7a27326198,07a55d88-500b-4f1f-aa17-ffe05be8ee74,tch_L8_20241220-112940_8,L8,L
s42_1735629205168_23,NMyf-WxPd,ca65da71-395a-4cde-9683-2aa0cf7c56d6,8ce62258-6eaa-439c-8bb9-c67a2ad31ae6,tch_L3_20241219-114559_5,L3,L
s42_1735803355638_27,njBf-3tcd,5f7d84d7-ee56-4530-b3b4-15d92f5d0750,b9944a6b-a5b5-4628-aaeb-767e65ad8dff,tch_M2_20241220-095811_10,M2,M
s42_1735798756001_4,dH49-3b78,94a8ba92-d8b3-4aeb-8409-7f715bc09bd7,a48ecb34-e5ae-402f-81fe-a63a0f93f7f3,tch_L9_20241114-122355_9,L9,L
s42_1735629985998_15,mPmr-GdFo,7a27a596-4cca-4280-a4e4-acd08f69ece5,d6619dc1-e976-497c-9f0a-889774067315,tch_L7_20241114-152217_6,L7,L
s42_1736224285535_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,1de48819-55b5-47bf-bf8b-54f7d04e7638,tch_L1_20241114-102050_2,L1,L
s42_1736228283220_56,7u8o-WqUc,e18bb181-5609-4779-a2ad-62f23923d2dd,b2d1408a-ab37-4361-b282-6f627acff164,tch_L2_20241220-102523_4,L2,L
s42_1735629909630_11,X3x7-9K9q,1e0f0831-6605-4de6-bc15-96f7ce3a377e,3d23095d-d182-437d-9e3e-61b26566037f,tch_L7_20241114-134749_6,L7,L
s42_1736225376841_53,b8G7-CUFQ,6dc6c34a-f7cd-4c69-a348-597454afae89,0907bdbc-ccba-46be-8e1a-01b483348d75,tch_L1_20241220-095811_1,L1,L
s42_1735791901477_2,2Gsr-MU7h,7d5a7868-51e2-456b-9abf-a7cc21dab04c,acb060f4-4978-4c92-af3b-ae3b902413d2,tch_L8_20241114-105717_8,L8,L
s42_1735808281483_20,PY4L-Dtj6,98f8930e-2417-4b67-89c3-c2411b2cfe9f,0edf55d3-e796-49f5-8253-1ed45fd5a8f3,tch_M3_20241219-105858_11,M3,M
s42_1735807912977_14,h7TV-2TsN,13ef3a7e-47f9-4242-9222-106bf30bfd58,8cd6f540-9bf2-4b2f-b4ca-f0a11ae43dc1,tch_M3_20241119-125944_11,M3,M
s42_1735629102334_17,HTmu-3cVa,67efcf7c-cdac-4f4d-84a2-bac3c38cae06,74adf8c0-4806-450b-802f-341cd9c6acf8,tch_L3_20241211-114436_5,L3,L
s42_1735630234401_26,67bR-BWoN,5904174c-129c-4802-82c6-51b0a44b06a1,790a1edb-2dc4-4525-aae9-43d97899710c,tch_L7_20241119-123357_7,L7,L
s42_1736224617636_15,dhDj-Ym9j,6226eeff-7c47-40f8-b699-098e6ffa53e5,a23f2f4e-567d-4b03-a5e0-3f2484cfc6f9,tch_L1_20241114-152217_1,L1,L
s42_1735630352558_35,U2sL-ZVNe,2dbebf0a-c12c-4165-98da-79c5f367b15e,0abdd0d4-6254-4ac9-97b3-655c736b8ab7,tch_L7_20241211-123805_6,L7,L
s42_1735629939440_14,VFqU-4cFg,e217d6ad-7b04-4ee0-bf46-22aa58ba8373,5ab585e7-9a43-40c8-a52b-71b4fa1a5ad7,tch_L7_20241114-143802_7,L7,L
s42_1736227853573_39,zEGU-i8N9,9139d674-3621-4f95-90fc-d63a7c99682c,86255fc4-2436-4dea-8b57-77f28d6764f5,tch_L2_20241219-105858_3,L2,L
s42_1735628873514_5,kZ3i-6oT8,fa37e244-1835-446a-8a84-f882f43c977e,0e95c35a-3ea5-4d14-be18-837c3a515051,tch_L3_20241114-124601_5,L3,L
s42_1735629098710_20,uERG-icTp,2fb8e31e-7300-4bef-8e39-a0c8575d0071,9c1f2381-9d9d-4468-8d2c-50d87a130655,tch_L3_20241219-105858_5,L3,L
s42_1736227849518_36,87Qm-L3rU,96f3e1f8-bf90-4f26-a65a-d6ba0d759893,6abdd119-b9d5-4ed7-9002-9794ae750953,tch_L2_20241211-123805_4,L2,L
s42_1736228787786_3,4RNe-tUvp,330d8022-3873-4177-95b8-31f95e23678e,768eef58-b487-47bc-8817-27d6a7f4f741,tch_H1_20241114-112810_13,H1,H
s42_1735630857320_59,6H4x-KJML,24357161-fee3-40b1-aaaa-d3a39742cabe,9ed16add-b1ff-4562-8abf-b7f16a665052,tch_L7_20241220-112940_6,L7,L
s42_1735807583100_7,N6xE-QqUx,a7bf3ea9-ffe6-4b07-a975-30dcbb09a194,7dba8801-49cf-4863-8c9c-1e054e137d52,tch_M3_20241114-143802_11,M3,M
s42_1735807476596_5,kMvU-VfVr,0a385fde-d511-4597-8c70-19fbfd48ac9d,0ef1282e-a33f-4954-b230-634daeeba7e5,tch_M3_20241114-124601_11,M3,M
s42_1735793065217_25,vq2L-9kG7,1e29122e-7367-42db-854b-396f53eb6661,8be3e90e-d300-42d6-bfc6-0581f8a19d4a,tch_L8_20241219-124752_8,L8,L
s42_1736224714066_22,683V-Dhmt,c4cfea1a-333b-4c5e-9195-a6611b0b3213,cac2054e-01a4-46bf-9e07-d967dad52c40,tch_L1_20241118-095649_2,L1,L
s42_1736227398434_15,bCL2-w2vU,2102d9a5-97c0-4cc1-a20c-d5293cca20ad,4bf78755-a847-4b1c-b5c8-b5bf2c98065c,tch_L2_20241114-152217_3,L2,L
s42_1735810177590_15,YV34-x9wq,8d272cdc-dc5f-4587-89e5-4dda2f3a2fbc,762a7856-4b54-4f59-b1f2-6fcb41ad7ce0,tch_M5_20241211-104452_12,M5,M
s42_1736228106504_47,nYnR-VEG6,98f9f19b-70e7-429e-a6e1-284975f60104,c5021bca-9214-453c-b982-5526d8553ea6,tch_L2_20241219-122125_4,L2,L
s42_1735629334772_30,a6hJ-7Q7j,8a4e79a5-d87e-494f-b519-306edd3be371,d737e23d-ee43-4251-b337-39f39ed507aa,tch_L3_20241220-112940_5,L3,L
s42_1735628979549_15,whq2-G6cM,217ada29-77d9-464b-b86f-dd8e855b7b33,a84c78ab-4a83-444d-b6f5-fab3e1004428,tch_L3_20241211-104452_5,L3,L
s42_1736228073524_48,mZ76-bJXM,7b25e971-4162-4081-b9a3-1236231432de,70d7609a-d0a4-4d19-a22e-354a077165f4,tch_L2_20241219-122125_3,L2,L
s42_1735629071258_19,q2px-E892,0fbf8c27-682b-4fa2-8b30-7db1f8df5c06,fdb3eb39-3d98-456a-b1a8-7e0622997903,tch_L3_20241219-101523_5,L3,L
s42_1736224457877_10,e7GT-Kb9K,602d0461-3570-4d6f-953d-9709fbaa9135,9d833ca2-00e1-4a7a-b437-f78ad1ae8caf,tch_L1_20241114-124601_2,L1,L
s42_1736224634863_20,g2W4-Vqjq,63df8e8e-b15c-4a56-9ae1-ead804ce09b2,ce1cd66b-2500-4afe-ad51-847d024210fd,tch_L1_20241114-161323_2,L1,L
s42_1736224512443_10,e7GT-Kb9K,602d0461-3570-4d6f-953d-9709fbaa9135,9658e50f-b7fd-4873-9df4-fb4b665b65a0,tch_L1_20241114-124601_2,L1,L
s42_1735807340114_1,ueEa-teq6,65a7709d-25b6-458b-a25e-b09a454a2ecf,0639a87a-7985-4116-ac69-dcb833e17d87,tch_M3_20241114-102050_11,M3,M
s42_1735799111173_11,PcDc-rwNA,aec42b4b-a5a4-4026-94da-243e7ced920c,a44bf386-23b2-4b0d-89ac-16254e339011,tch_L9_20241118-095649_9,L9,L
s42_1735802211586_4,qrp4-8baH,9753f834-3388-43d6-82c7-0f5050a8e8cd,295cbea0-d4f4-478b-833f-c8e7e2ff2917,tch_M2_20241114-122355_10,M2,M
s42_1735630613745_49,hY9k-Y367,40dab761-5f54-40ca-a3b9-c51961792429,b43d8022-222c-4132-915e-2bd31a513a78,tch_L7_20241219-124752_6,L7,L
s42_1736225419611_58,ex9b-27DH,ca8c5c06-18cb-4dad-8515-7dfe5702ffbc,8adbb3b2-9a0e-46ac-a561-15ee3949c857,tch_L1_20241220-104739_2,L1,L
s42_1736227362245_14,ckNJ-2Re3,38a31f6d-2d54-4586-b72d-5cb965b8a29b,15f5de91-001a-40a2-8e42-8775d183f028,tch_L2_20241114-143802_4,L2,L
s42_1735792677888_16,78s2-P7NJ,eb00be15-65d5-4c0c-85fa-5cb67ef19daa,6f14bfcf-c269-4502-bf9e-5d196252fd98,tch_L8_20241211-111527_8,L8,L
s42_1736227438112_18,7R8W-w43U,67468997-cee2-4561-b545-915a4d0a55bc,df835bc9-f21c-4511-8944-ae7fb61f3c47,tch_L2_20241114-154555_4,L2,L
s42_1736227911108_39,zEGU-i8N9,9139d674-3621-4f95-90fc-d63a7c99682c,e2cfad1f-b807-43a0-8429-05573f064289,tch_L2_20241219-105858_3,L2,L
s42_1735809554391_1,YK7e-YVhy,8a35b9e5-d3cb-41eb-b579-b335e20013c8,c59abba1-3a27-4505-bf1e-a6e8b2bf07f1,tch_M5_20241114-102050_12,M5,M
s42_1735630530037_42,zrBN-wHCK,1a1ba6f0-33bc-4044-a9fb-b5846ed4d4df,dad1f9b8-a188-4f51-a846-7ba6a125a818,tch_L7_20241219-111930_6,L7,L
s42_1735808739637_31,wVqb-pKmN,e98add03-61d9-4a40-a981-e7998af480e0,eb34497b-bb7b-4908-ac2b-5510d9d86730,tch_M3_20241220-120126_11,M3,M
s42_1735629227300_24,7dnX-FuzA,cdc9f1a6-c0eb-4c49-9c96-6f77d7b1bd70,0f1f4319-5f0e-4985-bbaf-e9d3715ef2ab,tch_L3_20241219-122125_5,L3,L
s42_1736227328596_10,6mTw-vga6,a7dee67d-ff8c-47e6-a1f7-162dbcd8bd0d,824c72dd-df05-4510-aa65-3894408dab7d,tch_L2_20241114-124601_4,L2,L
s42_1736228146681_54,en39-34nY,9f6ee579-1e1d-45cb-8ac3-6a990d914cdc,c5704c0c-4248-4ecf-8c55-8576b120370f,tch_L2_20241220-095811_4,L2,L
s42_1736225014631_38,Cqpg-3Pch,8d8fd319-72cd-4e7c-9a98-ec58a1828ca8,68bd5fe1-1c09-481a-a607-d6f023b00020,tch_L1_20241219-101523_2,L1,L
s42_1735629938371_15,mPmr-GdFo,7a27a596-4cca-4280-a4e4-acd08f69ece5,be6c100c-8450-4747-9bc6-cbdfa3411279,tch_L7_20241114-152217_6,L7,L
s42_1736224607243_15,dhDj-Ym9j,6226eeff-7c47-40f8-b699-098e6ffa53e5,1a32b83a-a77f-42a0-a6b3-365cd04acf26,tch_L1_20241114-152217_1,L1,L
s42_1736228287640_61,8PKF-ju6d,45a42e62-981b-4d8c-968b-782083d5cbf2,b7616c54-3026-4f59-a777-ea4175f2a2dd,tch_L2_20241220-120126_3,L2,L
s42_1735793204457_27,RNZL-679R,a1c20476-bf89-43f8-8f94-12a78041db57,d6e1abd4-adc6-45e7-9a1e-7109434148be,tch_L8_20241220-095811_8,L8,L
s42_1736225269477_46,MFzZ-28o7,1c1d4b78-31b2-4b58-896e-daa9aa65b87c,d2af4ea0-009d-4bf9-84e0-321418fc72ac,tch_L1_20241219-114559_2,L1,L
s42_1736224496004_8,j626-DeEv,dc12b4c0-2cd2-46b0-9f15-421119548f86,89a70bdc-b532-41f4-b6ce-cd7ae33e4044,tch_L1_20241114-122355_2,L1,L
s42_1736228205740_54,en39-34nY,9f6ee579-1e1d-45cb-8ac3-6a990d914cdc,3ecf4ea2-754c-41a4-90e7-945d9f0aceaf,tch_L2_20241220-095811_4,L2,L
s42_1735629948165_13,F7x6-y2CX,adf0bc6d-5b4e-46b4-927c-f45346953a12,018c99df-69e5-4632-a77f-f09e92cfb8e8,tch_L7_20241114-143802_6,L7,L
s42_1735798727900_3,cf3N-272X,951f91a5-5913-461e-8e94-68c5b5dc3ed9,6178771a-cdbe-439f-ba0e-afb2a974eb8f,tch_L9_20241114-112810_9,L9,L
s42_1735802205134_4,qrp4-8baH,9753f834-3388-43d6-82c7-0f5050a8e8cd,b2391a74-a0f5-4844-a598-dd871aa1ffa0,tch_M2_20241114-122355_10,M2,M
s42_1735810163757_15,YV34-x9wq,8d272cdc-dc5f-4587-89e5-4dda2f3a2fbc,722f2e92-916f-48ec-a317-c43cf9d6f402,tch_M5_20241211-104452_12,M5,M
s42_1735792272071_8,ic2r-86iC,dc8be49d-4b45-433f-8251-979b3105fa4d,7bbd054a-b279-4b72-a756-d379d5b40d96,tch_L8_20241114-152217_8,L8,L
s42_1736227962995_42,4Ri9-2exb,03e89487-928f-4080-848e-5f710dc86d72,df174954-0652-4c6e-b9a0-035ad0b1d7d8,tch_L2_20241219-111930_4,L2,L
s42_1736225380499_55,yNxJ-b6Vp,e36533ae-eef1-4b9b-8cfd-e907bcede52f,f4efbc6c-4957-4a76-8213-c1796fe3299f,tch_L1_20241220-102523_2,L1,L
s42_1736224664362_18,ebUR-ysJk,76b5fae0-a312-43f5-8079-36f93532c548,705cdf29-aefd-47a2-978a-ac4d99e224a8,tch_L1_20241114-154555_1,L1,L
s42_1735809609903_4,6cv8-ytzi,534ac24e-5e6c-4772-bc7d-3625a3c1726b,f7e2bf18-11b6-454f-8a53-b70108a9a7ab,tch_M5_20241114-122355_12,M5,M
s42_1735629239652_28,P9cP-LC6U,582f7494-7ab1-4f03-a671-e44272de8e82,620fea29-4b0d-4ddd-aa3c-ee83b1fb51b2,tch_L3_20241220-102523_5,L3,L
s42_1735629006786_16,46k6-JgB3,0b8a1558-2362-448d-bb03-34301a0af256,f46a3ad6-bcef-4a35-bba8-7a033ef9f001,tch_L3_20241211-111527_5,L3,L
s42_1736225002141_33,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,543308db-f5dd-48dd-9d62-37ad3f6dc073,tch_L1_20241211-114436_2,L1,L
s42_1735808495554_26,4M3k-V8DJ,32ebbba8-7aaa-4991-ab7c-19a8cb176eab,41dc4db4-b7f5-44e0-8793-87ee2c4e2add,tch_M3_20241219-130914_11,M3,M
s42_1736228275490_57,6Lys-Ljb8,7d4a3e76-9afa-4769-8aad-604705c35efa,56fffe16-8c52-4e88-8da9-02b205982554,tch_L2_20241220-104739_3,L2,L
s42_1736229195701_13,hoi2-sdfj,12ee34f7-23cc-4117-8630-978e504ce371,45f5f596-f010-4576-a8b9-7288fb008464,tch_H1_20241119-123357_13,H1,H
s42_1736228669597_2,ued2-Hw7t,5a99e5e8-9724-4351-9062-c495022042ea,515fdbb7-189e-4b70-8921-bf5b9a94f414,tch_H1_20241114-105717_13,H1,H
s42_1736228964169_8,QrF9-g23F,e3d7585a-7d40-4752-9e56-eab465f39a85,fd8aaa43-0b63-4fa0-a92f-e13456c2d532,tch_H1_20241114-152217_13,H1,H
s42_1735802833069_18,uWXT-hNvQ,f5a12ed1-ae6e-43cf-8dd2-6ecb3c6e3a75,78652271-7b93-44db-8fe6-903b72c70c60,tch_M2_20241211-123805_10,M2,M
