stdextuserid,classcode
std_1589263171215_2510,JxTM-4v6m
std_1589263173219_2511,2Y7g-38JY
std_1589263175223_2512,DHiG-Xx4p
std_1589263177229_2513,Wnor-R74t
std_1589263179233_2514,87AY-vnuo
std_1589263181238_2515,Gjqk-vQpv
std_1589263183242_2516,fK6v-RJvo
std_1589263185248_2517,R97i-7mhr
std_1589263187252_2518,9kuq-2cTm
std_1589263189258_2519,Vtaw-rMZf
std_1589263191263_2520,fWhy-zQ6k
std_1589263193268_2521,rExW-Ut37
std_1589263195273_2522,qR4K-HBR4
std_1589263197278_2523,itap-g6mv
std_1589263199284_2524,D27j-WK7n
std_1589263201289_2525,7Egz-9aPe
std_1589263203318_2526,wiD6-pR83
std_1589263205323_2527,GUkx-yvC2
std_1589263207328_2528,83nm-yuVM
std_1589263209333_2529,mrvB-4sg9
std_1589263211337_2530,VXTA-Rzjo
std_1589263213341_2531,cR7B-e3br
std_1589263215347_2532,2c7w-KiNV
std_1589263217351_2533,gH6o-icjv
std_1589263219355_2534,iJgk-aU4X
std_1589263221359_2535,7C92-rCt2
std_1589263223364_2536,iFqz-uowT
std_1589263225370_2537,WuVx-Bma6
std_1589263227375_2538,2cy3-JpkM
std_1589263229378_2539,2eTm-ad9E
std_1589263231383_2540,r8bK-M6si
std_1589263233388_2541,u68K-4BYw
std_1589263235392_2542,7qBc-xbNQ
std_1589263237397_2543,D8BM-qPuj
std_1589263239401_2544,87K6-UYx8
std_1589263241407_2545,wCqc-4Lo2
std_1589263243410_2546,wk9K-BzJa
std_1589263245415_2547,2nNQ-3Y3o
std_1589263247420_2548,NJrD-4867
std_1589263249424_2549,zQN6-h4LA
std_1589263251429_2550,VkLN-GJp8
std_1589263255438_2552,9KCg-qfGE
std_1589263257444_2553,Q38d-8zQG
std_1589263259447_2554,X4FU-e42K
std_1589263261453_2555,3c3N-MxcN
std_1589263263457_2556,J6ru-xavD
std_1589263265461_2557,UxM6-VeC4
std_1589263267467_2558,Z4DK-d62r
std_1589263269472_2559,93U8-38df
std_1589263271476_2560,78Hc-W3Z9
std_1589263273483_2561,6Ua7-ubhE
std_1589263275488_2562,Jdj4-F87b
std_1589263277492_2563,2w8i-2y27
std_1589263279498_2564,3Zo4-GCrN
std_1589263281502_2565,jP9Y-zU4u
std_1589263283508_2566,7Bi4-E3Wp
std_1589263285513_2567,fBZn-DyP9
std_1589263287518_2568,M272-363X
std_1589263289523_2569,8HQe-h63n
std_1589263291528_2570,BxW4-u4ha
std_1589263293533_2571,p9N8-CiVr
std_1589263295537_2572,3979-HF6c
std_1589263297543_2573,w6hd-9m68
std_1589263299548_2574,9b97-zXtJ
std_1589263301578_2575,4PDv-w38y
std_1589263303556_2576,FG8w-Wsof
std_1589263305561_2577,fXpk-n6TY
std_1589263307565_2578,duL2-Y6fa
std_1589263309571_2579,h4rc-Pr7V
std_1589263311576_2580,n6dc-DCyU
std_1589263313579_2581,R92f-N6kH
std_1589263315585_2582,H83p-2tv6
std_1589263317590_2583,r8q6-N964
std_1589263319594_2584,mf4j-9q6X
std_1589263321598_2585,sLQZ-cxXj
std_1589263323602_2586,xKnK-Lwd8
std_1589263325607_2587,wyMm-w4sb
std_1589263327612_2588,da78-9iJ6
std_1589263329618_2589,n6xd-qjTp
std_1589263331623_2590,GP2u-4aK7
std_1589263333628_2591,236p-x4TP
std_1589263335633_2592,6KeL-4V7N
std_1589263337639_2593,iMtZ-XqdR
std_1589263339643_2594,MkTJ-mpMa
std_1589263341650_2595,cA4g-H28Q
std_1589263343655_2596,QRkj-X47M
std_1589263345660_2597,R4rp-Poyo
std_1589263347665_2598,3Uuz-7Fui
std_1589263349670_2599,NYLp-Y32Z
std_1589263351676_2600,xg2U-6kVX
std_1589263353711_2601,7hHU-3nC8
std_1589263355688_2602,F6RC-duYr
std_1589263357691_2603,mj6Q-tx6h
std_1589263359697_2604,bTKp-iTVH
std_1589263361701_2605,VfDK-278H
std_1589263363706_2606,TgZF-93Rf
std_1589263365711_2607,hZtJ-H82n
std_1589263367717_2608,Kry9-7P4p
std_1589263369722_2609,9ny7-sh2N
std_1589263371728_2610,hebs-3T6j
std_1589263373731_2611,4D3W-6B9Y
std_1589263375737_2612,TKv4-WUm7
