teacherextuserid,classtitle,classcode,category,pe_category,category_type,assignment_count,assignment_category,cursor,classType
tch_H4_20240222-110512_197,class_H4_20240222-110512_197,42yi-dA6T,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_M5_20240222-110512_83,class_M5_20240222-110512_83,7NEC-WBG7,M5,m5pe,M,17,A_Med,No_Cursor,normal
tch_L8_20240222-143108_58,class_L8_20240222-143108_58,74vx-63XB,L8,l8pe,L,9,A_Low,No_Cursor,normal
tch_L1_20240124-195937_3,class_L1_20240124-195937_3,KLY3-nVt2,L1,l1pe,L,6,A_Low,No_Cursor,normal
tch_L9_20240128-205614_61,class_L9_20240128-205614_61,27b3-ar26,L9,l9pe,L,10,A_Low,No_Cursor,normal
tch_L7_20240128-195807_42,class_L7_20240128-195807_42,PtHp-bUfD,L7,l7pe,L,11,A_Low,No_Cursor,normal
tch_L9_20240124-195937_63,class_L9_20240124-195937_63,uJiZ-4AQu,L9,l9pe,L,10,A_Low,No_Cursor,normal
tch_H4_20231229-183345_87,class_H4_20231229-183345_87,W4rN-98na,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250923-102342_17,ltiClass_class_L2_20250923-102342_17,mLF2-m7p7,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20231229-163209_90,class_H4_20231229-163209_90,sdRa-7WF7,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250921-205619_10,ltiClass_class_L2_20250921-205619_10,W2Qx-36y4,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H2_20240128-205614_90,class_H2_20240128-205614_90,LT3j-7Xsx,H2,h2pe,H,31,A_High,No_Cursor,normal
tch_H1_20240128-180332_85,class_H1_20240128-180332_85,P3h8-j7nb,H1,h1pe,H,26,A_High,No_Cursor,LTI
tch_L2_20250919-180459_5,ltiClass_class_L2_20250919-180459_5,4QjU-6468,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250921-155445_15,ltiClass_class_L2_20250921-155445_15,ZNrt-ZJ7w,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250923-102342_16,ltiClass_class_L2_20250923-102342_16,P76Y-Cc8r,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20240128-130831_97,class_H4_20240128-130831_97,8iKb-g7Eh,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20240124-195937_97,class_H4_20240124-195937_97,Ybd3-XG2v,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_M1_20240128-130831_69,class_M1_20240128-130831_69,fD4i-J72B,M1,m1pe,M,15,A_Med,No_Cursor,normal
tch_L2_20250919-180459_11,ltiClass_class_L2_20250919-180459_11,78au-jcJ9,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250923-102342_6,ltiClass_class_L2_20250923-102342_6,EqRz-fcAP,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250921-205619_10,ltiClass_class_L2_20250921-205619_10,W2Qx-36y4,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H1_20240128-142311_86,class_H1_20240128-142311_86,nGZa-7Crp,H1,h1pe,H,26,A_High,No_Cursor,LTI
tch_L2_20250921-205619_8,ltiClass_class_L2_20250921-205619_8,2RFa-6Hpc,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20231229-183345_87,class_H4_20231229-183345_87,W4rN-98na,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250923-102342_8,ltiClass_class_L2_20250923-102342_8,Me9U-4oGY,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250919-180459_25,ltiClass_class_L2_20250919-180459_25,7CDd-xzWy,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H3_20240128-170457_96,class_H3_20240128-170457_96,4Zc6-4GpR,H3,h3pe,H,26,A_High,No_Cursor,normal
tch_L2_20250923-102342_18,ltiClass_class_L2_20250923-102342_18,iT26-RyJC,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20231229-183345_86,class_H4_20231229-183345_86,nf8T-R29D,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250919-180459_5,ltiClass_class_L2_20250919-180459_5,4QjU-6468,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250921-205619_1,ltiClass_class_L2_20250921-205619_1,WG62-H6m8,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20240222-143108_197,class_H4_20240222-143108_197,XYQ9-X8yU,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H2_20240222-143108_191,class_H2_20240222-143108_191,ayx8-9dQD,H2,h2pe,H,32,A_High,No_Cursor,normal
tch_H4_20240128-142311_97,class_H4_20240128-142311_97,tqXa-76er,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20231229-163209_90,class_H4_20231229-163209_90,sdRa-7WF7,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250923-102342_7,ltiClass_class_L2_20250923-102342_7,ud64-c8tm,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250921-205619_4,ltiClass_class_L2_20250921-205619_4,3CFp-W8V8,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20231229-163209_90,class_H4_20231229-163209_90,sdRa-7WF7,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H1_20240128-130831_86,class_H1_20240128-130831_86,dHz3-G6Rz,H1,h1pe,H,26,A_High,No_Cursor,LTI
tch_H4_20240124-195937_97,class_H4_20240124-195937_97,Ybd3-XG2v,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250919-180459_12,ltiClass_class_L2_20250919-180459_12,Fi6m-8Dug,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H2_20240102-192514_78,class_H2_20240102-192514_78,98q7-g6V9,H2,h2pe,H,32,A_High,No_Cursor,normal
tch_H4_20240222-110512_97,class_H4_20240222-110512_97,M8Mc-3M32,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20240128-205614_97,class_H4_20240128-205614_97,DJA4-8H4C,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H2_20240102-154640_79,class_H2_20240102-154640_79,2v9B-ow3c,H2,h2pe,H,32,A_High,No_Cursor,normal
tch_L2_20250919-180459_23,ltiClass_class_L2_20250919-180459_23,Z3C2-d2YH,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H1_20231229-151113_75,class_H1_20231229-151113_75,e8LP-2dVz,H1,h1pe,H,26,A_High,No_Cursor,LTI
tch_H4_20240128-130831_97,class_H4_20240128-130831_97,8iKb-g7Eh,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20240124-195937_97,class_H4_20240124-195937_97,Ybd3-XG2v,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20231229-183345_86,class_H4_20231229-183345_86,nf8T-R29D,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250921-214456_4,ltiClass_class_L2_20250921-214456_4,2Knx-qCZy,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_M3_20250921-192554_18,ltiClass_class_M3_20250921-192554_18,sKUd-J9EL,M3,m3pe,M,17,A_Med,No_Cursor,LTI
tch_L2_20250921-155445_9,ltiClass_class_L2_20250921-155445_9,t69r-DQxd,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_M2_20240128-170457_73,class_M2_20240128-170457_73,H3m9-xqeN,M2,m2pe,M,14,A_Med,No_Cursor,normal
tch_H4_20240128-170457_97,class_H4_20240128-170457_97,qh36-yeNT,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H1_20240222-143108_85,class_H1_20240222-143108_85,wVdW-Fia9,H1,h1pe,H,26,A_High,No_Cursor,LTI
tch_L2_20250921-155445_25,ltiClass_class_L2_20250921-155445_25,fmuD-4hqU,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250923-102342_4,ltiClass_class_L2_20250923-102342_4,2EX9-npCb,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20240128-130831_97,class_H4_20240128-130831_97,8iKb-g7Eh,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20231229-163209_90,class_H4_20231229-163209_90,sdRa-7WF7,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20240222-143108_197,class_H4_20240222-143108_197,XYQ9-X8yU,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250921-155445_14,ltiClass_class_L2_20250921-155445_14,By42-wjgj,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250919-180459_33,ltiClass_class_L2_20250919-180459_33,qFK8-xRx6,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20240222-143108_197,class_H4_20240222-143108_197,XYQ9-X8yU,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250921-192554_3,ltiClass_class_L2_20250921-192554_3,7w39-7L67,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20231229-163209_89,class_H4_20231229-163209_89,hsGT-fQiP,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250921-155445_8,ltiClass_class_L2_20250921-155445_8,cd3j-McVo,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H1_20231229-183345_73,class_H1_20231229-183345_73,39ij-h4vu,H1,h1pe,H,26,A_High,No_Cursor,LTI
tch_M3_20250921-155445_49,ltiClass_class_M3_20250921-155445_49,ykZ2-6j9G,M3,m3pe,M,17,A_Med,No_Cursor,LTI
tch_L2_20250921-155445_19,ltiClass_class_L2_20250921-155445_19,fPtq-64ox,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250923-102342_8,ltiClass_class_L2_20250923-102342_8,Me9U-4oGY,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H2_20240222-143108_90,class_H2_20240222-143108_90,F8sa-bsz7,H2,h2pe,H,32,A_High,No_Cursor,normal
tch_L2_20250923-102342_4,ltiClass_class_L2_20250923-102342_4,2EX9-npCb,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250923-102342_16,ltiClass_class_L2_20250923-102342_16,P76Y-Cc8r,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20240128-142311_97,class_H4_20240128-142311_97,tqXa-76er,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20231229-151113_86,class_H4_20231229-151113_86,36Wm-t4im,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_L2_20250921-192554_8,ltiClass_class_L2_20250921-192554_8,6w73-9KDg,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250921-205619_5,ltiClass_class_L2_20250921-205619_5,M8BK-6hp6,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_L2_20250921-155445_10,ltiClass_class_L2_20250921-155445_10,yJXV-bT3d,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_M3_20250919-180459_6,ltiClass_class_M3_20250919-180459_6,cZF2-TV3s,M3,m3pe,M,17,A_Med,No_Cursor,LTI
tch_L2_20250919-180459_11,ltiClass_class_L2_20250919-180459_11,78au-jcJ9,L2,l2pe,L,6,A_Low,No_Cursor,LTI
tch_H4_20231229-151113_86,class_H4_20231229-151113_86,36Wm-t4im,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_M1_20240305-102910_69,class_M1_20240305-102910_69,oJe7-wbEc,M1,m1pe,M,15,A_Med,No_Cursor,normal
tch_H4_20231229-151113_86,class_H4_20231229-151113_86,36Wm-t4im,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_M3_20250923-102342_25,ltiClass_class_M3_20250923-102342_25,ur2a-c6bE,M3,m3pe,M,17,A_Med,No_Cursor,LTI
tch_H4_20240222-110512_197,class_H4_20240222-110512_197,42yi-dA6T,H4,h4pe,H,198,A_High,High_Cursor,normal
tch_H4_20240222-143108_97,class_H4_20240222-143108_97,4W6L-tVA6,H4,h4pe,H,198,A_High,High_Cursor,normal
