teacvherextuserid,classcode,classid,invitationid
perf_teacher1015_20190802-183704_357,J9hJ-Fe97,5cd6eada-b515-11e9-aead-0242ac110003,00180c0c-bc31-4c7e-b6b7-35e9880fb6ba
perf_teacher1015_20190802-183704_358,93gV-h7hb,5ef6e4e9-b515-11e9-9198-0242ac110003,7ed5bb49-6821-40d8-a1a8-6354363c2d2f
perf_teacher1015_20190802-183704_363,jBeT-M4R2,4927b3f0-b515-11e9-ad14-0242ac110003,9f763961-3de6-4400-ac68-3aeb965dbb21
perf_teacher1015_20190802-183704_360,4g2f-2TU2,6041db78-b515-11e9-a587-0242ac110003,95523324-122b-4a17-9300-e5e6266659bd
perf_teacher1015_20190802-183704_364,46BU-M6P8,48300d5d-b515-11e9-9198-0242ac110003,0c356f3e-675f-494d-b799-ef4bb1ea3991
perf_teacher1015_20190802-183704_361,9GFM-8JPe,4690b522-b515-11e9-9198-0242ac110003,85bb18c3-1ef3-49e8-a4ec-ca055e5c842e
perf_teacher1015_20190802-183704_362,hcfU-djB3,46b6da9e-b515-11e9-ad14-0242ac110003,40cfaf2d-b623-4c9c-ace4-67010798bb1c
perf_teacher1015_20190802-183704_366,6jfh-LhQ8,4bd98da6-b515-11e9-9198-0242ac110003,fbb61bb1-e9d0-41f2-9cef-b772a9acb339
perf_teacher1015_20190802-183704_367,3Mje-MFhe,4c398790-b515-11e9-89b9-0242ac110002,c16a73e5-b3e0-4925-9c43-c72034f20a0e
perf_teacher1015_20190802-183704_365,dDGW-dcE7,4a01e703-b515-11e9-89b9-0242ac110002,40943ff7-a5b3-411b-9ad7-fed2a2f04338
perf_teacher1015_20190802-183704_368,fj83-b6MN,4ca197f6-b515-11e9-aead-0242ac110003,d5fce8c1-fde4-403a-8629-a65c03d0350b
perf_teacher1015_20190802-183704_369,7cGH-9ZGU,4d0cb671-b515-11e9-ad14-0242ac110003,768c1492-ee65-48f0-98cd-82bd232de2e4
perf_teacher1015_20190802-183704_370,ePj7-c6fd,4f1bbfc6-b515-11e9-a587-0242ac110003,9068067f-fc0a-400a-b03b-41fb76ab1099
perf_teacher1015_20190802-183704_371,8ch8-JjHj,4ee63128-b515-11e9-9198-0242ac110003,1f0b6960-0bb9-4c02-83bb-bc0c56c265c0
perf_teacher1015_20190802-183704_372,9826-e9cf,4eb24fdc-b515-11e9-a587-0242ac110003,bd1c0256-ee60-4685-ba54-fb4964d45733
perf_teacher1015_20190802-183704_374,adUM-J4c8,4d9e6e6d-b515-11e9-a587-0242ac110003,c404ccc6-9d3f-4271-90cc-f5adf2ab7513
perf_teacher1015_20190802-183704_373,dKi4-Gci7,4dd44bfb-b515-11e9-89b9-0242ac110002,b6d484be-1a77-44d9-87a1-d8e4d6f9c22a
perf_teacher1015_20190802-183704_375,jfX9-4J8b,507053c2-b515-11e9-aead-0242ac110003,615e9b0e-ade6-4fea-b710-3d6d97f4a224
perf_teacher1015_20190802-183704_376,CA2F-C7dj,50a6cd1a-b515-11e9-89b9-0242ac110002,a0a73201-bca5-4a16-894b-2d471948caee
perf_teacher1015_20190802-183704_377,8ebY-8YjM,52e06954-b515-11e9-ad14-0242ac110003,d701da8b-e8d7-4aeb-b8f1-9c71b1528f59
perf_teacher1015_20190802-183704_378,Tc9c-G4RM,5277e37a-b515-11e9-aead-0242ac110003,225d4d53-3091-442e-b458-e8d4dbacd708
perf_teacher1015_20190802-183704_382,PjXE-f3F2,559fafc4-b515-11e9-9198-0242ac110003,12acfed0-a3cb-4e7f-b711-563c0d682ef6
perf_teacher1015_20190802-183704_380,9Vgd-af8c,52f85e3e-b515-11e9-ad14-0242ac110003,0c0ecfdf-54dc-48df-ae94-d434fad184cc
perf_teacher1015_20190802-183704_379,3idL-id72,514aad8c-b515-11e9-9198-0242ac110003,c44eb1ec-a776-4c65-be1f-6cb674fd70d9
perf_teacher1015_20190802-183704_381,dMc2-ZQHC,53adf1cb-b515-11e9-9198-0242ac110003,e6efdd77-d5cb-4dab-a7eb-6f3601e26f50
perf_teacher1015_20190802-183704_383,NgHi-MbjG,5895224d-b515-11e9-ad14-0242ac110003,fd258a00-0784-4ee4-8beb-34e2946a163c
perf_teacher1015_20190802-183704_385,8RM7-MFeT,59c1464a-b515-11e9-ad14-0242ac110003,81c75882-2890-40f1-bed7-7f7d0f96d497
perf_teacher1015_20190802-183704_384,46b9-dMdb,57903540-b515-11e9-aead-0242ac110003,8b1bd7bf-4b00-4a97-8d60-f7320a3c43c4
perf_teacher1015_20190802-183704_386,DaQa-LXg7,57ea15ba-b515-11e9-aead-0242ac110003,5f67cd42-f00d-470a-8be6-2251107c395f
perf_teacher1015_20190802-183704_387,h4g3-298F,5a4ce4cd-b515-11e9-9198-0242ac110003,5e5fcc8c-4c56-4429-b4a5-71b008a6bd5b
perf_teacher1015_20190802-183704_388,jeVb-7je8,5af7a3b1-b515-11e9-89b9-0242ac110002,2ae89607-f139-4a80-81e5-e70263cf7b4b
perf_teacher1015_20190802-183704_389,9deb-acL2,5812d35e-b515-11e9-89b9-0242ac110002,66f7ec83-af0f-484b-9ed3-8b256130f1c2
perf_teacher1015_20190802-183704_391,4UGY-8daU,5a3fc551-b515-11e9-89b9-0242ac110002,28192e14-9c89-4f61-a916-2ea6695d2f7b
perf_teacher1015_20190802-183704_390,bi97-8jHW,5aaa94d0-b515-11e9-ad14-0242ac110003,7276c8b8-ef18-4d68-935a-d9b75eb76085
perf_teacher1015_20190802-183704_392,Rf96-PhEN,5ba79205-b515-11e9-aead-0242ac110003,b3464cd9-6231-4fc0-b7b4-3fef7158e184
perf_teacher1015_20190802-183704_394,fbhH-ZeQJ,5a07ec34-b515-11e9-a587-0242ac110003,bcbda776-9371-44ab-be5b-46e5320808b6
perf_teacher1015_20190802-183704_395,d9a3-KQaL,5c3ea2b0-b515-11e9-89b9-0242ac110002,c03a6765-4536-4c8f-bf80-9758f4798ebf
perf_teacher1015_20190802-183704_396,MPEK-TMFj,5b385584-b515-11e9-a587-0242ac110003,d7acce27-d341-4883-afb2-dc741a3a3241
perf_teacher1015_20190802-183704_393,9Thb-2YeA,5af4482d-b515-11e9-a587-0242ac110003,36fa8936-0806-4af9-baeb-8d80afdc7c16
perf_teacher1015_20190802-183704_398,93gV-h7hb,5ef6e4e9-b515-11e9-9198-0242ac110003,98257cbe-9407-4cc2-9f45-fa1be0aa16d2
perf_teacher1015_20190802-183704_397,J9hJ-Fe97,5cd6eada-b515-11e9-aead-0242ac110003,dff9cc09-0ccf-450e-a6f3-62048b579c10
perf_teacher1015_20190802-183704_400,4g2f-2TU2,6041db78-b515-11e9-a587-0242ac110003,0592649e-65ba-404e-ba91-f0e9f78cb511
perf_teacher1015_20190802-183704_401,9GFM-8JPe,4690b522-b515-11e9-9198-0242ac110003,8da98ec6-6e98-41a7-b6be-93e561a5fe6f
