studentextuserjid,classcode,classid,invitationid
perf_std_1042_1199,7AQ7-CfAL,e3e77bf2-b515-11e9-ad14-0242ac110003,a9cf44cb-87c2-421c-b089-3f763d3296fd
perf_std_1042_1193,cg6W-a9K7,e0dbc348-b515-11e9-89b9-0242ac110002,deaee5ad-e71d-449c-a9f9-c03a159f1ed9
perf_std_1042_1195,hcj7-643c,e1a13577-b515-11e9-aead-0242ac110003,530aa9cb-7c1f-434e-bbd5-62b06c5ff46b
perf_std_1042_1196,4adg-96hg,e0a5e658-b515-11e9-aead-0242ac110003,2ef7ea45-a0df-48ef-8673-4c5c33109904
perf_std_1042_1201,HXEa-3CQR,7d567750-b515-11e9-ad14-0242ac110003,230009bb-fb92-4061-996b-be152b499f63
perf_std_1042_1197,J6Ye-2W8d,e3a9fdc7-b515-11e9-89b9-0242ac110002,58cf2e21-0922-4292-907e-9ac1373ec022
perf_std_1042_1202,NKCb-N372,7c441d5e-b515-11e9-a587-0242ac110003,e523352d-7ae3-4f91-8d33-f8900a64a89f
perf_std_1042_1204,ja9W-Q9jf,7dc2587d-b515-11e9-a587-0242ac110003,2c2611b5-a8f5-488b-9462-24b00c450466
perf_std_1042_1206,GifP-2C7L,7c04072e-b515-11e9-89b9-0242ac110002,e87a17d8-8d0f-4ac2-81c0-46423dc6b38d
perf_std_1042_1203,beBE-eEZD,7dc6ec3c-b515-11e9-9198-0242ac110003,86c8e6e7-e868-4a0f-a0b5-8694ea58e67b
perf_std_1042_1200,C939-6chc,e27e75fd-b515-11e9-aead-0242ac110003,13705adc-1b4b-4980-8bb3-837c1c626f3a
perf_std_1042_1205,h832-6a2H,7f81e305-b515-11e9-aead-0242ac110003,cdf9b4a4-9702-4133-b125-6505acaa8c78
perf_std_1042_1208,4feX-24AM,8058941c-b515-11e9-89b9-0242ac110002,1f0082ab-823d-47a6-b276-bc8971010533
perf_std_1042_1207,4PgL-9c4b,7ce0f925-b515-11e9-a587-0242ac110003,f0d4d593-d6c0-4efa-9e66-a005d0c5c554
perf_std_1042_1209,egbf-MG4d,80f9683d-b515-11e9-9198-0242ac110003,6647c1bb-cd3e-40b0-88be-f765c9bfd9b7
perf_std_1042_1210,afcR-ecWi,81b6c4d0-b515-11e9-ad14-0242ac110003,bc38a132-3d3f-4096-a466-62d27781d62b
perf_std_1042_1211,3R2a-j4id,810c7a4b-b515-11e9-89b9-0242ac110002,f6c3b83b-bf82-4648-b3be-c3e82c9dbc78
perf_std_1042_1212,9YVg-Bjhb,853a1e81-b515-11e9-9198-0242ac110003,235ff76e-3ec7-43be-89f5-c6dcfbd927ed
perf_std_1042_1217,7d6d-6f2N,85ac8f3e-b515-11e9-89b9-0242ac110002,ff0ef05b-3252-4632-89c5-efc41d4961cf
perf_std_1042_1213,6giC-jR69,828f2296-b515-11e9-89b9-0242ac110002,34bdadff-4665-43a5-8e47-798982068923
perf_std_1042_1219,U9c9-b8e6,8844c660-b515-11e9-89b9-0242ac110002,0cd8bd54-22b1-451c-a839-d1176ca03ec7
perf_std_1042_1215,ebea-dbcA,878b1313-b515-11e9-9198-0242ac110003,486f5eb0-b986-47fc-ad9f-067aada858b6
perf_std_1042_1221,6aPN-fcAh,880266a9-b515-11e9-89b9-0242ac110002,418ba33d-4667-41c5-ae5c-a520a8428696
perf_std_1042_1214,j8Wh-ahfR,861c6888-b515-11e9-9198-0242ac110003,4483ae85-aac6-4fb9-bf5f-6f0bdb5afc2b
perf_std_1042_1218,YMaH-acaN,85b0fc43-b515-11e9-ad14-0242ac110003,d783f324-badd-4b43-b0cf-9dad2b87ca25
perf_std_1042_1222,P7iM-8GCJ,88571650-b515-11e9-a587-0242ac110003,dcaef047-b4fc-4240-9736-0876f8ada7e1
perf_std_1042_1216,6Yh8-7Kdi,85b0fc26-b515-11e9-a587-0242ac110003,74238a41-b720-412c-9960-db0b07468983
perf_std_1042_1220,QbFG-N6bB,894f0a83-b515-11e9-89b9-0242ac110002,8ef5a583-2e28-4410-86cc-a1fa992bd497
perf_std_1042_1223,U8YZ-ci4h,88d287b3-b515-11e9-9198-0242ac110003,366d9385-eb93-4203-b793-a5def350e174
perf_std_1042_1225,YXQ8-7Mfg,8cb5b519-b515-11e9-a587-0242ac110003,47a4c718-6ade-4b3f-8faa-127237db1cc1
perf_std_1042_1231,jLiF-C8UZ,c8429cdb-b515-11e9-a587-0242ac110003,7b8f30e0-f8be-470f-8451-06109ae5234d
perf_std_1042_1224,3a8G-KdhK,8ad498fb-b515-11e9-ad14-0242ac110003,02a5acd0-b607-4c77-99c0-e58ff28f9391
perf_std_1042_1226,hD8F-gf3J,c4e4a49a-b515-11e9-aead-0242ac110003,0f951445-e71a-4228-9154-473fc7701c5a
perf_std_1042_1229,384W-8B7j,c73264ef-b515-11e9-ad14-0242ac110003,018c8f2c-6138-4e1b-944d-c15231d755f5
perf_std_1042_1228,ZWXj-bh28,c61f6ebc-b515-11e9-aead-0242ac110003,dbe82d6a-976b-4076-a0ad-8f18097cabc2
perf_std_1042_1232,h4bG-f9Lh,cbfa4d11-b515-11e9-ad14-0242ac110003,a2e9803d-fa20-4636-9e51-34e3e0de5075
perf_std_1042_1230,dPW3-AbdH,c8495397-b515-11e9-aead-0242ac110003,5f7f408c-7a87-4773-99ce-9511ad9d2c5d
perf_std_1042_1227,DXZi-eNMD,c6bce688-b515-11e9-9198-0242ac110003,abf7404b-9797-4211-8248-61e35cac9c56
perf_std_1042_1233,8ZGR-NKa3,ca21bcb4-b515-11e9-a587-0242ac110003,8b720745-829b-46c7-8dae-e3c6b80c0aa8
perf_std_1042_1234,7gU3-2e9P,caa3be41-b515-11e9-ad14-0242ac110003,312f6279-34d0-416e-8085-1429be3be976
perf_std_1042_1237,R6bE-CdfD,cd4e6be1-b515-11e9-ad14-0242ac110003,e3ed3d21-ca68-4021-a4cc-b70b28c77306
perf_std_1042_1235,BTaT-87WD,cabec079-b515-11e9-89b9-0242ac110002,5dbe0fbc-2338-4196-89da-88a169e5df95
perf_std_1042_1236,DH6d-ieER,cde4b8ce-b515-11e9-ad14-0242ac110003,be85fa74-7ab0-489c-8f16-b6cb77f64b35
perf_std_1042_1238,6bg4-GJgf,ccb0f332-b515-11e9-ad14-0242ac110003,217a6453-48be-4a41-b377-5753b643a354
perf_std_1042_1239,ej6V-acg6,cf28d0f9-b515-11e9-89b9-0242ac110002,84f16c1f-daa6-42af-90ee-5fd64d793432
perf_std_1042_1242,LAVF-Jjde,ce5c0ad1-b515-11e9-9198-0242ac110003,d6f2f629-096b-47ac-b550-9da1e2f0cb1c
perf_std_1042_1244,92aW-fjhL,d3397777-b515-11e9-ad14-0242ac110003,2735ff16-99ce-42f3-ab9a-e03cba6aa60a
perf_std_1042_1240,46fQ-gU28,cf5845ec-b515-11e9-aead-0242ac110003,fa4c13f1-4176-4303-b36e-eb80e488e2a8
perf_std_1042_1241,XTjd-j4Bd,d028db84-b515-11e9-ad14-0242ac110003,cf9b8a63-7ef3-463d-b34a-5be628387377
perf_std_1042_1243,84i3-hf8b,d185d372-b515-11e9-9198-0242ac110003,c46c72c3-8855-4416-9316-6c67df35575e
perf_std_1042_1250,hKEa-f2jY,d64557ee-b515-11e9-9198-0242ac110003,d722f2da-0d48-4918-850b-f9d8c79a782d
perf_std_1042_1249,8HTF-ae68,d4342acb-b515-11e9-9198-0242ac110003,06d31c45-1fe8-4ea5-900e-b5ef77b94470
perf_std_1042_1245,dBf9-hj49,d6f064f5-b515-11e9-9198-0242ac110003,c2f5af87-e1c9-4ed4-a156-6c65351772b5
perf_std_1042_1247,PiT2-Hfg8,d59e9020-b515-11e9-9198-0242ac110003,e6a37e2f-41bb-42f7-ad75-d05df71d16c7
perf_std_1042_1248,hif7-gWG9,d668be50-b515-11e9-a587-0242ac110003,8a64e32a-4370-4b57-a99b-eabb28cb26ab
perf_std_1042_1251,678R-3feg,d7909c70-b515-11e9-aead-0242ac110003,04de6dc5-7565-4e4d-bbd8-25cd8e3cc55c
perf_std_1042_1246,f6f9-ijP3,d1c9bad6-b515-11e9-aead-0242ac110003,d0764df2-c0b5-4994-b3df-83a92d2bca4f
perf_std_1042_1254,U6F7-iU2Y,d5c9e5ed-b515-11e9-ad14-0242ac110003,48c864b4-ab61-4ce4-adf7-dbb97a6336c7
perf_std_1042_1252,Z2N9-eg2f,d81e36d5-b515-11e9-ad14-0242ac110003,f7e378b3-071c-45b2-ab90-97299a8dbdbf
perf_std_1042_1253,gY62-chdF,d4d57438-b515-11e9-89b9-0242ac110002,678c6621-947f-45dd-a6a5-a97f88043dd9
perf_std_1042_1257,T2bh-Paea,d81c618a-b515-11e9-9198-0242ac110003,c5fb9065-cf28-4612-ac58-cac9a31fa6ab
perf_std_1042_1256,bMUX-HfeC,da1cc5d1-b515-11e9-9198-0242ac110003,217e17f9-5e01-476e-880e-59af8f22db46
perf_std_1042_1259,hcCe-hdcZ,d8aba951-b515-11e9-a587-0242ac110003,2ccb1ecc-1e5d-4023-b566-8af2f4441acc
perf_std_1042_1255,6eHK-2Ye4,d49ab4f3-b515-11e9-ad14-0242ac110003,e0498d6d-d352-4193-aba8-36dbc29597a4
perf_std_1042_1260,gTfN-fcP4,dab275cd-b515-11e9-a587-0242ac110003,1b33e463-bccf-4f62-bfc0-6913cf238a8b
perf_std_1042_1262,29N3-2jNi,df4e44c6-b515-11e9-a587-0242ac110003,36acde0e-3862-4966-8961-f940d6fc1b58
perf_std_1042_1258,ijc4-egh7,d9d0c8c1-b515-11e9-ad14-0242ac110003,5276602d-8d06-413f-a37d-c87628a832c4
perf_std_1042_1263,JhK3-aiZH,dbf248f9-b515-11e9-a587-0242ac110003,fc2ef2c9-c22e-4684-b6eb-46341c6d356d
perf_std_1042_1261,HjDd-ZifD,db1a3895-b515-11e9-9198-0242ac110003,c9fc1360-b76d-43cb-a5eb-6268e86f6a15
perf_std_1042_1266,97Qd-j3hb,dd965bf1-b515-11e9-aead-0242ac110003,4e4edf3c-7a69-442c-a4bd-23ddc96ea4c2
perf_std_1042_1268,cg6W-a9K7,e0dbc348-b515-11e9-89b9-0242ac110002,5a3fcef8-8066-44b4-929a-8544db87cfe1
perf_std_1042_1265,R86R-LZ4d,db28422d-b515-11e9-ad14-0242ac110003,513603c1-e5cc-4396-9572-01e1f3eff61f
perf_std_1042_1264,48W4-NdbY,db2ab364-b515-11e9-a587-0242ac110003,b5834695-931b-42b6-a1e8-05dc34e3ca89
perf_std_1042_1267,c2hf-PX8A,dff7f29d-b515-11e9-a587-0242ac110003,17e5ed9e-e506-4573-9d80-7dc5e72517c4
perf_std_1042_1269,W46j-TbY7,e0fabc69-b515-11e9-a587-0242ac110003,223884b8-6c04-4450-a7b2-2b1323aa4c62
perf_std_1042_1271,4adg-96hg,e0a5e658-b515-11e9-aead-0242ac110003,da23b39c-93bb-4ae4-a71a-46f005ca7cde
perf_std_1042_1270,hcj7-643c,e1a13577-b515-11e9-aead-0242ac110003,fc40f294-488b-4f58-ada0-b7e04f96baf0
perf_std_1042_1273,8Gac-fZDX,e27ceff6-b515-11e9-89b9-0242ac110002,267a32d7-01d0-4354-a76e-ef87b01c229d
perf_std_1042_1272,J6Ye-2W8d,e3a9fdc7-b515-11e9-89b9-0242ac110002,86f3daa5-f0e8-4958-81bc-5866cde7a813
perf_std_1042_1277,NKCb-N372,7c441d5e-b515-11e9-a587-0242ac110003,2712dbab-7617-464e-ab3a-74645be94a01
perf_std_1042_1274,7AQ7-CfAL,e3e77bf2-b515-11e9-ad14-0242ac110003,279168c0-4462-4601-8166-5692680daf48
perf_std_1042_1275,C939-6chc,e27e75fd-b515-11e9-aead-0242ac110003,d9c0352c-1e39-4970-83e8-c58bfb3f7d69
perf_std_1042_1276,HXEa-3CQR,7d567750-b515-11e9-ad14-0242ac110003,95612bcb-612d-427b-b747-415ab1e61e7e
perf_std_1042_1282,4PgL-9c4b,7ce0f925-b515-11e9-a587-0242ac110003,ae7bfd3e-2989-439b-814b-72a1a4722f53
perf_std_1042_1278,beBE-eEZD,7dc6ec3c-b515-11e9-9198-0242ac110003,b7bde950-aa13-4df9-b93c-f6adcb25437b
perf_std_1042_1280,h832-6a2H,7f81e305-b515-11e9-aead-0242ac110003,5642f166-ecb9-48db-9536-f53395c7653b
perf_std_1042_1279,ja9W-Q9jf,7dc2587d-b515-11e9-a587-0242ac110003,8c97c499-1012-47da-b97f-02d26d55fa79
perf_std_1042_1281,GifP-2C7L,7c04072e-b515-11e9-89b9-0242ac110002,50842c81-fc2b-4797-b4f3-e9f4a7999a39
perf_std_1042_1284,egbf-MG4d,80f9683d-b515-11e9-9198-0242ac110003,a8045e0d-b31b-4cc9-a2d2-e73d62429445
perf_std_1042_1283,4feX-24AM,8058941c-b515-11e9-89b9-0242ac110002,48e261b2-ba85-4ebc-ac2b-ea82aa9964b8
perf_std_1042_1285,afcR-ecWi,81b6c4d0-b515-11e9-ad14-0242ac110003,ca368680-baaf-4192-aaf7-5c62f61c6646
perf_std_1042_1289,j8Wh-ahfR,861c6888-b515-11e9-9198-0242ac110003,01ed0442-baac-4c9b-b650-c30d55484de4
perf_std_1042_1290,ebea-dbcA,878b1313-b515-11e9-9198-0242ac110003,01dbc682-80b8-4dbe-9473-ded1aadcd021
perf_std_1042_1293,YMaH-acaN,85b0fc43-b515-11e9-ad14-0242ac110003,07329b54-7dda-4ecc-8bf7-c6b320699362
perf_std_1042_1286,3R2a-j4id,810c7a4b-b515-11e9-89b9-0242ac110002,8b227b17-190d-4fb3-8acd-b91ec3d7b845
perf_std_1042_1287,9YVg-Bjhb,853a1e81-b515-11e9-9198-0242ac110003,1aeb51ef-d4f5-4eca-8801-9e1f76e7a335
perf_std_1042_1291,6Yh8-7Kdi,85b0fc26-b515-11e9-a587-0242ac110003,f9fffa58-fcc0-4c12-a6b0-023db9f7363f
perf_std_1042_1288,6giC-jR69,828f2296-b515-11e9-89b9-0242ac110002,5b1cb340-ac01-47eb-9b70-136d3e9a2474
perf_std_1042_1294,U9c9-b8e6,8844c660-b515-11e9-89b9-0242ac110002,544fc358-c57a-40d8-a67f-5ec7b864e351
perf_std_1042_1295,QbFG-N6bB,894f0a83-b515-11e9-89b9-0242ac110002,edb8ef54-f460-4849-8d00-f9b33991fa1f
perf_std_1042_1299,3a8G-KdhK,8ad498fb-b515-11e9-ad14-0242ac110003,14f74644-7c99-45ec-b766-1bbb6ee5a73f
perf_std_1042_1292,7d6d-6f2N,85ac8f3e-b515-11e9-89b9-0242ac110002,642c6d06-175d-4644-97e7-3721be914d01
perf_std_1042_1296,6aPN-fcAh,880266a9-b515-11e9-89b9-0242ac110002,ced81233-403a-4df3-b9ba-5985872717cc
perf_std_1042_1297,P7iM-8GCJ,88571650-b515-11e9-a587-0242ac110003,3fcc2f96-a5e7-467b-a6bf-322722766c93
perf_std_1042_1298,U8YZ-ci4h,88d287b3-b515-11e9-9198-0242ac110003,3d87a5b6-f279-4857-86be-77835b34067d
perf_std_1042_1304,384W-8B7j,c73264ef-b515-11e9-ad14-0242ac110003,1681c449-b452-45bd-9a72-6fb00d265bee
perf_std_1042_1300,YXQ8-7Mfg,8cb5b519-b515-11e9-a587-0242ac110003,462bfe49-1b41-4295-ba93-f079896b68b7
perf_std_1042_1302,DXZi-eNMD,c6bce688-b515-11e9-9198-0242ac110003,ce142b14-32e0-494d-84e2-97c7bd029ee4
perf_std_1042_1303,ZWXj-bh28,c61f6ebc-b515-11e9-aead-0242ac110003,e5288c28-9dd8-4af3-ae33-14897fe672c0
perf_std_1042_1306,jLiF-C8UZ,c8429cdb-b515-11e9-a587-0242ac110003,0e0700e9-6749-4747-8e62-44c9784d10c6
perf_std_1042_1301,hD8F-gf3J,c4e4a49a-b515-11e9-aead-0242ac110003,d08468c9-63eb-4acb-8089-6a8dfdd34f14
perf_std_1042_1305,dPW3-AbdH,c8495397-b515-11e9-aead-0242ac110003,396923f5-ea2f-4f0c-9b54-4b4f16a0634a
perf_std_1042_1307,h4bG-f9Lh,cbfa4d11-b515-11e9-ad14-0242ac110003,e7ec8e88-3272-4c9f-ad25-9d668fc8ed64
perf_std_1042_1310,BTaT-87WD,cabec079-b515-11e9-89b9-0242ac110002,32489ad4-532a-41bc-9d71-4fb6272634c8
perf_std_1042_1308,8ZGR-NKa3,ca21bcb4-b515-11e9-a587-0242ac110003,089818ef-425c-495d-a992-44a02a138442
perf_std_1042_1309,7gU3-2e9P,caa3be41-b515-11e9-ad14-0242ac110003,3e2b5a13-f487-4acd-905a-18190b2f4cfb
perf_std_1042_1311,DH6d-ieER,cde4b8ce-b515-11e9-ad14-0242ac110003,951c5062-0a01-48b7-8138-486ff22684ee
perf_std_1042_1312,R6bE-CdfD,cd4e6be1-b515-11e9-ad14-0242ac110003,412573e0-ebe1-46e1-9044-a17c5af788d1
perf_std_1042_1313,6bg4-GJgf,ccb0f332-b515-11e9-ad14-0242ac110003,55724a8f-6e08-436d-a1cc-7a56fe8b113d
perf_std_1042_1317,LAVF-Jjde,ce5c0ad1-b515-11e9-9198-0242ac110003,42a5cb79-c69f-4bc0-9f4d-5a193ac31a87
perf_std_1042_1314,ej6V-acg6,cf28d0f9-b515-11e9-89b9-0242ac110002,b49c4680-1746-46d1-8564-f4abdb7d1895
perf_std_1042_1318,84i3-hf8b,d185d372-b515-11e9-9198-0242ac110003,0a14b322-56c7-4911-b7e7-b67d8ef6350a
perf_std_1042_1315,46fQ-gU28,cf5845ec-b515-11e9-aead-0242ac110003,a7b24640-a232-41c6-b3af-f54fd89abd8f
perf_std_1042_1319,92aW-fjhL,d3397777-b515-11e9-ad14-0242ac110003,8277b51f-568e-472b-b02c-f76dbae96188
perf_std_1042_1316,XTjd-j4Bd,d028db84-b515-11e9-ad14-0242ac110003,f9041b2c-ce95-4d6c-a369-0a015e60765d
perf_std_1042_1320,dBf9-hj49,d6f064f5-b515-11e9-9198-0242ac110003,2a0131e1-dad3-4d51-be53-0b6f8005eecc
perf_std_1042_1321,f6f9-ijP3,d1c9bad6-b515-11e9-aead-0242ac110003,c27fa528-ece0-4ad7-877d-bcd7c42742ec
perf_std_1042_1322,PiT2-Hfg8,d59e9020-b515-11e9-9198-0242ac110003,4ff3a734-0c9c-473b-a4fe-6bdc999007c5
perf_std_1042_1324,8HTF-ae68,d4342acb-b515-11e9-9198-0242ac110003,6c4afbb7-2b92-416d-9880-23581fa6ac98
perf_std_1042_1323,hif7-gWG9,d668be50-b515-11e9-a587-0242ac110003,7cb8205c-d301-4c79-a5e1-60e4cbbb3a0b
perf_std_1042_1327,Z2N9-eg2f,d81e36d5-b515-11e9-ad14-0242ac110003,3f390957-e90d-4d4b-bc4c-c8f270f1953b
perf_std_1042_1329,U6F7-iU2Y,d5c9e5ed-b515-11e9-ad14-0242ac110003,0a491186-d1df-4dc6-b730-4f6d8ba8b7ae
perf_std_1042_1328,gY62-chdF,d4d57438-b515-11e9-89b9-0242ac110002,4a6b4d16-6e03-4266-b097-e1cd99889076
perf_std_1042_1331,bMUX-HfeC,da1cc5d1-b515-11e9-9198-0242ac110003,78a08d8a-06b1-401f-bda5-00900a28017f
perf_std_1042_1326,678R-3feg,d7909c70-b515-11e9-aead-0242ac110003,8c7a88a5-c482-404a-9df6-45edec1c275f
perf_std_1042_1325,hKEa-f2jY,d64557ee-b515-11e9-9198-0242ac110003,cd9d829d-ed34-42de-947c-5c769c2f2d88
perf_std_1042_1330,6eHK-2Ye4,d49ab4f3-b515-11e9-ad14-0242ac110003,5ea6438d-855f-4c63-adb3-08aab8396009
perf_std_1042_1333,ijc4-egh7,d9d0c8c1-b515-11e9-ad14-0242ac110003,9969b9c9-89fa-4ddb-85cd-6e3a84232608
perf_std_1042_1334,hcCe-hdcZ,d8aba951-b515-11e9-a587-0242ac110003,05eadc4b-6655-42fb-95be-af991d034ab7
perf_std_1042_1332,T2bh-Paea,d81c618a-b515-11e9-9198-0242ac110003,e3fe7ccd-eb2f-4368-bc19-7e329fe89fb6
perf_std_1042_1335,gTfN-fcP4,dab275cd-b515-11e9-a587-0242ac110003,0c2ecf3a-0e10-4a1b-8542-742d6f4a44ed
perf_std_1042_1336,HjDd-ZifD,db1a3895-b515-11e9-9198-0242ac110003,087b233a-8b04-4515-9fdc-80aae5865744
perf_std_1042_1337,29N3-2jNi,df4e44c6-b515-11e9-a587-0242ac110003,df4c83d4-229f-419a-8699-6521e65fcb18
perf_std_1042_1339,48W4-NdbY,db2ab364-b515-11e9-a587-0242ac110003,3369b974-ecde-46b1-9a7b-7862b17cd4f3
perf_std_1042_1338,JhK3-aiZH,dbf248f9-b515-11e9-a587-0242ac110003,8d13bc30-70b0-498c-93f4-fd67e24eeab2
perf_std_1042_1340,R86R-LZ4d,db28422d-b515-11e9-ad14-0242ac110003,3c66d8f6-f7a3-4858-b969-d90d2384a7bf
perf_std_1042_1341,97Qd-j3hb,dd965bf1-b515-11e9-aead-0242ac110003,61ac4f81-26cb-4b11-b1be-429c8d22f429
perf_std_1042_1346,4adg-96hg,e0a5e658-b515-11e9-aead-0242ac110003,25620c13-a394-4d18-83b7-d30f256e4ded
perf_std_1042_1343,cg6W-a9K7,e0dbc348-b515-11e9-89b9-0242ac110002,f041cd5f-3381-47de-a74e-e76181b8ba06
perf_std_1042_1344,W46j-TbY7,e0fabc69-b515-11e9-a587-0242ac110003,f8d45a53-2cd7-42e6-a938-9b4df482bd4c
perf_std_1042_1348,8Gac-fZDX,e27ceff6-b515-11e9-89b9-0242ac110002,6f8cf891-192d-4f44-99db-4f40bf7f9bbd
perf_std_1042_1342,c2hf-PX8A,dff7f29d-b515-11e9-a587-0242ac110003,e8fd91eb-ea04-4b4f-bbea-feb80ab7f04a
perf_std_1042_1350,C939-6chc,e27e75fd-b515-11e9-aead-0242ac110003,7fb6b771-253d-4c8a-b098-ad04bf887d03
perf_std_1042_1347,J6Ye-2W8d,e3a9fdc7-b515-11e9-89b9-0242ac110002,1b330be1-e425-4f08-8765-2634e6ba8afd
perf_std_1042_1345,hcj7-643c,e1a13577-b515-11e9-aead-0242ac110003,0ee7bb9f-2779-449d-a6f0-2c5cb1ef765c
perf_std_1042_1352,NKCb-N372,7c441d5e-b515-11e9-a587-0242ac110003,936e755c-58ce-4a08-bf59-d2e3db0e6427
perf_std_1042_1349,7AQ7-CfAL,e3e77bf2-b515-11e9-ad14-0242ac110003,22dbb455-a5a2-408d-8e37-42fe0e133f70
perf_std_1042_1353,beBE-eEZD,7dc6ec3c-b515-11e9-9198-0242ac110003,f34cf326-cc35-4092-90ee-1d7cff61ee34
perf_std_1042_1354,ja9W-Q9jf,7dc2587d-b515-11e9-a587-0242ac110003,080acec8-23ec-476b-9d8b-2c864739e72c
perf_std_1042_1351,HXEa-3CQR,7d567750-b515-11e9-ad14-0242ac110003,cb03fe15-6940-4662-9682-61ba1ea92698
perf_std_1042_1356,GifP-2C7L,7c04072e-b515-11e9-89b9-0242ac110002,156f5853-e654-46b0-b409-9b8b4b8e3b86
perf_std_1042_1355,h832-6a2H,7f81e305-b515-11e9-aead-0242ac110003,c5168c04-93b7-4e52-b2c1-399568a71850
perf_std_1042_1358,4feX-24AM,8058941c-b515-11e9-89b9-0242ac110002,1cec5587-ae2e-4bbc-a6a4-c9a38d704689
perf_std_1042_1357,4PgL-9c4b,7ce0f925-b515-11e9-a587-0242ac110003,17a5702d-5949-4d5c-a078-6dffde673860
perf_std_1042_1359,egbf-MG4d,80f9683d-b515-11e9-9198-0242ac110003,3f6365b2-c496-46a6-b13a-a3a499b0b86b
perf_std_1042_1361,3R2a-j4id,810c7a4b-b515-11e9-89b9-0242ac110002,d66cfdbf-f8ab-42bb-bd59-2df526b6bc9d
perf_std_1042_1364,j8Wh-ahfR,861c6888-b515-11e9-9198-0242ac110003,651f22c2-9c1c-4944-a6d9-18ed2f669e47
perf_std_1042_1366,6Yh8-7Kdi,85b0fc26-b515-11e9-a587-0242ac110003,15cb5203-dac8-46ac-8083-da1264e5f723
perf_std_1042_1360,afcR-ecWi,81b6c4d0-b515-11e9-ad14-0242ac110003,f07adb91-630a-457c-bf6d-d8632038dd3a
perf_std_1042_1362,9YVg-Bjhb,853a1e81-b515-11e9-9198-0242ac110003,a4c3aff7-6178-4fca-a0d9-33f63c4129ff
perf_std_1042_1365,ebea-dbcA,878b1313-b515-11e9-9198-0242ac110003,cb96da09-cc33-439b-a802-41b995345d7e
perf_std_1042_1368,YMaH-acaN,85b0fc43-b515-11e9-ad14-0242ac110003,77c082c0-ee88-4000-b72a-93615a903b7a
perf_std_1042_1363,6giC-jR69,828f2296-b515-11e9-89b9-0242ac110002,cb36a845-ed47-47da-9ded-68e426df6371
perf_std_1042_1369,U9c9-b8e6,8844c660-b515-11e9-89b9-0242ac110002,a7610a1b-e495-4f49-b6f5-2b305c1b045c
perf_std_1042_1367,7d6d-6f2N,85ac8f3e-b515-11e9-89b9-0242ac110002,cfa4e15e-b406-4214-8871-d5ab1dbc679c
perf_std_1042_1371,6aPN-fcAh,880266a9-b515-11e9-89b9-0242ac110002,780a0f2a-0051-4635-b397-54e718ba9e67
perf_std_1042_1370,QbFG-N6bB,894f0a83-b515-11e9-89b9-0242ac110002,5c281a1f-1176-42ed-8db0-cb184c570fbf
perf_std_1042_1372,P7iM-8GCJ,88571650-b515-11e9-a587-0242ac110003,78080aa6-52b6-4a09-91bb-cbce21ea3ff4
perf_std_1042_1374,3a8G-KdhK,8ad498fb-b515-11e9-ad14-0242ac110003,8ea14c3c-451c-4817-90e5-9cd3188e32a6
perf_std_1042_1373,U8YZ-ci4h,88d287b3-b515-11e9-9198-0242ac110003,81eb45c8-950f-49aa-bafe-a6e0df6de10d
perf_std_1042_1375,YXQ8-7Mfg,8cb5b519-b515-11e9-a587-0242ac110003,61a8c9fb-dcd1-4312-b894-0acca062d40c
perf_std_1042_1381,jLiF-C8UZ,c8429cdb-b515-11e9-a587-0242ac110003,76a456ce-0fe5-4c7f-9e1c-fde6453172cb
perf_std_1042_1377,DXZi-eNMD,c6bce688-b515-11e9-9198-0242ac110003,a700fe60-84e5-4284-a247-10013b700c48
perf_std_1042_1376,hD8F-gf3J,c4e4a49a-b515-11e9-aead-0242ac110003,d2970c1f-321f-4770-8361-96a95639026b
perf_std_1042_1383,8ZGR-NKa3,ca21bcb4-b515-11e9-a587-0242ac110003,95963ef7-bb45-40fa-b005-9281c84b8830
perf_std_1042_1384,7gU3-2e9P,caa3be41-b515-11e9-ad14-0242ac110003,fc4bca52-54d4-4e2e-a655-f4316d47025d
perf_std_1042_1378,ZWXj-bh28,c61f6ebc-b515-11e9-aead-0242ac110003,267fe638-e35f-4b52-a461-0ebd812b20d9
perf_std_1042_1379,384W-8B7j,c73264ef-b515-11e9-ad14-0242ac110003,e085f9b7-5a90-43be-b069-3b963eb35246
perf_std_1042_1380,dPW3-AbdH,c8495397-b515-11e9-aead-0242ac110003,0fa931bb-d9d5-4181-88a2-6ecb201814bc
perf_std_1042_1382,h4bG-f9Lh,cbfa4d11-b515-11e9-ad14-0242ac110003,daaf53ac-7ad0-4afb-bc85-5aca81c823fc
perf_std_1042_1385,BTaT-87WD,cabec079-b515-11e9-89b9-0242ac110002,337f50fa-d45b-4a18-a208-1754082e1461
perf_std_1042_1387,R6bE-CdfD,cd4e6be1-b515-11e9-ad14-0242ac110003,01fac306-48a8-40b6-a428-02d2ee905b31
perf_std_1042_1389,ej6V-acg6,cf28d0f9-b515-11e9-89b9-0242ac110002,d66b2371-cae2-4147-a900-330d8af13623
perf_std_1042_1391,XTjd-j4Bd,d028db84-b515-11e9-ad14-0242ac110003,efb3cae1-6bfe-4c19-bc95-f124c248269e
perf_std_1042_1390,46fQ-gU28,cf5845ec-b515-11e9-aead-0242ac110003,349d3952-2a8b-4386-b7ce-9e5427c38348
