tchtextuserjid,classcode,classid,invitationid,tch
t145_1607951873935_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,4a326590-c9ff-4102-9582-10b8e8cdbcf9,t245_20201214-183049_17
t145_1607951875094_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,a188d6b4-8893-422c-bcbc-e8cd48681a99,t245_20201214-183049_19
t145_1607951881447_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,5dd086a5-c901-446f-bf70-99eb3bded5c5,t245_20201214-183049_15
t145_1607951885281_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,71f6faa3-e517-4f30-9db5-189d85f01061,t245_20201214-183049_17
t145_1607951882493_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,8015e590-ee16-4f34-bbd1-3c48b2bfb8bb,t245_20201214-183049_18
t145_1607951882312_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,759f5146-f2d1-4768-b6e7-272eb22c8448,t245_20201214-183049_16
t145_1607951888166_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,c2d63acf-8e39-415c-85b5-d88ffcbf793e,t245_20201214-183049_19
t145_1607951887430_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,d5daecfe-bb98-4e92-b449-0ed10a987582,t245_20201214-183049_20
t145_1607951892656_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,bac6ed3c-e118-48db-a99a-e8ce5fe7ccc2,t245_20201214-183049_15
t145_1607951896967_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,825ddbef-af16-4957-9f76-38f97aa8776a,t245_20201214-183049_18
t145_1607951895960_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,41e35089-8254-4078-9956-2da5a117e411,t245_20201214-183049_17
t145_1607951897899_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,35e43761-6fc4-45ee-ab52-cfbf4e1aefb1,t245_20201214-183049_16
t145_1607951898654_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,00a289ae-485a-4ce0-a07a-38f5cc7ce5c0,t245_20201214-183049_19
t145_1607951901986_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,a2e28a29-277e-4551-8606-9be09c680f98,t245_20201214-183049_20
t145_1607951907381_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,34e81983-5665-433c-8b4f-b0601082adda,t245_20201214-183049_18
t145_1607951904574_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,529fa4db-41cb-4b8a-ab11-e7365b266af0,t245_20201214-183049_15
t145_1607951907971_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,fe26979e-82a0-4b29-a9e9-a9457a9fb091,t245_20201214-183049_17
t145_1607951912326_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,b5928d46-ab5f-4006-806b-daceb7435a70,t245_20201214-183049_16
t145_1607951915517_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,3c2b6b4a-c805-4b9b-8bd8-c85cd1d3b260,t245_20201214-183049_19
t145_1607951917710_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,3f51360b-5b4e-49ab-8ced-ef37a1dcc1e8,t245_20201214-183049_18
t145_1607951916840_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,7dc8b93e-e65c-413f-b729-11854c228972,t245_20201214-183049_20
t145_1607951917960_15,6qmL-aP2R,0a6fb7cc-3e0e-11eb-a47c-0242ac110003,1325cbdc-ad26-45ee-b2bd-f417d67d2de7,t245_20201214-183049_15
t145_1607951923405_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,540fcec5-3190-4057-bc14-0cb043016ac7,t245_20201214-183049_16
t145_1607951918194_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,7b0333f2-aa5e-4320-b62f-faa2faf4f4d9,t245_20201214-183049_17
t145_1607951926982_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,e1bb093f-134c-4c2c-8c0b-a2368eed8bb0,t245_20201214-183049_19
t145_1607951928588_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,d5d8fd31-82f4-48c4-a925-72a380e63378,t245_20201214-183049_18
t145_1607951931335_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,6a5b478e-8754-4b20-9f93-e83c21eae439,t245_20201214-183049_20
t145_1607951935050_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,f85721f1-8bbe-406a-a73f-223061f90b41,t245_20201214-183049_17
t145_1607951934134_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,759e1f06-ce25-47c3-9617-99eaf2eecce2,t245_20201214-183049_16
t145_1607951942263_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,5fa1ba3f-7a20-4ac1-91ff-f2f3c29e464a,t245_20201214-183049_18
t145_1607951942085_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,06656c6e-f14c-4b68-86c3-f23cc055be6f,t245_20201214-183049_19
t145_1607951945409_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,448bef37-3039-447c-a188-4f7b51613615,t245_20201214-183049_20
t145_1607951947973_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,5b6b7359-0b25-41ca-9c01-80e69c981bfa,t245_20201214-183049_16
t145_1607951945595_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,0a27c5a3-194e-4717-be9a-83dd57b1b7ef,t245_20201214-183049_17
t145_1607951953271_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,138b5ab9-8f81-4f4f-96a4-1aa4dd4d6e5c,t245_20201214-183049_18
t145_1607951959499_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,537cfc20-5c65-464c-8074-cbec24df925c,t245_20201214-183049_20
t145_1607951957649_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,a76335f4-77f8-4de7-8741-fc936f7ee34d,t245_20201214-183049_19
t145_1607951962028_16,3Pus-FuEA,23362fea-3e0e-11eb-90a7-0242ac110003,f9981ca5-08ae-46d2-b2d8-75c827a8851b,t245_20201214-183049_16
t145_1607951963248_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,a3dc8bbe-514b-4c1f-97c0-5c458a391d84,t245_20201214-183049_17
t145_1607951964360_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,1c346e7a-f42b-4415-ad38-b9e2e5e7bd48,t245_20201214-183049_18
t145_1607951969859_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,8b84589e-a939-44f5-90ae-0329d8e76520,t245_20201214-183049_20
t145_1607951973173_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,4fbe8bcd-e576-4651-be50-eb4882a47516,t245_20201214-183049_19
t145_1607951976446_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,e2d59946-c635-4b11-b75b-ccc583b994bb,t245_20201214-183049_17
t145_1607951981513_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,1c8cb00c-371f-4d61-81d2-7f4e52647028,t245_20201214-183049_18
t145_1607951985681_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,0642f86d-4425-4985-813a-e96144b6a655,t245_20201214-183049_19
t145_1607951981700_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,3da09b6a-00ac-491a-966f-0753c3eccdc1,t245_20201214-183049_20
t145_1607951989756_17,24Es-M8gj,427d1562-3e0e-11eb-90a7-0242ac110003,70a5ea40-335c-4679-8cc9-a329a4ac4bcb,t245_20201214-183049_17
t145_1607951995258_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,86b7a999-73d3-4e72-80a2-6932f93f4df0,t245_20201214-183049_18
t145_1607951995715_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,40bcedb3-cae9-4a44-a259-532ed7f1de87,t245_20201214-183049_19
t145_1607951999127_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,82ecfbcd-fc69-4b10-9134-12b41c219745,t245_20201214-183049_20
t145_1607952010022_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,d9e6b732-1fc6-4ccd-b059-d21380594562,t245_20201214-183049_19
t145_1607952012247_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,18240da0-d400-4272-aac5-530a6805fc7a,t245_20201214-183049_20
t145_1607952008451_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,1d119d04-813f-4cef-8ccc-1c15f6a809ae,t245_20201214-183049_18
t145_1607952021602_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,e6bd3df7-b689-47d6-8534-cc2a6770812b,t245_20201214-183049_19
t145_1607952025050_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,2293a48b-cb0e-46ac-a6d2-23b6480edb1e,t245_20201214-183049_18
t145_1607952024338_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,560a8c4a-203c-47ec-9568-d812ea591db3,t245_20201214-183049_20
t145_1607952038157_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,4f6abd51-00ef-42b2-ab4f-99dec3997f0c,t245_20201214-183049_19
t145_1607952040139_18,njLo-Kob8,5ff44409-3e0e-11eb-90a7-0242ac110003,8136fda7-253a-4f80-b941-cad94a2ab135,t245_20201214-183049_18
t145_1607952041350_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,1a23d4e1-dddf-4a14-887b-7262012bdeb6,t245_20201214-183049_20
t145_1607952053730_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,cf636776-2268-4d65-ace0-269697bb060f,t245_20201214-183049_19
t145_1607952058620_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,e9d89254-b971-49f9-ba31-875b9807af9b,t245_20201214-183049_20
t145_1607952064197_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,55f99fff-887f-427c-9708-4e3a71dc7c42,t245_20201214-183049_19
t145_1607952076127_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,627f07e5-7de2-44b7-9916-f80ecfeb1a22,t245_20201214-183049_19
t145_1607952075634_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,f1504a77-e524-42b1-aeb1-089ec2c516df,t245_20201214-183049_20
t145_1607952091184_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,ef9c9f82-473f-4614-b929-de1c9c29e273,t245_20201214-183049_19
t145_1607952093460_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,df61df19-c333-409a-a5ce-11336a84f216,t245_20201214-183049_20
t145_1607952109973_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,fd929ee2-af60-494c-a61f-ddfd90f45c75,t245_20201214-183049_20
t145_1607952108269_19,e7qJ-ehbn,7faf6f16-3e0e-11eb-90a7-0242ac110003,dd3892ad-83a5-4794-b84b-cc1d35694381,t245_20201214-183049_19
t145_1607952120803_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,18c4e455-787e-46fe-a733-02f7e795c8b7,t245_20201214-183049_20
t145_1607952138339_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,bdfc2dea-f7b6-46f4-8ace-8ff991f7fb2a,t245_20201214-183049_20
t145_1607952153735_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,7823b91e-d540-46ee-b617-a56aa8f35f9d,t245_20201214-183049_20
t145_1607952167857_20,aoJ3-C9vL,9d74e553-3e0e-11eb-a47c-0242ac110003,9c997215-29cb-469c-98b5-1ccd4fa4d29b,t245_20201214-183049_20
t145_1607949288426_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,80fd3594-44d7-4ea4-b517-9c3f842363a4,t245_20201214-180403_1
t145_1607949301293_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,bc5ba666-7190-4519-a863-14904608f224,t245_20201214-180403_1
t145_1607949316963_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,bc5142b1-0b96-4ce8-a302-792a0c23d410,t245_20201214-180403_1
t145_1607949332589_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,d41f82ec-7e7e-4e73-a7ea-31c5ffab6d2f,t245_20201214-180403_2
t145_1607949334232_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,3c500f20-04b4-425f-beb5-8a3c891b71e2,t245_20201214-180403_1
t145_1607949344208_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,0a761a67-63fd-43b5-a021-606b26509015,t245_20201214-180403_2
t145_1607949348587_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,ca6ca4ee-35e1-4ef6-aac1-3c141a2465de,t245_20201214-180403_1
t145_1607949357889_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,50a87191-f678-4fa8-9a79-0233c5226b7a,t245_20201214-180403_2
t145_1607949361950_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,196ab047-8b41-415b-96d4-c27981bc4ff1,t245_20201214-180403_1
t145_1607949374704_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,eba576c7-3957-47f3-a1c6-5a4bd0fcf6be,t245_20201214-180403_2
t145_1607949375838_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,13e24c54-29a4-4238-baa4-3765b2d92ff9,t245_20201214-180403_1
t145_1607949380984_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,f16956df-daf6-4792-8975-bb93c82e459d,t245_20201214-180403_3
t145_1607949386205_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,b314cc03-20e9-471b-9617-f72dae84d3f8,t245_20201214-180403_2
t145_1607949392448_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,7442ca39-750c-47c5-bcbb-3cf4bc29c76f,t245_20201214-180403_1
t145_1607949395613_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,97ea4432-43bd-4bf6-ab74-14956351ae25,t245_20201214-180403_3
t145_1607949403911_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,18833155-77c1-4fed-bf25-d45e74102647,t245_20201214-180403_2
t145_1607949407115_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,778c9835-c415-4131-82b7-a3bb990b20f2,t245_20201214-180403_1
t145_1607949409687_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,9cc9a9f1-e0b8-49a8-b36e-06e4033d981e,t245_20201214-180403_3
t145_1607949416234_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,c183c208-57cc-4d33-a2cb-26f86e5016cd,t245_20201214-180403_2
t145_1607949419645_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,615fd6b0-6ca5-4f67-b54d-8953b972d174,t245_20201214-180403_1
t145_1607949423639_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,7cdd3466-6ed8-4e17-a619-ad165c3f094a,t245_20201214-180403_4
t145_1607949430082_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,265d316d-8584-4b1f-a708-978ff21d949a,t245_20201214-180403_1
t145_1607949429626_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,4798bd6d-3573-4f2b-b88e-53fdf25a5491,t245_20201214-180403_2
t145_1607949426833_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,7918c53a-228c-4638-8d9e-0a507f645870,t245_20201214-180403_3
t145_1607949436452_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,1e16dac9-de07-45c3-b69c-4e317a909537,t245_20201214-180403_4
t145_1607949440080_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,00cf4053-b873-49ab-b0b2-1f998707015e,t245_20201214-180403_1
t145_1607949440896_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,076f2d3c-4f10-4340-b343-eef059caa244,t245_20201214-180403_2
t145_1607949444286_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,f224cd34-ec55-46d1-9d0c-f9536547e3c7,t245_20201214-180403_3
t145_1607949447416_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,938f65b1-1796-479f-a531-074e66ead7c1,t245_20201214-180403_4
t145_1607949455228_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,828b4c18-379d-40af-a2aa-9716421dc269,t245_20201214-180403_1
t145_1607949457103_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,181ed6fc-114e-4ba2-99f4-8a63666dc57f,t245_20201214-180403_3
t145_1607949455920_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,99521e57-0964-402d-aff2-d36cb3398819,t245_20201214-180403_2
t145_1607949458311_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,18c3e33e-d8fb-49ed-b54a-c29f361d5062,t245_20201214-180403_4
t145_1607949466403_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,3a640b0d-1055-40b4-8e97-c1ec4a0ee814,t245_20201214-180403_1
t145_1607949469352_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,02b52b45-b46d-4090-a984-a3b23170127d,t245_20201214-180403_4
t145_1607949467156_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,cce48fd3-5a7d-427c-b763-dce849daf284,t245_20201214-180403_3
t145_1607949469292_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,cfb1713d-ff8e-4c4f-b673-eb9e5a02586f,t245_20201214-180403_2
t145_1607949476411_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,b6719094-f645-4f6b-9013-98487bc7ea38,t245_20201214-180403_1
t145_1607949478914_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,1b8b5ee0-8e98-42b7-ac3c-6a20bef61e55,t245_20201214-180403_5
t145_1607949484990_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,b56f95d7-2259-452e-b442-50c8270fdcba,t245_20201214-180403_3
t145_1607949484187_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,6c824660-8220-4a2d-a45b-9a8a06a009f8,t245_20201214-180403_4
t145_1607949487018_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,9a146dae-b8fc-4b55-a5c0-5122c3eed374,t245_20201214-180403_2
t145_1607949494338_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,3f47cd27-8ea7-4a44-b980-4aacbe058bd2,t245_20201214-180403_5
t145_1607949496398_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,6f20731d-eee3-4b3a-822a-abd9d660fc97,t245_20201214-180403_4
t145_1607949494216_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,95fa6b67-9004-4c49-9f51-7035d34d1e7b,t245_20201214-180403_1
t145_1607949502221_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,ba74ba1b-12d4-4ec5-9d73-2d1d6f8ff878,t245_20201214-180403_2
t145_1607949496093_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,6e70a2f3-9f25-482f-bad6-e1983cd64ccb,t245_20201214-180403_3
t145_1607949505311_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,16096e2b-e8d4-4de3-9672-911393ea52ec,t245_20201214-180403_5
t145_1607949507344_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,52326cf4-ac84-440f-a153-9aa3c6443e4a,t245_20201214-180403_4
t145_1607949510948_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,2b2e00fa-8419-4081-9df8-f2d91832d2b3,t245_20201214-180403_1
t145_1607949512466_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,1dea4bd9-0e32-4b61-bb88-fb24fef3e3ff,t245_20201214-180403_2
t145_1607949512828_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,219da6eb-5deb-4786-ba30-2b9caba0ef28,t245_20201214-180403_3
t145_1607949516780_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,2195de1d-fd0b-44a7-8f1e-8d521e2e2406,t245_20201214-180403_5
t145_1607949520937_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,7372d5c3-5728-4707-b165-1b2b51cb3d2f,t245_20201214-180403_4
t145_1607949524069_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,415b6324-2e64-4f7b-9664-3e77c7aff14a,t245_20201214-180403_2
t145_1607949523853_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,4d9eb6f8-2f3f-40c6-ad15-29bb808ea328,t245_20201214-180403_1
t145_1607949525623_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,238e4660-eda9-484b-a3ec-f1d9b95ab5da,t245_20201214-180403_3
t145_1607949523504_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,377b6ec1-a673-47be-8818-89fd97047ef0,t245_20201214-180403_6
t145_1607949533973_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,fcf60b5a-f902-4fa5-85c7-e44981fae6b9,t245_20201214-180403_4
t145_1607949536124_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,ad3c2163-e465-4de7-9ea8-719bddefc671,t245_20201214-180403_2
t145_1607949530457_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,5c31220b-079d-4235-b252-f6810835be3f,t245_20201214-180403_5
t145_1607949537407_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,828f1640-e421-4fab-a6d4-23e658c27a2a,t245_20201214-180403_1
t145_1607949540636_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,4dfb0c4d-d8db-42ff-8e26-d445081cb388,t245_20201214-180403_6
t145_1607949540465_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,e1968771-e018-469d-938d-572af6226ed7,t245_20201214-180403_3
t145_1607949546015_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,9a6cad84-0110-4634-adff-aa3d9ae2dade,t245_20201214-180403_4
t145_1607949547094_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,0db0e827-86e8-424d-9089-ea5b69a5d9de,t245_20201214-180403_5
t145_1607949546230_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,50a5e33f-d3d1-40f1-a76a-ff9d5f83e5cf,t245_20201214-180403_2
t145_1607949552470_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,8f46ecb4-7cbf-48e6-b326-6fc8c18b6946,t245_20201214-180403_3
t145_1607949551483_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,716cde74-8b0b-4254-9a65-8768ad795311,t245_20201214-180403_6
t145_1607949550907_1,u283-TBnX,8c656df2-3e08-11eb-90a7-0242ac110003,477a2bb5-ed4a-495e-9021-8f8a19a0314f,t245_20201214-180403_1
t145_1607949562125_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,12fcb017-7302-459a-8b91-68e2dea8aba1,t245_20201214-180403_2
t145_1607949557706_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,6991ebe9-5506-4f41-9952-b053d423837e,t245_20201214-180403_4
t145_1607949560920_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,70f7f354-c657-490f-90f5-be5cc93b77ea,t245_20201214-180403_5
t145_1607949565763_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,a43453dd-098b-41a0-b2b4-11cca722b4f2,t245_20201214-180403_3
t145_1607949567933_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,9444c66c-d19d-4e68-81c9-891f1cd6c022,t245_20201214-180403_6
t145_1607949575123_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,099497ff-fc69-4b60-b43a-86a526ef23a2,t245_20201214-180403_4
t145_1607949573716_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,0a5d8d6e-39f4-4b2d-b4ad-6650980baf42,t245_20201214-180403_2
t145_1607949575193_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,bf5a63c4-2cc5-4ecf-be71-0dee57f19f60,t245_20201214-180403_5
t145_1607949580312_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,8c6de556-29a5-4d51-af97-83d4c33a3e5c,t245_20201214-180403_3
t145_1607949581798_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,4fd0da75-354a-451f-90d3-876e8482e555,t245_20201214-180403_6
t145_1607949586521_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,549139ba-5a17-43a3-8abb-58b9d11628f3,t245_20201214-180403_7
t145_1607949592919_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,e6549a61-8165-403a-9ff0-73efbe940df5,t245_20201214-180403_5
t145_1607949590283_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,4bbbc276-84bb-41ed-90c9-e39eaf9cb931,t245_20201214-180403_4
t145_1607949591511_2,84uj-D2Gp,a9691aa0-3e08-11eb-a47c-0242ac110003,23a214c2-a2a9-40e7-8b51-087a3b31d89a,t245_20201214-180403_2
t145_1607949595214_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,b2c77b59-e173-46bb-b17a-5a3e54612827,t245_20201214-180403_3
t145_1607949598309_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,4c658fa6-c02f-443d-9db1-0d2cbd6ac243,t245_20201214-180403_6
t145_1607949601129_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,8aeba9d8-2a44-4eaa-9d6b-609ea8c12fde,t245_20201214-180403_7
t145_1607949604031_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,8840201c-02a5-4890-86ee-b97ea38e26bc,t245_20201214-180403_5
t145_1607949604460_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,166ac76a-4454-480b-8755-84ac60388f56,t245_20201214-180403_4
t145_1607949610517_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,fe5e64bf-0d88-4c03-ae38-37300e0e1cd6,t245_20201214-180403_3
