tchextuserjid,classcode,classid,invitationid,tch
t144_1607935516266_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,f257793d-f54b-4227-934e-4595fd1e00c7,t244_20201214-135750_19
t144_1607935513328_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,c6627aa7-43e7-47b7-8cda-c791574131a3,t244_20201214-135750_20
t144_1607935519423_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,f2db4c1c-545d-43ac-834e-d060d3b5b473,t244_20201214-135750_13
t144_1607935527175_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,a363d628-f2a0-4b02-97c1-14600d313e37,t244_20201214-135750_18
t144_1607935530477_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,a9a9aea9-06b1-4890-a918-304fab59ccf7,t244_20201214-135750_17
t144_1607935533169_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,e3fb8469-27e4-46e2-b363-c321d439b12c,t244_20201214-135750_16
t144_1607935536575_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,ac2c9a58-7663-4676-8698-156003aa6984,t244_20201214-135750_14
t144_1607935538416_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,585c5060-34f5-4e62-99cc-da805810e893,t244_20201214-135750_20
t144_1607935538326_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,e7a617eb-a943-4358-94d6-49636d2515c8,t244_20201214-135750_19
t144_1607935539649_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,d89e66a7-94b8-49c3-bfe7-57aaab5deb4e,t244_20201214-135750_13
t144_1607935538182_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,fb77c466-a80c-419d-80d0-b574b87b9c1f,t244_20201214-135750_15
t144_1607935557022_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,a4d644a4-5874-462b-9b37-591cbd78a046,t244_20201214-135750_14
t144_1607935552718_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,759ee952-907e-4941-94d0-b98e9e90deba,t244_20201214-135750_18
t144_1607935555713_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,0a7a3c1f-2161-43f5-9822-bcf91ba1ffc7,t244_20201214-135750_17
t144_1607935556600_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,cca02408-3723-455c-bf99-e642d2894e50,t244_20201214-135750_16
t144_1607935561200_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,717e46ac-0dd7-4e47-aa61-f919c06037a4,t244_20201214-135750_20
t144_1607935563980_13,364L-3jT3,8a2d821e-3de7-11eb-90a7-0242ac110003,d13e1e01-b2e3-42d6-adfe-83280850a952,t244_20201214-135750_13
t144_1607935561627_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,ec035151-b4ef-4c0d-85b1-25c522fe434a,t244_20201214-135750_19
t144_1607935564671_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,2695ce6a-eb94-4eb6-92fb-6258540e260a,t244_20201214-135750_15
t144_1607935575084_14,ZBsn-KZ8o,a8eb1374-3de7-11eb-90a7-0242ac110003,703960e7-bc94-499f-bb99-2cccdc86a5f1,t244_20201214-135750_14
t144_1607935576934_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,170ac245-2853-4cc5-8655-e5d8095959d1,t244_20201214-135750_17
t144_1607935575518_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,f5752d31-56d6-4d73-b4b8-6215bba7ca12,t244_20201214-135750_18
t144_1607935581257_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,d2118ef1-b14a-4967-b5ad-9c4abc6e71da,t244_20201214-135750_16
t144_1607935585156_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,ffaf7a7f-e91d-4825-9993-02adc690be92,t244_20201214-135750_20
t144_1607935587071_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,8326bde6-79ce-4338-98e3-7b1525a73da4,t244_20201214-135750_19
t144_1607935591604_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,6a73257c-2f99-450a-93a6-a78fcf2b943b,t244_20201214-135750_15
t144_1607935598690_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,762f2327-c3e2-46ba-a49f-933e719c0e35,t244_20201214-135750_18
t144_1607935598057_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,6d1799c4-d9f8-4d18-af4a-f5b9e5893ced,t244_20201214-135750_17
t144_1607935602531_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,379d4b79-b077-491f-96d4-237ea648185f,t244_20201214-135750_16
t144_1607935611213_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,9b697f56-7b66-418e-b0b9-04316780811c,t244_20201214-135750_20
t144_1607935611514_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,7f0f534e-7a71-40b8-a193-f27a61fd5965,t244_20201214-135750_19
t144_1607935611949_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,2acc5774-1a01-492f-ac7b-6242b622e5bd,t244_20201214-135750_15
t144_1607935619001_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,11c97264-cb91-4707-8fb1-69e0e3e1039f,t244_20201214-135750_18
t144_1607935620714_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,2f184fa3-d17d-4e73-9b5f-a4757fbdf8ac,t244_20201214-135750_17
t144_1607935622904_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,ee0b1b23-51a2-4708-912a-c1b5f5dcb190,t244_20201214-135750_16
t144_1607935633234_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,220dc794-a8bc-4dcd-97e9-72d41bff388b,t244_20201214-135750_19
t144_1607935632749_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,b202eaf0-2ec5-4dde-9a41-9c4da1c76a70,t244_20201214-135750_20
t144_1607935635340_15,ZG76-j2GE,c3713caa-3de7-11eb-90a7-0242ac110003,61c777fb-b13c-4bcf-ac77-a2f8c9e45f21,t244_20201214-135750_15
t144_1607935646480_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,60fb612f-6f3f-4b5a-8078-e0db83692a88,t244_20201214-135750_17
t144_1607935645131_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,0e37e16f-1d0a-41d7-8c4c-6b5e7d6c39ed,t244_20201214-135750_18
t144_1607935646690_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,5c1a7b11-fac3-4f98-bd34-e527dbe4f18d,t244_20201214-135750_16
t144_1607935652921_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,845ac849-48ff-4fb8-b22b-9f3c590ef7d8,t244_20201214-135750_20
t144_1607935652198_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,9c1287d6-ad73-48ba-a505-b74b314bc869,t244_20201214-135750_19
t144_1607935669706_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,3263774a-9dc9-4d78-a49a-f22958a61e78,t244_20201214-135750_17
t144_1607935670030_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,9df83d80-1b67-428f-848b-7337b97fa12b,t244_20201214-135750_18
t144_1607935673704_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,0e77655d-6f7a-478f-a545-8816508504cf,t244_20201214-135750_16
t144_1607935675869_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,b2fa46cc-9c86-4395-9060-311661fddf3d,t244_20201214-135750_20
t144_1607935679307_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,7d5d9676-e1a2-440e-b8c0-1ced7fa9768b,t244_20201214-135750_19
t144_1607935692285_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,bb051794-1a13-4d99-ab1e-08334b26aae2,t244_20201214-135750_17
t144_1607935693465_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,85290515-956e-4d29-ac90-3bb1ae4cb6b0,t244_20201214-135750_18
t144_1607935695640_16,jPEe-D2p9,e2b75ee8-3de7-11eb-a47c-0242ac110003,207b88eb-36a2-4edc-9b5d-63d59af9df49,t244_20201214-135750_16
t144_1607935701520_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,80689fd7-9670-422e-9f8d-e414fd584437,t244_20201214-135750_20
t144_1607935707183_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,319a84c3-0dd5-4a9f-94b5-6f0688d2a3ed,t244_20201214-135750_19
t144_1607935711550_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,3a690e08-24ab-476b-925e-dece43fec3b7,t244_20201214-135750_17
t144_1607935718035_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,eaf44b24-7166-4d25-afe5-bc71aca42a39,t244_20201214-135750_18
t144_1607935722243_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,e82d2241-a0ee-4d24-a7cb-9ac0d3aeed82,t244_20201214-135750_20
t144_1607935725178_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,272c5ebe-aa55-4055-89b9-5abdb28a9699,t244_20201214-135750_19
t144_1607935731817_17,Lui8-J8jU,ffaf72c7-3de7-11eb-90a7-0242ac110003,0a7ed433-5a96-4e83-a159-815f736207d8,t244_20201214-135750_17
t144_1607935738481_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,bca8dc64-5245-41a6-b4f7-535a3afd5ed0,t244_20201214-135750_18
t144_1607935742305_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,6093978d-59ac-47db-a294-2dbc3d5ce786,t244_20201214-135750_20
t144_1607935751027_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,f8473f5f-ff47-4f13-952d-a4c36d8f3eb3,t244_20201214-135750_19
t144_1607935759472_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,942ff7ce-2fc3-4a9e-99a0-7c741e709c99,t244_20201214-135750_18
t144_1607935763811_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,0fe82e09-558a-4e2f-93fb-d6a0d294c9d6,t244_20201214-135750_20
t144_1607935771706_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,08dfebb4-91a8-4f42-99ca-ee88bf05ae6a,t244_20201214-135750_19
t144_1607935782444_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,4bf745ad-9516-4a93-a3ec-4d82c3455b36,t244_20201214-135750_18
t144_1607935784720_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,dd3ba47f-6b37-49e4-a449-4f66184bb5af,t244_20201214-135750_20
t144_1607935793802_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,02da072b-df4f-41ee-85f7-90aa31ebb382,t244_20201214-135750_19
t144_1607935807287_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,45dc4972-836f-4215-a9bc-189c910d6c89,t244_20201214-135750_20
t144_1607935805550_18,8kM6-UjYa,2062e07e-3de8-11eb-a47c-0242ac110003,f211471f-ad3f-446a-87c2-e7265d21342a,t244_20201214-135750_18
t144_1607935818589_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,71eb3b03-cd60-4a58-b2b7-8e9df723c7ec,t244_20201214-135750_19
t144_1607935832221_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,03a2fe32-c8de-4920-a137-4a8ca9e0f104,t244_20201214-135750_20
t144_1607935841878_19,eLT6-y6ZL,3c138075-3de8-11eb-90a7-0242ac110003,1978a6bf-d0d0-4424-a17e-319e0bbac35e,t244_20201214-135750_19
t144_1607935856966_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,bafb6dfc-c3ad-4606-8d1d-f3ca81dd8819,t244_20201214-135750_20
t144_1607935882578_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,a45757a5-db48-43cc-b802-178eec0bf6c0,t244_20201214-135750_20
t144_1607935905317_20,QtV2-7Ne4,5d9cdbff-3de8-11eb-a47c-0242ac110003,a667e0d1-7ad7-414d-bb62-b2c60609668f,t244_20201214-135750_20
t144_1607932232672_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,df73f86b-bd87-4c5f-9ad5-4a942eb73866,t244_20201214-131956_1
t144_1607932254618_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,fcdd6902-9fa9-485e-b279-8240e7272d8b,t244_20201214-131956_1
t144_1607932277088_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,df957b99-b9e3-47da-8ad6-8b86f70602f9,t244_20201214-131956_1
t144_1607932283537_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,032d8ba3-2aa0-470f-a272-923ce4e8dd1a,t244_20201214-131956_2
t144_1607932299552_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,f56a1eec-60ec-4d50-a65a-5290e431e9fd,t244_20201214-131956_1
t144_1607932307009_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,c78d41c9-c65f-4bcf-827a-4c21133f613a,t244_20201214-131956_2
t144_1607932322792_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,b6393b20-c6ef-49e1-b17b-1a4ef04785a7,t244_20201214-131956_1
t144_1607932327687_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,f3cf3b76-be36-417a-8a83-1e6ae7c14385,t244_20201214-131956_2
t144_1607932337705_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,58156934-9283-48a8-b719-e5c229139ee6,t244_20201214-131956_3
t144_1607932345427_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,24173ad0-e701-4f9a-9096-01571011e9ae,t244_20201214-131956_1
t144_1607932352763_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,aca808a2-4010-4b61-8e97-a467920a537c,t244_20201214-131956_2
t144_1607932361608_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,af50deb5-ebf3-4e02-9787-54280d7387be,t244_20201214-131956_3
t144_1607932367630_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,c1481f97-1a2a-4ef5-9803-70c7cf2b0732,t244_20201214-131956_1
t144_1607932375970_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,6bb04383-f69d-40d7-88b3-a9afd0b62d92,t244_20201214-131956_2
t144_1607932384277_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,53777edf-8929-46c1-a97c-df53244f8a14,t244_20201214-131956_3
t144_1607932393467_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,126deab6-8bca-4c4c-905b-8820387675a9,t244_20201214-131956_4
t144_1607932393130_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,fbd146f9-b6d5-4b7a-b5bd-1969c880417a,t244_20201214-131956_1
t144_1607932398714_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,cc055f8d-41ac-48cf-8e3b-ae4064a1927a,t244_20201214-131956_2
t144_1607932407735_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,b32f48b9-2b1a-451a-a04d-2d30ad8cfbe8,t244_20201214-131956_3
t144_1607932414615_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,9477fde7-7dba-48af-86b5-2f92481d003a,t244_20201214-131956_1
t144_1607932414508_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,f9a49ace-e75f-4121-abe3-622bbbfd82f3,t244_20201214-131956_4
t144_1607932418324_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,0a744e76-974b-483c-8e4f-624338ed2b43,t244_20201214-131956_2
t144_1607932428029_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,fe1afd8d-cce0-4514-943c-fd0986e728d5,t244_20201214-131956_3
t144_1607932434759_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,67b2285c-6e1b-4e5e-b441-d663a5acf58b,t244_20201214-131956_5
t144_1607932437501_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,83b094b7-ade5-4661-8e1c-d01e7db04269,t244_20201214-131956_1
t144_1607932441432_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,23731c45-a996-470b-b005-887d7ecc890f,t244_20201214-131956_4
t144_1607932444352_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,a22e5046-1254-40ec-9682-069bb0713c76,t244_20201214-131956_2
t144_1607932451865_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,2f15f98e-8580-4637-8717-3a3f18814042,t244_20201214-131956_3
t144_1607932460733_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,12cf3f6e-cf41-4c88-bb3f-bf983828544d,t244_20201214-131956_5
t144_1607932461882_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,5d9b14ce-ded3-41e0-9797-ece163707676,t244_20201214-131956_4
t144_1607932461720_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,f290de1f-8193-4ff0-bdc2-e7b9f8f61c56,t244_20201214-131956_1
t144_1607932465776_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,1054f108-5e9e-4257-a076-6a85c8c165f2,t244_20201214-131956_2
t144_1607932475433_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,0b209294-f063-4d20-ad1e-7aa0b360c18c,t244_20201214-131956_3
t144_1607932481197_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,5277037d-0d78-469e-90b7-91f3fdc0128b,t244_20201214-131956_5
t144_1607932482123_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,93815419-90b4-434f-ae0b-0ed7834cc873,t244_20201214-131956_6
t144_1607932483004_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,a058ee1d-e07b-439f-865a-2f5f1283006a,t244_20201214-131956_4
t144_1607932483188_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,eccb869a-2212-4492-a367-fc02737ea2a0,t244_20201214-131956_1
t144_1607932487896_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,47fd496f-ebd9-4839-b662-e83b2a66a229,t244_20201214-131956_2
t144_1607932499387_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,e372bdf2-3e9c-49df-8a55-1863628eaffa,t244_20201214-131956_3
t144_1607932504644_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,d8faba98-8a49-4939-b27c-0f106009df55,t244_20201214-131956_6
t144_1607932505050_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,143b4dcb-81b9-4a5b-ab17-5123bfaf73eb,t244_20201214-131956_4
t144_1607932503669_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,25dcd087-96a0-4fca-8628-0aecf52a266b,t244_20201214-131956_5
t144_1607932505642_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,ee926c71-3820-4bdf-92ca-6693b973677b,t244_20201214-131956_1
t144_1607932509266_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,769ad775-a3d1-474d-a508-274ad59b9876,t244_20201214-131956_2
t144_1607932526888_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,1d472089-a382-4c2e-864b-dc73896407e3,t244_20201214-131956_1
t144_1607932523196_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,a8a47576-55f7-42ec-8ead-351ece4cb9f8,t244_20201214-131956_3
t144_1607932525742_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,b826d2b6-58d7-4364-99dc-7a63fe2ca706,t244_20201214-131956_4
t144_1607932524054_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,e47722ed-a8b3-409e-99da-302e638f40e4,t244_20201214-131956_6
t144_1607932526475_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,3d6d1344-739f-4597-b465-9fc5bd713091,t244_20201214-131956_5
t144_1607932534635_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,9206dfb8-14c2-4f28-bece-4a2c0d6d3dd0,t244_20201214-131956_2
t144_1607932536831_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,6d97d8b8-6655-49bd-a479-89a2f7343811,t244_20201214-131956_7
t144_1607932546350_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,bdb4d971-2000-4b34-a51d-23fc7bb1e748,t244_20201214-131956_3
t144_1607932545590_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,f3d9d64d-2816-472a-80f6-2470a4d4728c,t244_20201214-131956_1
t144_1607932546642_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,8269b0d5-eaf4-4475-aa20-de25eb579d2b,t244_20201214-131956_4
t144_1607932550728_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,3c23e688-60af-4f83-8bf5-3d16453aa482,t244_20201214-131956_5
t144_1607932554994_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,239f5272-42f7-45b5-ae4d-81a86e78c066,t244_20201214-131956_2
t144_1607932550019_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,a5c89444-68af-47f9-957e-5326a38f663e,t244_20201214-131956_6
t144_1607932557936_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,eabcc5e6-bf8b-4c77-9850-c67f52076ba4,t244_20201214-131956_7
t144_1607932570585_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,9752f088-ed5f-4de4-9d76-2dbf948243ed,t244_20201214-131956_1
t144_1607932573346_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,23f6f915-e05c-4509-8444-4d4b807dc399,t244_20201214-131956_5
t144_1607932571588_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,00d704a1-3a5f-47d6-acb3-a959aed164f2,t244_20201214-131956_4
t144_1607932569421_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,6032b429-128e-48ec-8f1a-89419ec576ea,t244_20201214-131956_3
t144_1607932577169_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,1c3019af-ccd4-4c6b-b76e-9d8578cc76e4,t244_20201214-131956_6
t144_1607932576960_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,7da1dba6-f2bd-4973-891f-ae8f0ff6c2e1,t244_20201214-131956_2
t144_1607932581994_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,80b83ef5-de2b-42de-acb1-5795b36b359f,t244_20201214-131956_7
t144_1607932586950_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,a420ba21-4d39-4b99-bd37-dbac9e177aa5,t244_20201214-131956_8
t144_1607932590417_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,67be74ef-5b4a-4cc3-807d-b06b07a3eb70,t244_20201214-131956_1
t144_1607932596869_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,d6238ff0-d3a3-4188-b35e-0522e10c6bb4,t244_20201214-131956_6
t144_1607932596839_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,9f578808-07e2-4218-b621-c5682f5dfb7d,t244_20201214-131956_3
t144_1607932595345_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,58a70be5-51b1-4457-ab2f-0ade0870ea7f,t244_20201214-131956_5
t144_1607932596326_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,961197d0-a53f-49ba-af05-576260418e92,t244_20201214-131956_4
t144_1607932602015_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,026643da-4239-4fa0-b736-2dffb760a30f,t244_20201214-131956_2
t144_1607932606781_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,c598832e-6131-4d5e-9f17-be66519719be,t244_20201214-131956_7
t144_1607932613260_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,a2f729fa-722e-4ea0-a347-94cbcb41baca,t244_20201214-131956_1
t144_1607932612433_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,87918069-2c18-4fc2-86a4-a9f0d42429e5,t244_20201214-131956_8
t144_1607932619728_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,927eebe0-01af-45a4-8e3e-8f94b675cdae,t244_20201214-131956_3
t144_1607932619123_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,b4085d81-908e-467b-b3de-305d0844d6c6,t244_20201214-131956_6
t144_1607932623819_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,04275a25-cbc7-43a4-a2f4-0525bdc46b1a,t244_20201214-131956_4
t144_1607932621279_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,27fa7bdc-4a7b-4f08-8e9c-5a1b41cfe21e,t244_20201214-131956_5
t144_1607932624571_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,aa9c76c4-c4bc-4fc3-b36f-879be1b9d75b,t244_20201214-131956_2
t144_1607932628400_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,a30ad009-5152-4d69-a95a-3fa6f9a50de8,t244_20201214-131956_7
t144_1607932630951_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,1679d832-a24d-4df2-8600-6743ad5c775a,t244_20201214-131956_1
t144_1607932632058_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,972d4de3-c179-4849-9bcc-307eeeb65c91,t244_20201214-131956_9
t144_1607932638329_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,8fc3a295-a270-4239-806c-40aec52e9374,t244_20201214-131956_8
t144_1607932643404_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,06034606-1171-45e0-84e1-19ac460ca89a,t244_20201214-131956_6
t144_1607932642201_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,f123a8e4-9e16-4906-9f15-0a5fffe11157,t244_20201214-131956_3
t144_1607932650123_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,c51acfc1-3ce6-434a-8ffb-b45a7b696b27,t244_20201214-131956_7
t144_1607932647309_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,7fdd2679-ee5c-4377-b688-f36dfd767a6d,t244_20201214-131956_4
