teacherextuserid,classtitle,classcode,category,pe_category,pe_end_index2,category_type
tch_H4_20240131-152310_97,context_class_H4_20240131-152310_97,C9z6-RB4w,H4,h4pe,10,H
tch_L8_20240314-221325_155,class_L8_20240314-221325_155,GLfW-MtKD,L8,l8pe,4,L
tch_L7_20240131-152310_41,context_class_L7_20240131-152310_41,9fh2-EF72,L7,l7pe,4,L
tch_L1_20241121-125401_18,class_L1_20241121-125401_18,3k2r-W3aN,L1,l1pe,4,L
tch_L1_20240201-175551_14,class_L1_20240201-175551_14,v6ua-Abs3,L1,l1pe,4,L
tch_L7_20240205-134617_36,class_L7_20240205-134617_36,EMrA-6QsA,L7,l7pe,4,L
tch_M5_20240123-113943_50,class_M5_20240123-113943_50,RXTD-MVnH,M5,m5pe,4,M
tch_L7_20240205-130713_38,class_L7_20240205-130713_38,ioiW-f8i4,L7,l7pe,4,L
tch_H1_20240314-195444_85,class_H1_20240314-195444_85,yd49-vPGr,H1,h1pe,7,H
tch_H3_20240131-152310_96,context_class_H3_20240131-152310_96,X9p8-b62x,H3,h3pe,9,H
tch_L2_20241120-163000_31,class_L2_20241120-163000_31,CXwa-Zfg6,L2,l2pe,6,L
tch_M3_20240109-104910_61,class_M3_20240109-104910_61,uo6C-UJ2V,M3,m3pe,5,M
tch_L7_20241120-110934_44,class_L7_20241120-110934_44,U8k4-A6Z4,L7,l7pe,4,L
tch_L2_20241120-132131_29,class_L2_20241120-132131_29,GhQv-ath4,L2,l2pe,6,L
tch_L7_20240205-130713_39,class_L7_20240205-130713_39,ouCx-N6Pd,L7,l7pe,4,L
tch_M3_20240314-195444_75,class_M3_20240314-195444_75,F3i4-9tAK,M3,m3pe,5,M
tch_L7_20241120-100846_46,class_L7_20241120-100846_46,z4K7-6iC6,L7,l7pe,4,L
tch_L7_20240119-103128_25,class_L7_20240119-103128_25,Wz3E-pig2,L7,l7pe,4,L
tch_L7_20241120-132131_47,class_L7_20241120-132131_47,L6yK-uegR,L7,l7pe,4,L
tch_L7_20240131-163525_36,context_class_L7_20240131-163525_36,yc3c-vi6r,L7,l7pe,4,L
tch_M5_20240131-163525_84,context_class_M5_20240131-163525_84,3Twt-Ca8X,M5,m5pe,4,M
tch_M3_20240130-171855_74,class_M3_20240130-171855_74,46u7-C6NB,M3,m3pe,5,M
tch_H1_20240314-195444_187,class_H1_20240314-195444_187,Lz87-FXi6,H1,h1pe,7,H
tch_L2_20240131-155927_19,context_class_L2_20240131-155927_19,7f9C-Q347,L2,l2pe,6,L
tch_H3_20240204-200815_95,class_H3_20240204-200815_95,6nKU-k7AB,H3,h3pe,9,H
tch_L9_20240314-195444_168,class_L9_20240314-195444_168,m7N3-97Rt,L9,l9pe,4,L
tch_L1_20240314-180451_10,class_L1_20240314-180451_10,ZCF8-G6xU,L1,l1pe,4,L
tch_L7_20240205-134617_40,class_L7_20240205-134617_40,mFJH-4x84,L7,l7pe,4,L
tch_L1_20240204-200815_1,class_L1_20240204-200815_1,wYM6-7tXn,L1,l1pe,4,L
tch_L7_20241120-110934_57,context_class_L7_20241120-110934_57,3JRf-s6T7,L7,l7pe,4,L
tch_L9_20240205-195628_59,class_L9_20240205-195628_59,F2ZA-T4B2,L9,l9pe,4,L
tch_L7_20240314-221325_45,class_L7_20240314-221325_45,Ac8k-v7vR,L7,l7pe,4,L
tch_L7_20240131-152310_37,context_class_L7_20240131-152310_37,MiE3-gwJj,L7,l7pe,4,L
tch_M1_20241120-110934_78,class_M1_20241120-110934_78,8vgB-e9uK,M1,m1pe,11,M
tch_L2_20240105-151148_11,class_L2_20240105-151148_11,UVz3-vARV,L2,l2pe,6,L
tch_L7_20241120-163000_53,class_L7_20241120-163000_53,oLo3-Twhn,L7,l7pe,4,L
tch_H2_20240205-130713_91,class_H2_20240205-130713_91,T6gW-9736,H2,h2pe,17,H
tch_L8_20241120-110934_60,class_L8_20241120-110934_60,Y3iq-s42M,L8,l8pe,4,L
tch_L8_20240201-175551_58,class_L8_20240201-175551_58,42Rg-6F3D,L8,l8pe,4,L
tch_H2_20240205-195628_91,class_H2_20240205-195628_91,VHya-9yKY,H2,h2pe,17,H
tch_L8_20240120-145701_63,class_L8_20240120-145701_63,TrfY-QWqw,L8,l8pe,4,L
tch_M4_20240205-134617_79,class_M4_20240205-134617_79,3yiD-634d,M4,m4pe,13,M
tch_L7_20240314-221325_141,class_L7_20240314-221325_141,sQoa-Gysr,L7,l7pe,4,L
tch_L1_20240131-155927_9,context_class_L1_20240131-155927_9,K7fn-LYc4,L1,l1pe,4,L
tch_L1_20240131-163525_14,context_class_L1_20240131-163525_14,qFrn-cq8H,L1,l1pe,4,L
tch_L8_20240314-221325_51,class_L8_20240314-221325_51,6XpR-xtNs,L8,l8pe,4,L
tch_L1_20241120-163000_20,class_L1_20241120-163000_20,mi2F-Uci4,L1,l1pe,4,L
tch_L3_20240205-195628_29,class_L3_20240205-195628_29,2F4h-EitU,L3,l3pe,10,L
tch_L7_20240204-184707_35,class_L7_20240204-184707_35,N9Hb-3prX,L7,l7pe,4,L
tch_L2_20240131-163525_16,context_class_L2_20240131-163525_16,UHZ7-hxbN,L2,l2pe,6,L
tch_L2_20240314-195444_116,class_L2_20240314-195444_116,p98P-bzF9,L2,l2pe,6,L
tch_L7_20240119-103128_65,class_L7_20240119-103128_65,87kh-73Vt,L7,l7pe,4,L
tch_L9_20240117-195400_73,class_L9_20240117-195400_73,n649-6Mp3,L9,l9pe,4,L
tch_L1_20241120-132131_15,class_L1_20241120-132131_15,29HJ-UDaG,L1,l1pe,4,L
tch_L1_20241121-125401_19,class_L1_20241121-125401_19,B7T9-8m42,L1,l1pe,4,L
tch_L8_20240314-221325_58,class_L8_20240314-221325_58,7m6f-7M7N,L8,l8pe,4,L
tch_M4_20240129-153345_80,class_M4_20240129-153345_80,2FMa-ruc7,M4,m4pe,13,M
tch_L1_20240314-180451_13,class_L1_20240314-180451_13,cRke-HUD7,L1,l1pe,4,L
tch_L8_20240131-155927_54,context_class_L8_20240131-155927_54,6P4F-62La,L8,l8pe,4,L
tch_L7_20240205-123118_47,class_L7_20240205-123118_47,8FnP-r62Z,L7,l7pe,4,L
tch_L2_20240131-163525_28,context_class_L2_20240131-163525_28,ZCVQ-cXYm,L2,l2pe,6,L
tch_L7_20240314-195444_143,class_L7_20240314-195444_143,7BT3-p32w,L7,l7pe,4,L
tch_L9_20240314-180451_61,class_L9_20240314-180451_61,9Jsp-T4XT,L9,l9pe,4,L
tch_L1_20240204-184707_11,class_L1_20240204-184707_11,6F4G-67hm,L1,l1pe,4,L
tch_L3_20240131-163525_30,context_class_L3_20240131-163525_30,Km87-y6mA,L3,l3pe,10,L
tch_L8_20240130-171855_52,class_L8_20240130-171855_52,NhXY-EJd3,L8,l8pe,4,L
tch_M3_20241120-163000_88,class_M3_20241120-163000_88,xEdR-82iE,M3,m3pe,5,M
tch_L1_20240205-130713_8,class_L1_20240205-130713_8,KJ6P-27Kw,L1,l1pe,4,L
tch_L8_20240201-175551_50,class_L8_20240201-175551_50,zkt7-Xj47,L8,l8pe,4,L
tch_L8_20240205-123118_54,class_L8_20240205-123118_54,BHda-rbfy,L8,l8pe,4,L
tch_M3_20240130-090904_76,class_M3_20240130-090904_76,ZAjD-U872,M3,m3pe,5,M
tch_L9_20240201-175551_66,class_L9_20240201-175551_66,w2PD-R2uK,L9,l9pe,4,L
tch_L7_20240314-221325_35,class_L7_20240314-221325_35,Xxs2-46oz,L7,l7pe,4,L
tch_M3_20240205-134617_74,class_M3_20240205-134617_74,JLzU-A9nL,M3,m3pe,5,M
tch_M5_20240131-163525_82,context_class_M5_20240131-163525_82,8Q6E-T3En,M5,m5pe,4,M
tch_L7_20240119-103128_52,class_L7_20240119-103128_52,efeo-mxFf,L7,l7pe,4,L
tch_H3_20240130-171855_92,class_H3_20240130-171855_92,eMYN-pE46,H3,h3pe,9,H
tch_H1_20240314-195444_185,class_H1_20240314-195444_185,u9e2-Ddoh,H1,h1pe,7,H
tch_M3_20240314-221325_77,class_M3_20240314-221325_77,cnG4-tkJM,M3,m3pe,5,M
tch_M4_20241120-100846_91,class_M4_20241120-100846_91,dFV3-GAbE,M4,m4pe,13,M
tch_L7_20240314-195444_45,class_L7_20240314-195444_45,dRgq-yzBs,L7,l7pe,4,L
tch_L8_20240130-171855_54,class_L8_20240130-171855_54,V9P9-Em3k,L8,l8pe,4,L
tch_L1_20241121-105844_10,class_L1_20241121-105844_10,kYwD-8h3F,L1,l1pe,4,L
tch_L7_20240119-103128_69,class_L7_20240119-103128_69,jqm8-tn78,L7,l7pe,4,L
tch_L2_20240314-195444_117,class_L2_20240314-195444_117,Wj4x-7TgY,L2,l2pe,6,L
tch_M2_20240205-123118_72,class_M2_20240205-123118_72,xrWg-2B7U,M2,m2pe,11,M
tch_L7_20241120-100846_54,class_L7_20241120-100846_54,o7P2-gsfb,L7,l7pe,4,L
tch_M5_20240130-090904_82,class_M5_20240130-090904_82,6bw2-n89v,M5,m5pe,4,M
tch_L1_20240131-152310_9,context_class_L1_20240131-152310_9,3v3u-VTRH,L1,l1pe,4,L
tch_L2_20241120-132131_28,class_L2_20241120-132131_28,o2AJ-4YrM,L2,l2pe,6,L
tch_L3_20240201-175551_29,class_L3_20240201-175551_29,N387-WrD7,L3,l3pe,10,L
tch_L9_20240117-195400_53,class_L9_20240117-195400_53,eT3C-QUkr,L9,l9pe,4,L
tch_M5_20240123-113943_49,class_M5_20240123-113943_49,HX6R-f9MH,M5,m5pe,4,M
tch_L2_20240204-200815_25,class_L2_20240204-200815_25,g639-2x8o,L2,l2pe,6,L
tch_L1_20241120-163000_16,class_L1_20241120-163000_16,kVGY-8car,L1,l1pe,4,L
tch_M1_20240205-123118_69,class_M1_20240205-123118_69,EPRz-8EoQ,M1,m1pe,11,M
tch_L7_20241120-100846_44,class_L7_20241120-100846_44,sk8k-2gaL,L7,l7pe,4,L
tch_L7_20240130-171855_42,class_L7_20240130-171855_42,3m9T-KrxC,L7,l7pe,4,L
tch_L2_20241120-163000_23,class_L2_20241120-163000_23,3qN4-6xW2,L2,l2pe,6,L
tch_L3_20240205-130713_29,class_L3_20240205-130713_29,Pq7p-Vy9b,L3,l3pe,10,L
tch_L7_20240204-200815_43,class_L7_20240204-200815_43,cpT7-n3du,L7,l7pe,4,L
tch_L8_20240314-221325_157,class_L8_20240314-221325_157,96b4-iuT9,L8,l8pe,4,L
tch_L1_20240314-180451_3,class_L1_20240314-180451_3,YBX6-43GK,L1,l1pe,4,L
tch_L3_20240131-155927_29,context_class_L3_20240131-155927_29,9GYF-ETAn,L3,l3pe,10,L
tch_L7_20240314-221325_148,class_L7_20240314-221325_148,WbWM-dm9J,L7,l7pe,4,L
tch_H2_20240130-090904_90,class_H2_20240130-090904_90,ct6k-VvMY,H2,h2pe,17,H
tch_M3_20240131-163525_77,context_class_M3_20240131-163525_77,2bG7-VmZ3,M3,m3pe,5,M
tch_M3_20240105-173130_65,class_M3_20240105-173130_65,t3oA-kJR4,M3,m3pe,5,M
tch_H7_20241120-110934_2,ltiClass_class_H7_20241120-110934_2,92iN-jK9H,H7,h7pe,4,H
tch_L8_20240205-134617_57,class_L8_20240205-134617_57,zchr-yc23,L8,l8pe,4,L
tch_M3_20240129-153345_78,class_M3_20240129-153345_78,r8Uq-ULey,M3,m3pe,5,M
tch_L2_20240314-195444_123,class_L2_20240314-195444_123,DwKc-b8gV,L2,l2pe,6,L
tch_L2_20240131-163525_22,context_class_L2_20240131-163525_22,MFUy-T3X9,L2,l2pe,6,L
tch_H1_20240130-090904_85,class_H1_20240130-090904_85,8r9J-bpC7,H1,h1pe,7,H
tch_M5_20240131-152310_81,context_class_M5_20240131-152310_81,9yH2-s3or,M5,m5pe,4,M
tch_L1_20240201-175551_8,class_L1_20240201-175551_8,VPKX-fLAR,L1,l1pe,4,L
tch_M5_20241120-132131_99,class_M5_20241120-132131_99,xWa9-NZf2,M5,m5pe,4,M
tch_L1_20240204-200815_6,class_L1_20240204-200815_6,3Wfi-Yk2j,L1,l1pe,4,L
tch_L9_20241120-163000_75,class_L9_20241120-163000_75,2Hie-yXk9,L9,l9pe,4,L
tch_L7_20240119-103128_84,class_L7_20240119-103128_84,H8Rp-9v38,L7,l7pe,4,L
tch_L1_20241120-163000_10,class_L1_20241120-163000_10,vcbr-VCuZ,L1,l1pe,4,L
tch_M5_20240131-152310_83,context_class_M5_20240131-152310_83,b4x9-bVf2,M5,m5pe,4,M
tch_L8_20240131-155927_52,context_class_L8_20240131-155927_52,6Qhn-g7sn,L8,l8pe,4,L
tch_M5_20240130-171855_84,class_M5_20240130-171855_84,nJ4R-734i,M5,m5pe,4,M
tch_M1_20240131-155927_69,context_class_M1_20240131-155927_69,ZV82-y36G,M1,m1pe,11,M
tch_L2_20240314-180451_27,class_L2_20240314-180451_27,fUPy-7wPy,L2,l2pe,6,L
tch_L9_20240131-152310_65,context_class_L9_20240131-152310_65,Z49x-7j7D,L9,l9pe,4,L
tch_L1_20240205-195628_13,class_L1_20240205-195628_13,2tb9-RDfh,L1,l1pe,4,L
tch_L3_20240314-221325_131,class_L3_20240314-221325_131,ZTAQ-ABYR,L3,l3pe,10,L
tch_L8_20240204-184707_58,class_L8_20240204-184707_58,T36G-cWQJ,L8,l8pe,4,L
tch_L1_20240204-200815_11,class_L1_20240204-200815_11,AQT3-uqMA,L1,l1pe,4,L
tch_M5_20240131-152310_84,context_class_M5_20240131-152310_84,wAQZ-D9rw,M5,m5pe,4,M
tch_L2_20240314-221325_18,class_L2_20240314-221325_18,seZJ-gtsJ,L2,l2pe,6,L
tch_L8_20240204-200815_58,class_L8_20240204-200815_58,g79f-iVX6,L8,l8pe,4,L
tch_L2_20240131-152310_20,context_class_L2_20240131-152310_20,ygqt-Jcx9,L2,l2pe,6,L
tch_L7_20240119-113354_5,class_L7_20240119-113354_5,Rh27-RPix,L7,l7pe,4,L
tch_L8_20240130-171855_53,class_L8_20240130-171855_53,qc9M-w6ZH,L8,l8pe,4,L
tch_L7_20240205-195628_41,class_L7_20240205-195628_41,MgtH-qHC3,L7,l7pe,4,L
tch_H2_20240129-153345_91,class_H2_20240129-153345_91,cwK3-mi9h,H2,h2pe,17,H
tch_M4_20240104-161036_68,class_M4_20240104-161036_68,f2y4-bBRV,M4,m4pe,13,M
tch_L3_20240205-195628_30,class_L3_20240205-195628_30,w3dq-X83A,L3,l3pe,10,L
tch_L1_20240204-184707_9,class_L1_20240204-184707_9,9o9s-4P37,L1,l1pe,4,L
tch_M3_20240123-135053_29,class_M3_20240123-135053_29,9bsY-8bAo,M3,m3pe,5,M
tch_L1_20240131-152310_7,context_class_L1_20240131-152310_7,jr4u-2rM8,L1,l1pe,4,L
tch_M2_20240205-123118_71,class_M2_20240205-123118_71,j789-QYn6,M2,m2pe,11,M
tch_L7_20240314-221325_134,class_L7_20240314-221325_134,7h39-896A,L7,l7pe,4,L
tch_L7_20240201-175551_39,class_L7_20240201-175551_39,7xEi-W7qk,L7,l7pe,4,L
tch_L2_20241120-110934_35,class_L2_20241120-110934_35,HMN4-8Rhq,L2,l2pe,6,L
tch_M2_20240205-134617_73,class_M2_20240205-134617_73,JA7Z-WnU4,M2,m2pe,11,M
tch_L3_20240204-200815_32,class_L3_20240204-200815_32,69nr-y9JB,L3,l3pe,10,L
tch_L7_20240119-113354_41,class_L7_20240119-113354_41,2E8A-PoRj,L7,l7pe,4,L
tch_M3_20241121-105844_90,context_class_M3_20241121-105844_90,29Wp-Kg8g,M3,m3pe,5,M
tch_L7_20241120-132131_51,class_L7_20241120-132131_51,2W4Y-9iFs,L7,l7pe,4,L
tch_L8_20240201-175551_56,class_L8_20240201-175551_56,WfsA-WBZ9,L8,l8pe,4,L
tch_L2_20240204-184707_19,class_L2_20240204-184707_19,N6Tj-G3m6,L2,l2pe,6,L
tch_M5_20240129-153345_82,class_M5_20240129-153345_82,kbuN-W2bz,M5,m5pe,4,M
tch_L9_20240204-184707_61,class_L9_20240204-184707_61,Z929-aZJK,L9,l9pe,4,L
tch_H4_20240314-221325_197,class_H4_20240314-221325_197,R7Eq-vBVz,H4,h4pe,10,H
tch_M3_20241121-105844_86,class_M3_20241121-105844_86,f8Wt-JR3f,M3,m3pe,5,M
tch_L8_20241121-105844_62,class_L8_20241121-105844_62,nmap-9ghd,L8,l8pe,4,L
tch_L1_20240131-155927_14,context_class_L1_20240131-155927_14,XELh-EZ79,L1,l1pe,4,L
tch_L9_20240314-195444_66,class_L9_20240314-195444_66,Bxdx-A37b,L9,l9pe,4,L
tch_L9_20240117-195400_11,class_L9_20240117-195400_11,QH47-R6G4,L9,l9pe,4,L
tch_H2_20240102-192514_76,class_H2_20240102-192514_76,p2Gp-2PVa,H2,h2pe,17,H
tch_L2_20240205-123118_28,class_L2_20240205-123118_28,fGf4-9DH3,L2,l2pe,6,L
tch_L9_20240129-153345_61,class_L9_20240129-153345_61,Nc8b-h648,L9,l9pe,4,L
tch_L9_20240205-130713_67,class_L9_20240205-130713_67,FUX9-pZDh,L9,l9pe,4,L
tch_L7_20240314-221325_48,class_L7_20240314-221325_48,xz4D-WdZ2,L7,l7pe,4,L
tch_L7_20240119-103128_90,class_L7_20240119-103128_90,6p2h-smet,L7,l7pe,4,L
tch_L7_20241120-163000_52,class_L7_20241120-163000_52,fon8-gB9s,L7,l7pe,4,L
tch_L1_20240205-134617_6,class_L1_20240205-134617_6,VyFq-9jL6,L1,l1pe,4,L
tch_L9_20240131-163525_66,context_class_L9_20240131-163525_66,98fm-XdYM,L9,l9pe,4,L
tch_L1_20240205-195628_10,class_L1_20240205-195628_10,Zg2C-Y3Ej,L1,l1pe,4,L
tch_H4_20240204-184707_97,class_H4_20240204-184707_97,928M-6UYd,H4,h4pe,10,H
tch_L8_20240205-195628_49,class_L8_20240205-195628_49,jL9n-yHNj,L8,l8pe,4,L
tch_M3_20240205-195628_75,class_M3_20240205-195628_75,94h9-jfxh,M3,m3pe,5,M
tch_M5_20240314-221325_181,class_M5_20240314-221325_181,2tW3-rmMY,M5,m5pe,4,M
tch_L1_20240204-184707_1,class_L1_20240204-184707_1,pJF8-fuhf,L1,l1pe,4,L
tch_L2_20240314-221325_125,class_L2_20240314-221325_125,9zrs-4VRm,L2,l2pe,6,L
tch_M3_20241120-110934_85,class_M3_20241120-110934_85,3q27-27V3,M3,m3pe,5,M
tch_H3_20241120-163000_6,class_H3_20241120-163000_6,2BAM-E4Q9,H3,h3pe,9,H
tch_L1_20240201-175551_12,class_L1_20240201-175551_12,N2wV-Fw7t,L1,l1pe,4,L
tch_L2_20241121-105844_36,class_L2_20241121-105844_36,2yTs-tbJX,L2,l2pe,6,L
tch_L8_20241120-132131_67,context_class_L8_20241120-132131_67,qkFK-E96c,L8,l8pe,4,L
tch_L9_20241120-132131_76,class_L9_20241120-132131_76,zpb4-VyFB,L9,l9pe,4,L
tch_L8_20241120-100846_61,class_L8_20241120-100846_61,bMxu-HAik,L8,l8pe,4,L
tch_L8_20240314-180451_49,class_L8_20240314-180451_49,fr27-2QTY,L8,l8pe,4,L
tch_L7_20240204-184707_39,class_L7_20240204-184707_39,r7Qe-opeE,L7,l7pe,4,L
tch_L9_20240205-195628_68,class_L9_20240205-195628_68,p8TA-f79e,L9,l9pe,4,L
tch_L9_20241120-163000_69,class_L9_20241120-163000_69,6tEC-jxTh,L9,l9pe,4,L
tch_L9_20241120-110934_74,class_L9_20241120-110934_74,pDj4-N946,L9,l9pe,4,L
tch_L2_20240314-195444_18,class_L2_20240314-195444_18,F29e-FWvQ,L2,l2pe,6,L
tch_L7_20240314-195444_147,class_L7_20240314-195444_147,aVvc-8iVm,L7,l7pe,4,L
tch_L9_20240117-181958_93,class_L9_20240117-181958_93,dM3j-y7dy,L9,l9pe,4,L
tch_L3_20240103-170558_22,class_L3_20240103-170558_22,WAB6-8472,L3,l3pe,10,L
tch_L7_20240131-155927_42,context_class_L7_20240131-155927_42,UEC7-rjmb,L7,l7pe,4,L
tch_L7_20240314-195444_36,class_L7_20240314-195444_36,28bn-F48B,L7,l7pe,4,L
tch_M3_20240130-171855_78,class_M3_20240130-171855_78,2B4M-r7dh,M3,m3pe,5,M
tch_M3_20241120-110934_90,context_class_M3_20241120-110934_90,8wUd-R2Li,M3,m3pe,5,M
tch_L8_20241120-100846_59,class_L8_20241120-100846_59,HCKG-PbXp,L8,l8pe,4,L
tch_L7_20240119-103128_48,class_L7_20240119-103128_48,iuZb-E7Zn,L7,l7pe,4,L
tch_L8_20240314-195444_52,class_L8_20240314-195444_52,dixM-4nZY,L8,l8pe,4,L
tch_L8_20241120-110934_66,class_L8_20241120-110934_66,gG84-qCsB,L8,l8pe,4,L
tch_L1_20240205-195628_15,class_L1_20240205-195628_15,k2dG-n6qa,L1,l1pe,4,L
tch_L2_20240205-195628_16,class_L2_20240205-195628_16,8dWY-8gnZ,L2,l2pe,6,L
tch_L7_20240205-195628_34,class_L7_20240205-195628_34,Xng9-M8h2,L7,l7pe,4,L
tch_L9_20240117-195400_3,class_L9_20240117-195400_3,9vb7-s8n6,L9,l9pe,4,L
tch_L7_20240131-152310_45,context_class_L7_20240131-152310_45,bshU-3Y2V,L7,l7pe,4,L
tch_M5_20240205-123118_84,class_M5_20240205-123118_84,q92X-Fc46,M5,m5pe,4,M
tch_L9_20240130-171855_66,class_L9_20240130-171855_66,h48m-oiFJ,L9,l9pe,4,L
tch_M5_20240314-221325_183,class_M5_20240314-221325_183,QyNY-24ui,M5,m5pe,4,M
tch_M5_20240205-130713_82,class_M5_20240205-130713_82,e23p-tn4a,M5,m5pe,4,M
tch_L9_20240314-195444_59,class_L9_20240314-195444_59,Kf4j-eB7D,L9,l9pe,4,L
tch_H4_20240314-195444_197,class_H4_20240314-195444_197,6VLD-bJLr,H4,h4pe,10,H
tch_L8_20240120-145701_46,class_L8_20240120-145701_46,x32t-zoKi,L8,l8pe,4,L
tch_M3_20240205-134617_75,class_M3_20240205-134617_75,9dk3-e7VY,M3,m3pe,5,M
tch_L9_20240205-195628_66,class_L9_20240205-195628_66,2rAK-XdG8,L9,l9pe,4,L
tch_L7_20241120-100846_57,context_class_L7_20241120-100846_57,Kxfk-mZsX,L7,l7pe,4,L
tch_L7_20241120-100846_48,class_L7_20241120-100846_48,X3mc-oa9W,L7,l7pe,4,L
tch_L2_20241121-105844_27,class_L2_20241121-105844_27,iZNr-U2Eu,L2,l2pe,6,L
tch_L7_20240204-184707_44,class_L7_20240204-184707_44,Z6vs-7wsK,L7,l7pe,4,L
tch_L1_20240314-180451_7,class_L1_20240314-180451_7,mjQ8-jpj7,L1,l1pe,4,L
tch_M5_20240130-171855_82,class_M5_20240130-171855_82,3PRq-xiAV,M5,m5pe,4,M
tch_L7_20240201-175551_41,class_L7_20240201-175551_41,rg4k-eoE6,L7,l7pe,4,L
tch_M2_20240201-175551_73,class_M2_20240201-175551_73,7une-YRBX,M2,m2pe,11,M
tch_M5_20240204-200815_83,class_M5_20240204-200815_83,qpxm-AL34,M5,m5pe,4,M
tch_L7_20240314-195444_38,class_L7_20240314-195444_38,t2vM-f7UF,L7,l7pe,4,L
tch_L8_20241120-100846_65,class_L8_20241120-100846_65,42JM-89YX,L8,l8pe,4,L
tch_L1_20240204-184707_3,class_L1_20240204-184707_3,Xht9-3NDG,L1,l1pe,4,L
tch_H6_20240201-175551_100,class_H6_20240201-175551_100,Vayk-WmTq,H6,h6pe,10,H
tch_L9_20240117-181958_111,class_L9_20240117-181958_111,KAhq-d4VG,L9,l9pe,4,L
tch_L1_20241121-125401_12,class_L1_20241121-125401_12,XrXm-UMpZ,L1,l1pe,4,L
tch_L2_20240314-195444_26,class_L2_20240314-195444_26,E29h-ifKi,L2,l2pe,6,L
tch_L2_20240205-130713_21,class_L2_20240205-130713_21,zqtN-iQd2,L2,l2pe,6,L
tch_L2_20241120-100846_28,class_L2_20241120-100846_28,7BG2-74k2,L2,l2pe,6,L
tch_M5_20241121-105844_99,class_M5_20241121-105844_99,Wx42-9L9W,M5,m5pe,4,M
tch_L7_20240314-195444_138,class_L7_20240314-195444_138,X97r-2MYf,L7,l7pe,4,L
tch_L2_20240314-195444_126,class_L2_20240314-195444_126,w9ET-MjNA,L2,l2pe,6,L
tch_L7_20240314-221325_140,class_L7_20240314-221325_140,wKf4-3ZnJ,L7,l7pe,4,L
tch_L8_20240118-160029_105,class_L8_20240118-160029_105,8Uqd-VNjx,L8,l8pe,4,L
tch_M4_20240205-195628_80,class_M4_20240205-195628_80,rMh2-4NBp,M4,m4pe,13,M
tch_L7_20240201-175551_42,class_L7_20240201-175551_42,68C6-Wx3q,L7,l7pe,4,L
tch_M5_20240123-113943_45,class_M5_20240123-113943_45,rpyB-ch2N,M5,m5pe,4,M
tch_L7_20240131-163525_44,context_class_L7_20240131-163525_44,dH9P-87ir,L7,l7pe,4,L
tch_H1_20240131-155927_88,context_class_H1_20240131-155927_88,Qn64-8X4H,H1,h1pe,7,H
tch_M5_20240314-221325_83,class_M5_20240314-221325_83,39fY-y7NX,M5,m5pe,4,M
tch_H3_20240314-195444_192,class_H3_20240314-195444_192,EAv8-KM67,H3,h3pe,9,H
tch_L8_20240205-123118_51,class_L8_20240205-123118_51,FLsc-96r7,L8,l8pe,4,L
tch_L2_20240205-123118_26,class_L2_20240205-123118_26,eC7r-3q79,L2,l2pe,6,L
tch_L1_20240205-134617_3,class_L1_20240205-134617_3,xprT-hJYm,L1,l1pe,4,L
tch_L8_20240120-145701_43,class_L8_20240120-145701_43,Tjgs-o2uQ,L8,l8pe,4,L
tch_M1_20240204-200815_70,class_M1_20240204-200815_70,TLs3-Q6dA,M1,m1pe,11,M
tch_L8_20240205-134617_50,class_L8_20240205-134617_50,z2L8-QvkN,L8,l8pe,4,L
tch_L3_20241120-100846_38,class_L3_20241120-100846_38,Ciwm-qY34,L3,l3pe,10,L
tch_L9_20240205-123118_59,class_L9_20240205-123118_59,939q-fsLz,L9,l9pe,4,L
tch_L7_20240131-163525_40,context_class_L7_20240131-163525_40,8qH9-jY6h,L7,l7pe,4,L
tch_M3_20240109-141501_64,class_M3_20240109-141501_64,QaCZ-hUrh,M3,m3pe,5,M
tch_L8_20240314-195444_49,class_L8_20240314-195444_49,XsZF-qK4e,L8,l8pe,4,L
tch_L2_20240314-221325_122,class_L2_20240314-221325_122,2eHu-4FUv,L2,l2pe,6,L
tch_L2_20240205-195628_19,class_L2_20240205-195628_19,8Cpk-42bF,L2,l2pe,6,L
tch_M3_20241120-110934_86,class_M3_20241120-110934_86,UZ7D-qn2F,M3,m3pe,5,M
tch_L7_20240119-103128_72,class_L7_20240119-103128_72,dbV7-ghK9,L7,l7pe,4,L
tch_H1_20240314-221325_189,class_H1_20240314-221325_189,xTV7-Av6z,H1,h1pe,7,H
tch_L1_20240130-171855_11,class_L1_20240130-171855_11,Zfxk-Bb6u,L1,l1pe,4,L
tch_L8_20240314-195444_150,class_L8_20240314-195444_150,C737-dutu,L8,l8pe,4,L
tch_L7_20240205-130713_35,class_L7_20240205-130713_35,R23i-CMd6,L7,l7pe,4,L
tch_L7_20240204-200815_35,class_L7_20240204-200815_35,637t-9fDM,L7,l7pe,4,L
tch_H3_20240205-195628_96,class_H3_20240205-195628_96,cQCL-xsL3,H3,h3pe,9,H
tch_L3_20240131-163525_31,context_class_L3_20240131-163525_31,Ppie-M4C6,L3,l3pe,10,L
tch_M3_20240204-184707_74,class_M3_20240204-184707_74,s6cz-3e7p,M3,m3pe,5,M
tch_L7_20240119-113354_8,class_L7_20240119-113354_8,HdU9-Da4b,L7,l7pe,4,L
tch_L8_20240314-221325_57,class_L8_20240314-221325_57,T9Lm-npT8,L8,l8pe,4,L
tch_M2_20240205-195628_73,class_M2_20240205-195628_73,bBUE-9Z74,M2,m2pe,11,M
