teacher,classname1,classname2,classcode,classidtoupdate
tch_20200511-194843_1021,class_120924_1_tch_20200511-194843_1021,class_20200511-194843_1021,U2uh-e8tZ,fa49018c-1118-4e7d-a049-801e4795cf70
tch_20200511-194843_1022,class_120924_1_tch_20200511-194843_1022,class_20200511-194843_1022,y3Jb-6EPG,56fefd43-413c-4236-a4ce-9171fb7c7300
tch_20200511-194843_1023,class_120924_1_tch_20200511-194843_1023,class_20200511-194843_1023,2gb9-769k,0cb35528-dcb2-4fa6-9d66-5b7c97842ca2
tch_20200511-194843_1024,class_120924_1_tch_20200511-194843_1024,class_20200511-194843_1024,d26w-q8PL,f2aba7c6-0cea-4448-8f7c-e7642efa1020
tch_20200511-194843_1025,class_120924_1_tch_20200511-194843_1025,class_20200511-194843_1025,uB7B-jfFc,f2072b4f-6e81-4330-b879-d3219da3ad84
tch_20200511-194843_1026,class_120924_1_tch_20200511-194843_1026,class_20200511-194843_1026,Z4xR-MzFQ,8efb8be4-6b20-4c7b-b946-4f7b4d167510
tch_20200511-194843_1027,class_120924_1_tch_20200511-194843_1027,class_20200511-194843_1027,c9dh-2Q3g,d9bd2340-0c09-4494-90bf-f25b71e65510
tch_20200511-194843_1028,class_120924_1_tch_20200511-194843_1028,class_20200511-194843_1028,A6Lr-tMP6,3c63b23e-ed12-442d-9600-c8bed0c377d8
tch_20200511-194843_1029,class_120924_1_tch_20200511-194843_1029,class_20200511-194843_1029,egiJ-eC9p,24859bdb-537b-4700-852b-68f06d88d43b
tch_20200511-194843_1030,class_120924_1_tch_20200511-194843_1030,class_20200511-194843_1030,Krps-9Yb2,8ae87042-ff1e-4010-b7fc-cd036df5d596
tch_20200511-194843_1031,class_120924_1_tch_20200511-194843_1031,class_20200511-194843_1031,DKu2-vg9i,d5068a24-4e2e-4e4a-803a-7a508ff689e5
tch_20200511-194843_1032,class_120924_1_tch_20200511-194843_1032,class_20200511-194843_1032,2uhk-e8RM,82265eb2-8a34-467c-a98c-35826e1f98ae
tch_20200511-194843_1034,class_120924_1_tch_20200511-194843_1034,class_20200511-194843_1034,83E3-ukXx,89231c39-7b38-4c96-812d-e39e3bffe46e
tch_20200511-194843_1033,class_120924_1_tch_20200511-194843_1033,class_20200511-194843_1033,DpDL-9ZdF,580fbae5-589e-457a-b42f-ec330f2e19a9
tch_20200511-194843_1035,class_120924_1_tch_20200511-194843_1035,class_20200511-194843_1035,Q28n-wYrT,8b835e9f-11a5-4585-93b2-d6d5042f3bb3
tch_20200511-194843_1037,class_120924_1_tch_20200511-194843_1037,class_20200511-194843_1037,L64K-Fgo4,158bbc9a-de6f-446c-9591-5cfc603ee870
tch_20200511-194843_1036,class_120924_1_tch_20200511-194843_1036,class_20200511-194843_1036,CAE6-z2cp,46b3a17f-9067-4af7-b29d-037f65febe74
tch_20200511-194843_1038,class_120924_1_tch_20200511-194843_1038,class_20200511-194843_1038,oQh9-y8r7,4e1e254e-8596-43ec-b61c-48be454381e4
tch_20200511-194843_1039,class_120924_1_tch_20200511-194843_1039,class_20200511-194843_1039,AU69-FcD3,c000e5ef-067e-4336-8651-defb30556d90
tch_20200511-194843_1040,class_120924_1_tch_20200511-194843_1040,class_20200511-194843_1040,u9id-2QhC,94ddc80c-03f0-45ea-9086-d12637664aab
tch_20200511-194843_1041,class_120924_1_tch_20200511-194843_1041,class_20200511-194843_1041,sAKw-6vZg,a862b1da-e847-463f-aee4-9ccaad4af322
tch_20200511-194843_1163,class_120924_1_tch_20200511-194843_1163,class_20200511-194843_1163,TsPg-3p9D,dcc3423f-0f29-4627-9cae-66a5918b3b10
tch_20200511-194843_1167,class_120924_1_tch_20200511-194843_1167,class_20200511-194843_1167,4Ts7-Vu78,ffbcde63-56a9-4346-9e13-5cc64b5976fc
tch_20200511-194843_1166,class_120924_1_tch_20200511-194843_1166,class_20200511-194843_1166,dgJf-4dkL,4ef9b7ff-1018-4e80-a24c-96ffdb0b6fff
tch_20200511-194843_1170,class_120924_1_tch_20200511-194843_1170,class_20200511-194843_1170,x4w2-7C9m,6ea702d4-a420-4bd9-8d84-462096921f2e
tch_20200511-194843_1168,class_120924_1_tch_20200511-194843_1168,class_20200511-194843_1168,7a37-Wkb4,9a507926-d952-4be2-b5b2-fd986eaf0d74
tch_20200511-194843_1169,class_120924_1_tch_20200511-194843_1169,class_20200511-194843_1169,9N3P-wPLd,f49918d2-8ecd-4b9b-9dbf-fd246708a4c0
tch_20200511-194843_1171,class_120924_1_tch_20200511-194843_1171,class_20200511-194843_1171,y46s-dTv9,c79ea4bb-9b50-41f5-9705-a61982945c2f
tch_20200511-194843_1173,class_120924_1_tch_20200511-194843_1173,class_20200511-194843_1173,nQ4C-WU93,f7032d67-0574-4634-b281-a934299b2ca6
tch_20200511-194843_1172,class_120924_1_tch_20200511-194843_1172,class_20200511-194843_1172,K9Qo-hVDU,4a065758-3623-4662-961f-1c310728026a
tch_20200511-194843_1174,class_120924_1_tch_20200511-194843_1174,class_20200511-194843_1174,W9J8-Q7bE,5d29d366-b8a3-4c1b-b6b4-f5aa99941a59
tch_20200511-194843_1175,class_120924_1_tch_20200511-194843_1175,class_20200511-194843_1175,XR78-pTYr,93bc01f8-2c29-4ea8-a11e-9f65adb7397d
tch_20200511-194843_1176,class_120924_1_tch_20200511-194843_1176,class_20200511-194843_1176,yKvL-Z4Rz,47ad2577-a2b3-41f9-b727-184cb2eb716d
tch_20200511-194843_1177,class_120924_1_tch_20200511-194843_1177,class_20200511-194843_1177,KYDH-ivBd,578d85ce-f856-4418-a5f7-22c78d9758ec
tch_20200511-194843_1178,class_120924_1_tch_20200511-194843_1178,class_20200511-194843_1178,d4p6-Jxc2,7d04f46c-e75f-4c24-8040-ef854501378f
tch_20200511-194843_1179,class_120924_1_tch_20200511-194843_1179,class_20200511-194843_1179,vfyw-3Czw,35efdf27-71e5-43a5-9541-a2fc0f666a04
tch_20200511-194843_1180,class_120924_1_tch_20200511-194843_1180,class_20200511-194843_1180,iEjX-Jewx,3697e0fa-3ddf-40ca-9b62-b8829a8b443c
tch_20200511-194843_1181,class_120924_1_tch_20200511-194843_1181,class_20200511-194843_1181,E2u9-dQJK,1511de80-7703-46f7-9c44-3f67aec0778b
tch_20200511-194843_1184,class_120924_1_tch_20200511-194843_1184,class_20200511-194843_1184,kT6t-Wanq,c6e2088f-28ac-4160-aa92-d367ce8feb7b
tch_20200511-194843_1182,class_120924_1_tch_20200511-194843_1182,class_20200511-194843_1182,f9s7-M49B,caa5825b-8bd8-4bfd-9881-6f13c8c2b9e8
tch_20200511-194843_1183,class_120924_1_tch_20200511-194843_1183,class_20200511-194843_1183,7RkT-oZ3T,938b33ad-e2d4-4f61-a3ea-cd66ec8ff5df
tch_20200511-194843_1185,class_120924_1_tch_20200511-194843_1185,class_20200511-194843_1185,7Xjg-j8oe,7c8da891-0fd8-4ee4-baca-aa94aa830a43
tch_20200511-194843_1186,class_120924_1_tch_20200511-194843_1186,class_20200511-194843_1186,Qrqr-3LoN,9aef3182-116c-4d84-b4cc-2f5defa3bd59
tch_20200511-194843_1187,class_120924_1_tch_20200511-194843_1187,class_20200511-194843_1187,ozjP-Jm78,e73144cd-bc63-4c41-83bf-d3e676a6725a
tch_20200511-194843_1188,class_120924_1_tch_20200511-194843_1188,class_20200511-194843_1188,f9JM-oxc7,8e2386c9-0d80-4e8b-896e-e1ca2b8cfed9
tch_20200511-194843_1189,class_120924_1_tch_20200511-194843_1189,class_20200511-194843_1189,yhen-xi9g,f36adde1-0ca9-4ced-b3ee-b36bf620db76
tch_20200511-194843_1190,class_120924_1_tch_20200511-194843_1190,class_20200511-194843_1190,GJgW-ByEw,ca4d5c4f-2866-4e94-951e-9e161248bead
tch_20200511-194843_1191,class_120924_1_tch_20200511-194843_1191,class_20200511-194843_1191,k7d4-78Nk,a3c7c716-05fe-4b71-90a2-61c06ccc621a
tch_20200511-194843_1192,class_120924_1_tch_20200511-194843_1192,class_20200511-194843_1192,Y7sT-J8yX,8f063f37-1d32-4ead-8d10-2827f1ceb41a
tch_20200511-194843_1193,class_120924_1_tch_20200511-194843_1193,class_20200511-194843_1193,xdjT-9Xcv,e66c853c-35bc-4ec4-a9df-4b3d0949ef1c
tch_20200511-194843_1194,class_120924_1_tch_20200511-194843_1194,class_20200511-194843_1194,6r93-7aFL,a4a05251-836b-4cdb-8889-5c4bc0f23b9e
tch_20200511-194843_1195,class_120924_1_tch_20200511-194843_1195,class_20200511-194843_1195,9vW3-Vgmr,864dfb1d-e46f-4917-9bb9-e326dbf33184
tch_20200511-194843_1196,class_120924_1_tch_20200511-194843_1196,class_20200511-194843_1196,F6pd-LxiL,55666e23-fef2-4510-ab78-0883c3d295b6
tch_20200511-194843_1197,class_120924_1_tch_20200511-194843_1197,class_20200511-194843_1197,FPL3-oPNh,843a94bb-d4df-4612-8bbe-14b15b8eef2f
tch_20200511-194843_1198,class_120924_1_tch_20200511-194843_1198,class_20200511-194843_1198,3c3V-UFaL,562288e3-d205-4100-8b02-3821a5d566f5
tch_20200511-194843_1199,class_120924_1_tch_20200511-194843_1199,class_20200511-194843_1199,jVWi-6ABH,fa068ce6-a3ce-4b37-9eb5-d8b4071ed084
tch_20200511-194843_1200,class_120924_1_tch_20200511-194843_1200,class_20200511-194843_1200,ViX8-i6T3,de86f7ef-fb82-455c-b030-39b751eac846
tch_20200511-194843_1201,class_120924_1_tch_20200511-194843_1201,class_20200511-194843_1201,eqgn-a6u2,720bf92d-2433-476c-a700-9439639ff7ab
tch_20200511-194843_1203,class_120924_1_tch_20200511-194843_1203,class_20200511-194843_1203,ZkFY-J746,94e9d6f5-42b1-4fd5-933c-b8386e1caca9
tch_20200511-194843_1204,class_120924_1_tch_20200511-194843_1204,class_20200511-194843_1204,Jq7M-83ju,098e9770-6b3e-4f5a-9eb2-69b203bfda29
tch_20200511-194843_1202,class_120924_1_tch_20200511-194843_1202,class_20200511-194843_1202,pJcy-sZq3,ecfcb024-4a8b-4625-bcbc-0e1a18f591e8
tch_20200511-194843_1205,class_120924_1_tch_20200511-194843_1205,class_20200511-194843_1205,RVq3-7ZiZ,0f45f922-88da-4eb9-a670-5f2f277e57cd
tch_20200511-194843_1206,class_120924_1_tch_20200511-194843_1206,class_20200511-194843_1206,p42E-n3g7,716758ff-bb9a-41f5-9340-4d099a6425b5
tch_20200511-194843_1207,class_120924_1_tch_20200511-194843_1207,class_20200511-194843_1207,98mQ-q38Q,6eee94ac-09ce-4acf-a516-b7382bcf87ba
tch_20200511-194843_1208,class_120924_1_tch_20200511-194843_1208,class_20200511-194843_1208,c2qe-3JC4,c583a1e6-97a3-451d-9d6b-95bf444258a5
tch_20200511-194843_1209,class_120924_1_tch_20200511-194843_1209,class_20200511-194843_1209,LD4a-Ld7K,21c953ce-f90c-4e57-9608-8cac4d2f3740
tch_20200511-194843_1210,class_120924_1_tch_20200511-194843_1210,class_20200511-194843_1210,JzKF-e27L,d187b745-bd6b-43ce-8ed7-a24a39a14bcd
tch_20200511-194843_1211,class_120924_1_tch_20200511-194843_1211,class_20200511-194843_1211,cG2c-3Yn6,8d0c2d1e-51f4-4438-b899-1a89ab182877
tch_20200511-194843_1212,class_120924_1_tch_20200511-194843_1212,class_20200511-194843_1212,eKH4-Nn72,a33d617c-20ca-4e09-ac5d-4680fd7d5108
tch_20200511-194843_1213,class_120924_1_tch_20200511-194843_1213,class_20200511-194843_1213,F36y-b8Lq,adf2c22d-ea2a-4ba5-a949-d294186e0476
tch_20200511-194843_1215,class_120924_1_tch_20200511-194843_1215,class_20200511-194843_1215,U978-gvrH,93ac9059-82a7-4a07-b5ed-ffecbd646852
tch_20200511-194843_1214,class_120924_1_tch_20200511-194843_1214,class_20200511-194843_1214,NqxJ-nTse,90acba69-b02d-4353-b23c-bd7cb1b04fe6
tch_20200511-194843_1217,class_120924_1_tch_20200511-194843_1217,class_20200511-194843_1217,i6X8-G9bR,b904653e-366f-4586-b9e6-ce9725018b71
tch_20200511-194843_1216,class_120924_1_tch_20200511-194843_1216,class_20200511-194843_1216,N4e6-nAmx,1e987bc3-ed1a-4d3f-acdc-e2bea861681a
tch_20200511-194843_1218,class_120924_1_tch_20200511-194843_1218,class_20200511-194843_1218,UijT-2PwK,725ce6da-cd5c-42e5-b570-ef2bbb5a2d70
tch_20200511-194843_1219,class_120924_1_tch_20200511-194843_1219,class_20200511-194843_1219,Kn7C-vNFG,ad087295-ec2f-4adb-a0e1-376c4462463e
tch_20200511-194843_1221,class_120924_1_tch_20200511-194843_1221,class_20200511-194843_1221,VsL8-q4jH,1729c9cb-ea2a-44c8-989c-eb163d39aa8d
