stdextid,groupid
std_1601297891298_40,dbcec371-bc1b-49e0-be13-45f46971d030
std_1601297724669_38,07eac6cc-e066-4de3-bce2-5217ead6d123
std_1601297666956_37,b0ba1be4-16d5-4900-a961-96c1b1ea863e
std_1601297880552_40,dbcec371-bc1b-49e0-be13-45f46971d030
std_1601297714326_38,07eac6cc-e066-4de3-bce2-5217ead6d123
std_1601297659116_37,b0ba1be4-16d5-4900-a961-96c1b1ea863e
std_1601297768247_39,cda10891-a7b9-4139-9874-cbe03f8e52b6
std_1601297870175_40,dbcec371-bc1b-49e0-be13-45f46971d030
std_1601297706078_38,07eac6cc-e066-4de3-bce2-5217ead6d123
std_1601297649150_37,b0ba1be4-16d5-4900-a961-96c1b1ea863e
std_1601297757189_39,cda10891-a7b9-4139-9874-cbe03f8e52b6
std_1601297858240_40,dbcec371-bc1b-49e0-be13-45f46971d030
std_1601297637179_37,b0ba1be4-16d5-4900-a961-96c1b1ea863e
std_1601297745827_39,cda10891-a7b9-4139-9874-cbe03f8e52b6
std_1601297629182_37,b0ba1be4-16d5-4900-a961-96c1b1ea863e
std_1601297734455_39,cda10891-a7b9-4139-9874-cbe03f8e52b6
std_1601297725258_39,cda10891-a7b9-4139-9874-cbe03f8e52b6
std_1601297846929_40,85a9340d-742c-4bfc-856c-52ce3497e9ae
std_1601297923281_41,282762c2-2b3d-4477-b37d-7e5b1c554c48
std_1601297696436_38,47185229-7fa8-4765-8721-46fd523be0f9
std_1601297914725_41,282762c2-2b3d-4477-b37d-7e5b1c554c48
std_1601297684310_38,47185229-7fa8-4765-8721-46fd523be0f9
std_1601297836596_40,85a9340d-742c-4bfc-856c-52ce3497e9ae
std_1601297905988_41,282762c2-2b3d-4477-b37d-7e5b1c554c48
std_1601297930248_42,e5361051-4941-4fa5-8d6f-d62f16e39e16
std_1601297675431_38,47185229-7fa8-4765-8721-46fd523be0f9
std_1601297828814_40,85a9340d-742c-4bfc-856c-52ce3497e9ae
std_1601297922748_42,e5361051-4941-4fa5-8d6f-d62f16e39e16
std_1601297893671_41,282762c2-2b3d-4477-b37d-7e5b1c554c48
std_1601297667201_38,47185229-7fa8-4765-8721-46fd523be0f9
std_1601297818400_40,85a9340d-742c-4bfc-856c-52ce3497e9ae
std_1601297716388_39,471e6cba-6edd-414c-9b25-3385397f47ba
std_1601297913782_42,e5361051-4941-4fa5-8d6f-d62f16e39e16
std_1601297654978_38,47185229-7fa8-4765-8721-46fd523be0f9
std_1601297881474_41,282762c2-2b3d-4477-b37d-7e5b1c554c48
std_1601297808193_40,85a9340d-742c-4bfc-856c-52ce3497e9ae
std_1601297704806_39,471e6cba-6edd-414c-9b25-3385397f47ba
std_1601297904567_42,e5361051-4941-4fa5-8d6f-d62f16e39e16
std_1601297697034_39,471e6cba-6edd-414c-9b25-3385397f47ba
std_1601297892801_42,e5361051-4941-4fa5-8d6f-d62f16e39e16
std_1601297686227_39,471e6cba-6edd-414c-9b25-3385397f47ba
std_1601297796341_40,d8cab7b7-c4ba-4147-942d-790fc9b636b8
std_1601297869886_41,8455684f-dba2-4627-ab98-209ff2c6652f
std_1601297676983_39,471e6cba-6edd-414c-9b25-3385397f47ba
std_1601297784349_40,d8cab7b7-c4ba-4147-942d-790fc9b636b8
std_1601297857801_41,8455684f-dba2-4627-ab98-209ff2c6652f
std_1601297882984_42,c576139d-dc7b-4562-ab46-c4dda15a570f
std_1601297849126_41,8455684f-dba2-4627-ab98-209ff2c6652f
std_1601297776034_40,d8cab7b7-c4ba-4147-942d-790fc9b636b8
std_1601297873167_42,c576139d-dc7b-4562-ab46-c4dda15a570f
std_1601297765353_40,d8cab7b7-c4ba-4147-942d-790fc9b636b8
std_1601297837390_41,8455684f-dba2-4627-ab98-209ff2c6652f
std_1601297966059_43,f828a3fb-9f70-4598-8efc-0eb1c48c59da
std_1601297861081_42,c576139d-dc7b-4562-ab46-c4dda15a570f
std_1601297825171_41,8455684f-dba2-4627-ab98-209ff2c6652f
std_1601297754747_40,d8cab7b7-c4ba-4147-942d-790fc9b636b8
std_1601297957096_43,f828a3fb-9f70-4598-8efc-0eb1c48c59da
std_1601297850424_42,c576139d-dc7b-4562-ab46-c4dda15a570f
std_1601297948927_43,f828a3fb-9f70-4598-8efc-0eb1c48c59da
std_1601297841021_42,c576139d-dc7b-4562-ab46-c4dda15a570f
std_1601297939747_43,f828a3fb-9f70-4598-8efc-0eb1c48c59da
std_1601297929377_43,f828a3fb-9f70-4598-8efc-0eb1c48c59da
std_1601297815923_41,9a750037-eaa6-42f7-a34c-58d97dbb5a9a
std_1601297744152_40,53eb3b3f-038f-4033-89d1-61f81478421c
std_1601297806136_41,9a750037-eaa6-42f7-a34c-58d97dbb5a9a
std_1601297735852_40,53eb3b3f-038f-4033-89d1-61f81478421c
std_1601297829344_42,effec994-4a50-43ec-8f39-ad93ca897c5d
std_1601297798600_41,9a750037-eaa6-42f7-a34c-58d97dbb5a9a
std_1601297727719_40,53eb3b3f-038f-4033-89d1-61f81478421c
std_1601297920557_43,17d73bce-f0fc-46d0-b82a-6f8fbe974bd9
std_1601297819494_42,effec994-4a50-43ec-8f39-ad93ca897c5d
std_1601297791089_41,9a750037-eaa6-42f7-a34c-58d97dbb5a9a
std_1601297716526_40,53eb3b3f-038f-4033-89d1-61f81478421c
std_1601297910432_43,17d73bce-f0fc-46d0-b82a-6f8fbe974bd9
std_1601297810378_42,effec994-4a50-43ec-8f39-ad93ca897c5d
std_1601297782431_41,9a750037-eaa6-42f7-a34c-58d97dbb5a9a
std_1601297705087_40,53eb3b3f-038f-4033-89d1-61f81478421c
std_1601297902742_43,17d73bce-f0fc-46d0-b82a-6f8fbe974bd9
std_1601297800034_42,effec994-4a50-43ec-8f39-ad93ca897c5d
std_1601297892969_43,17d73bce-f0fc-46d0-b82a-6f8fbe974bd9
std_1601297882984_43,17d73bce-f0fc-46d0-b82a-6f8fbe974bd9
std_1601297988743_44,2f2969d5-7b04-4d3c-8bd2-07a1f85e7eea
std_1601297977080_44,2f2969d5-7b04-4d3c-8bd2-07a1f85e7eea
std_1601297772188_41,8f9a146e-27fc-4133-8ce0-d65cf57d1715
std_1601297762139_41,8f9a146e-27fc-4133-8ce0-d65cf57d1715
std_1601297964806_44,2f2969d5-7b04-4d3c-8bd2-07a1f85e7eea
std_1601297783958_42,6395adb8-3283-44ad-906a-ba69b5a12a48
std_1601297953776_44,2f2969d5-7b04-4d3c-8bd2-07a1f85e7eea
std_1601297874242_43,f5b5559c-b414-484f-94bf-3fb72236b2f6
std_1601297751430_41,8f9a146e-27fc-4133-8ce0-d65cf57d1715
std_1601297775979_42,6395adb8-3283-44ad-906a-ba69b5a12a48
std_1601297865872_43,f5b5559c-b414-484f-94bf-3fb72236b2f6
std_1601297743133_41,8f9a146e-27fc-4133-8ce0-d65cf57d1715
std_1601297767992_42,6395adb8-3283-44ad-906a-ba69b5a12a48
std_1601297856067_43,f5b5559c-b414-484f-94bf-3fb72236b2f6
std_1601297757394_42,6395adb8-3283-44ad-906a-ba69b5a12a48
std_1601297732063_41,8f9a146e-27fc-4133-8ce0-d65cf57d1715
std_1601297845007_43,f5b5559c-b414-484f-94bf-3fb72236b2f6
std_1601297746299_42,6395adb8-3283-44ad-906a-ba69b5a12a48
std_1601297945274_44,3a77f5eb-24fb-464e-b28d-1248cc174ab4
std_1601297833351_43,f5b5559c-b414-484f-94bf-3fb72236b2f6
std_1601297936389_44,3a77f5eb-24fb-464e-b28d-1248cc174ab4
std_1601298025421_45,c3ba50e1-2cd6-48eb-8228-a6ea0c4e09f6
std_1601297926823_44,3a77f5eb-24fb-464e-b28d-1248cc174ab4
std_1601298013056_45,c3ba50e1-2cd6-48eb-8228-a6ea0c4e09f6
std_1601297914640_44,3a77f5eb-24fb-464e-b28d-1248cc174ab4
std_1601298001553_45,c3ba50e1-2cd6-48eb-8228-a6ea0c4e09f6
std_1601297904844_44,3a77f5eb-24fb-464e-b28d-1248cc174ab4
std_1601297991084_45,c3ba50e1-2cd6-48eb-8228-a6ea0c4e09f6
std_1601297822696_43,0e4ca582-ca21-4c50-a336-18828b8b6736
std_1601297980592_45,c3ba50e1-2cd6-48eb-8228-a6ea0c4e09f6
std_1601297814260_43,0e4ca582-ca21-4c50-a336-18828b8b6736
std_1601297805747_43,0e4ca582-ca21-4c50-a336-18828b8b6736
std_1601298045676_46,41431dc8-ac86-4435-b79f-2b391933e040
std_1601297795713_43,0e4ca582-ca21-4c50-a336-18828b8b6736
std_1601298037076_46,41431dc8-ac86-4435-b79f-2b391933e040
std_1601297894083_44,68b3dfd4-d592-44ea-9a45-aeb25c7a51b4
std_1601297783830_43,0e4ca582-ca21-4c50-a336-18828b8b6736
std_1601298029672_46,41431dc8-ac86-4435-b79f-2b391933e040
std_1601297882984_44,68b3dfd4-d592-44ea-9a45-aeb25c7a51b4
std_1601297972697_45,06cc7128-1d90-4887-99e0-4376200bea49
std_1601298019497_46,41431dc8-ac86-4435-b79f-2b391933e040
std_1601297874559_44,68b3dfd4-d592-44ea-9a45-aeb25c7a51b4
std_1601297961364_45,06cc7128-1d90-4887-99e0-4376200bea49
std_1601298011477_46,41431dc8-ac86-4435-b79f-2b391933e040
std_1601297863935_44,68b3dfd4-d592-44ea-9a45-aeb25c7a51b4
std_1601298061847_47,9dee559a-7ad0-4f70-ba16-6f0df9f40848
std_1601297950358_45,06cc7128-1d90-4887-99e0-4376200bea49
std_1601297853103_44,68b3dfd4-d592-44ea-9a45-aeb25c7a51b4
std_1601297939501_45,06cc7128-1d90-4887-99e0-4376200bea49
std_1601298052780_47,9dee559a-7ad0-4f70-ba16-6f0df9f40848
std_1601298040842_47,9dee559a-7ad0-4f70-ba16-6f0df9f40848
std_1601297932154_45,06cc7128-1d90-4887-99e0-4376200bea49
std_1601297999453_46,e018a6ef-eb80-4e51-8f2b-dfadefacb4c2
std_1601298029816_47,9dee559a-7ad0-4f70-ba16-6f0df9f40848
std_1601297988804_46,e018a6ef-eb80-4e51-8f2b-dfadefacb4c2
std_1601297841784_44,4e921311-35a5-4363-bb44-c015df17a55c
std_1601298017476_47,9dee559a-7ad0-4f70-ba16-6f0df9f40848
std_1601297976673_46,e018a6ef-eb80-4e51-8f2b-dfadefacb4c2
std_1601297832016_44,4e921311-35a5-4363-bb44-c015df17a55c
std_1601297920175_45,453a1391-ae36-4994-adcf-c415e46209da
std_1601297964539_46,e018a6ef-eb80-4e51-8f2b-dfadefacb4c2
std_1601297823883_44,4e921311-35a5-4363-bb44-c015df17a55c
std_1601297952981_46,e018a6ef-eb80-4e51-8f2b-dfadefacb4c2
std_1601297812267_44,4e921311-35a5-4363-bb44-c015df17a55c
std_1601297908071_45,453a1391-ae36-4994-adcf-c415e46209da
std_1601298005499_47,37723966-c809-4eaf-b459-28f43ceca083
std_1601297803653_44,4e921311-35a5-4363-bb44-c015df17a55c
std_1601297896689_45,453a1391-ae36-4994-adcf-c415e46209da
std_1601297996968_47,37723966-c809-4eaf-b459-28f43ceca083
std_1601297888806_45,453a1391-ae36-4994-adcf-c415e46209da
std_1601298096719_48,473e5a96-d25f-4756-a736-e881b2c5cd22
std_1601297986174_47,37723966-c809-4eaf-b459-28f43ceca083
std_1601297877050_45,453a1391-ae36-4994-adcf-c415e46209da
std_1601297975746_47,37723966-c809-4eaf-b459-28f43ceca083
std_1601298086983_48,473e5a96-d25f-4756-a736-e881b2c5cd22
std_1601297942577_46,39b81e28-238a-4753-b621-24eb088379d8
std_1601297963927_47,37723966-c809-4eaf-b459-28f43ceca083
std_1601298075271_48,473e5a96-d25f-4756-a736-e881b2c5cd22
std_1601298103307_49,544a06f0-d957-4ce8-8d5b-8e027a136846
std_1601297932327_46,39b81e28-238a-4753-b621-24eb088379d8
std_1601298065746_48,473e5a96-d25f-4756-a736-e881b2c5cd22
std_1601298092797_49,544a06f0-d957-4ce8-8d5b-8e027a136846
std_1601297921071_46,39b81e28-238a-4753-b621-24eb088379d8
std_1601298053516_48,473e5a96-d25f-4756-a736-e881b2c5cd22
std_1601298083353_49,544a06f0-d957-4ce8-8d5b-8e027a136846
std_1601297866050_45,b89497ea-fd2b-40d9-ac34-8375e2416f64
std_1601297913440_46,39b81e28-238a-4753-b621-24eb088379d8
std_1601297858548_45,b89497ea-fd2b-40d9-ac34-8375e2416f64
std_1601298072717_49,544a06f0-d957-4ce8-8d5b-8e027a136846
std_1601297903499_46,39b81e28-238a-4753-b621-24eb088379d8
std_1601297956144_47,92f9bee3-3230-4b6c-91c7-f71172c6e260
std_1601297851012_45,b89497ea-fd2b-40d9-ac34-8375e2416f64
std_1601298061058_49,544a06f0-d957-4ce8-8d5b-8e027a136846
std_1601297840344_45,b89497ea-fd2b-40d9-ac34-8375e2416f64
std_1601298041432_48,90114873-f4b2-4134-a18e-1c0adfc49c41
std_1601297947384_47,92f9bee3-3230-4b6c-91c7-f71172c6e260
std_1601298031280_48,90114873-f4b2-4134-a18e-1c0adfc49c41
std_1601297826783_45,b89497ea-fd2b-40d9-ac34-8375e2416f64
std_1601297938818_47,92f9bee3-3230-4b6c-91c7-f71172c6e260
std_1601298023133_48,90114873-f4b2-4134-a18e-1c0adfc49c41
std_1601297891611_46,b99483fa-9bd4-41a0-b295-f75dbd8acc9d
std_1601297927883_47,92f9bee3-3230-4b6c-91c7-f71172c6e260
std_1601297881694_46,b99483fa-9bd4-41a0-b295-f75dbd8acc9d
std_1601298010958_48,90114873-f4b2-4134-a18e-1c0adfc49c41
std_1601298051012_49,32c04368-f298-4df4-a32b-6744183419b5
std_1601297915802_47,92f9bee3-3230-4b6c-91c7-f71172c6e260
std_1601297871726_46,b99483fa-9bd4-41a0-b295-f75dbd8acc9d
std_1601297999882_48,90114873-f4b2-4134-a18e-1c0adfc49c41
std_1601298041073_49,32c04368-f298-4df4-a32b-6744183419b5
std_1601297863153_46,b99483fa-9bd4-41a0-b295-f75dbd8acc9d
std_1601298032787_49,32c04368-f298-4df4-a32b-6744183419b5
std_1601298140132_50,844d27df-56d2-44b6-8888-4e8877938284
std_1601297852944_46,b99483fa-9bd4-41a0-b295-f75dbd8acc9d
std_1601298022129_49,32c04368-f298-4df4-a32b-6744183419b5
std_1601298129751_50,844d27df-56d2-44b6-8888-4e8877938284
std_1601297906942_47,7f2bde19-0a14-48df-bea1-a8c8f62ea4e9
std_1601298014247_49,32c04368-f298-4df4-a32b-6744183419b5
std_1601297988918_48,4961ebc5-df74-4df8-b16f-e16315e0beef
std_1601298119038_50,844d27df-56d2-44b6-8888-4e8877938284
std_1601297899234_47,7f2bde19-0a14-48df-bea1-a8c8f62ea4e9
std_1601297981067_48,4961ebc5-df74-4df8-b16f-e16315e0beef
std_1601298151070_51,33b61280-f12a-4626-a13d-adc406289f85
std_1601298111351_50,844d27df-56d2-44b6-8888-4e8877938284
std_1601297887894_47,7f2bde19-0a14-48df-bea1-a8c8f62ea4e9
std_1601297973372_48,4961ebc5-df74-4df8-b16f-e16315e0beef
std_1601298100798_50,844d27df-56d2-44b6-8888-4e8877938284
std_1601297878556_47,7f2bde19-0a14-48df-bea1-a8c8f62ea4e9
std_1601298141534_51,33b61280-f12a-4626-a13d-adc406289f85
std_1601297962593_48,4961ebc5-df74-4df8-b16f-e16315e0beef
std_1601298005845_49,3d3efd71-e2db-4bfe-81d2-5611387502ab
std_1601298132722_51,33b61280-f12a-4626-a13d-adc406289f85
std_1601297870811_47,7f2bde19-0a14-48df-bea1-a8c8f62ea4e9
std_1601297951810_48,4961ebc5-df74-4df8-b16f-e16315e0beef
std_1601297995808_49,3d3efd71-e2db-4bfe-81d2-5611387502ab
std_1601298120425_51,33b61280-f12a-4626-a13d-adc406289f85
std_1601297986796_49,3d3efd71-e2db-4bfe-81d2-5611387502ab
std_1601298111891_51,33b61280-f12a-4626-a13d-adc406289f85
std_1601297977262_49,3d3efd71-e2db-4bfe-81d2-5611387502ab
std_1601298092468_50,925aa73e-43f0-4bdc-8384-bc3f45d578aa
std_1601297969168_49,3d3efd71-e2db-4bfe-81d2-5611387502ab
std_1601297942672_48,ed36dcb3-2f9f-4634-bdda-6b66316ee474
std_1601298083752_50,925aa73e-43f0-4bdc-8384-bc3f45d578aa
std_1601297930368_48,ed36dcb3-2f9f-4634-bdda-6b66316ee474
std_1601298075065_50,925aa73e-43f0-4bdc-8384-bc3f45d578aa
std_1601298101193_51,ef2215de-e8b4-4c76-9b04-383852ac053e
std_1601297920708_48,ed36dcb3-2f9f-4634-bdda-6b66316ee474
std_1601298067498_50,925aa73e-43f0-4bdc-8384-bc3f45d578aa
std_1601298092469_51,ef2215de-e8b4-4c76-9b04-383852ac053e
std_1601297913257_48,ed36dcb3-2f9f-4634-bdda-6b66316ee474
std_1601298056372_50,925aa73e-43f0-4bdc-8384-bc3f45d578aa
std_1601298084460_51,ef2215de-e8b4-4c76-9b04-383852ac053e
std_1601297957701_49,a3a1f92c-a96e-4272-b2b3-d70a014933fe
std_1601297903292_48,ed36dcb3-2f9f-4634-bdda-6b66316ee474
std_1601298075154_51,ef2215de-e8b4-4c76-9b04-383852ac053e
std_1601297948224_49,a3a1f92c-a96e-4272-b2b3-d70a014933fe
std_1601298067068_51,ef2215de-e8b4-4c76-9b04-383852ac053e
std_1601297938175_49,a3a1f92c-a96e-4272-b2b3-d70a014933fe
std_1601298190372_52,3a8daf1d-e3e4-4651-929f-d521518e709b
std_1601297928847_49,a3a1f92c-a96e-4272-b2b3-d70a014933fe
std_1601298044778_50,b7ff319c-bc1d-4fc3-80c9-34d56d921651
std_1601298179382_52,3a8daf1d-e3e4-4651-929f-d521518e709b
std_1601297919481_49,a3a1f92c-a96e-4272-b2b3-d70a014933fe
std_1601298034933_50,b7ff319c-bc1d-4fc3-80c9-34d56d921651
std_1601298168010_52,3a8daf1d-e3e4-4651-929f-d521518e709b
std_1601298024843_50,b7ff319c-bc1d-4fc3-80c9-34d56d921651
std_1601298157941_52,3a8daf1d-e3e4-4651-929f-d521518e709b
std_1601298055486_51,427cd2ab-cfe3-4cca-bef6-4f08a683abe9
std_1601298014942_50,b7ff319c-bc1d-4fc3-80c9-34d56d921651
std_1601298148309_52,3a8daf1d-e3e4-4651-929f-d521518e709b
std_1601298047241_51,427cd2ab-cfe3-4cca-bef6-4f08a683abe9
std_1601298003662_50,b7ff319c-bc1d-4fc3-80c9-34d56d921651
std_1601298209031_53,3ff1fcb8-5f6f-43a9-8708-a4a5354dc876
std_1601298039382_51,427cd2ab-cfe3-4cca-bef6-4f08a683abe9
std_1601298200074_53,3ff1fcb8-5f6f-43a9-8708-a4a5354dc876
std_1601298030018_51,427cd2ab-cfe3-4cca-bef6-4f08a683abe9
std_1601298191213_53,3ff1fcb8-5f6f-43a9-8708-a4a5354dc876
std_1601298019068_51,427cd2ab-cfe3-4cca-bef6-4f08a683abe9
std_1601297995063_50,3571b4ad-1526-4070-8cea-6ba98bfb2712
std_1601298181427_53,3ff1fcb8-5f6f-43a9-8708-a4a5354dc876
std_1601298138472_52,c68c01cd-e549-47ee-8441-8962f6746ffb
std_1601297982799_50,3571b4ad-1526-4070-8cea-6ba98bfb2712
std_1601298169930_53,3ff1fcb8-5f6f-43a9-8708-a4a5354dc876
std_1601298128079_52,c68c01cd-e549-47ee-8441-8962f6746ffb
std_1601297971271_50,3571b4ad-1526-4070-8cea-6ba98bfb2712
std_1601298117953_52,c68c01cd-e549-47ee-8441-8962f6746ffb
std_1601298010958_51,b0c55337-90fa-423b-bc21-c4c6d1cd3619
std_1601298107503_52,c68c01cd-e549-47ee-8441-8962f6746ffb
std_1601297959359_50,3571b4ad-1526-4070-8cea-6ba98bfb2712
std_1601298001234_51,b0c55337-90fa-423b-bc21-c4c6d1cd3619
std_1601298097319_52,c68c01cd-e549-47ee-8441-8962f6746ffb
std_1601298232806_54,cb85cd15-3630-422c-99f9-1d2575947e44
std_1601297950123_50,3571b4ad-1526-4070-8cea-6ba98bfb2712
std_1601297989229_51,b0c55337-90fa-423b-bc21-c4c6d1cd3619
std_1601298161961_53,90eeb378-92c0-4cd2-b97d-ea9e65b1bd7f
std_1601298224115_54,cb85cd15-3630-422c-99f9-1d2575947e44
std_1601297976930_51,b0c55337-90fa-423b-bc21-c4c6d1cd3619
std_1601298151215_53,90eeb378-92c0-4cd2-b97d-ea9e65b1bd7f
std_1601298214534_54,cb85cd15-3630-422c-99f9-1d2575947e44
std_1601297966020_51,b0c55337-90fa-423b-bc21-c4c6d1cd3619
std_1601298142917_53,90eeb378-92c0-4cd2-b97d-ea9e65b1bd7f
std_1601298204233_54,cb85cd15-3630-422c-99f9-1d2575947e44
std_1601298087033_52,99901a1a-f003-4ada-94dd-d6ef3e3fcb90
std_1601298132508_53,90eeb378-92c0-4cd2-b97d-ea9e65b1bd7f
std_1601298195763_54,cb85cd15-3630-422c-99f9-1d2575947e44
std_1601298075384_52,99901a1a-f003-4ada-94dd-d6ef3e3fcb90
std_1601298122414_53,90eeb378-92c0-4cd2-b97d-ea9e65b1bd7f
std_1601298064234_52,99901a1a-f003-4ada-94dd-d6ef3e3fcb90
std_1601298053637_52,99901a1a-f003-4ada-94dd-d6ef3e3fcb90
std_1601298258153_55,220eea5f-38ed-42d1-bc8b-a84e45230955
std_1601298183827_54,a43637d1-f580-46fb-9d54-74c2c3ef8689
std_1601298247844_55,220eea5f-38ed-42d1-bc8b-a84e45230955
std_1601298041667_52,99901a1a-f003-4ada-94dd-d6ef3e3fcb90
std_1601298171884_54,a43637d1-f580-46fb-9d54-74c2c3ef8689
std_1601298238130_55,220eea5f-38ed-42d1-bc8b-a84e45230955
std_1601298112091_53,2f57c9d4-b2c2-4105-8161-79c69a5b8bf6
std_1601298162438_54,a43637d1-f580-46fb-9d54-74c2c3ef8689
std_1601298227191_55,220eea5f-38ed-42d1-bc8b-a84e45230955
std_1601298103171_53,2f57c9d4-b2c2-4105-8161-79c69a5b8bf6
std_1601298153021_54,a43637d1-f580-46fb-9d54-74c2c3ef8689
std_1601298095140_53,2f57c9d4-b2c2-4105-8161-79c69a5b8bf6
std_1601298216894_55,220eea5f-38ed-42d1-bc8b-a84e45230955
std_1601298032851_52,b3d7840c-a955-4683-9c51-d537294d0b16
std_1601298142622_54,a43637d1-f580-46fb-9d54-74c2c3ef8689
std_1601298083623_53,2f57c9d4-b2c2-4105-8161-79c69a5b8bf6
std_1601298021106_52,b3d7840c-a955-4683-9c51-d537294d0b16
std_1601298073368_53,2f57c9d4-b2c2-4105-8161-79c69a5b8bf6
std_1601298277599_56,60898b27-1754-4907-babe-cd0f9866c3c1
std_1601298011625_52,b3d7840c-a955-4683-9c51-d537294d0b16
std_1601298268564_56,60898b27-1754-4907-babe-cd0f9866c3c1
std_1601298002037_52,b3d7840c-a955-4683-9c51-d537294d0b16
std_1601298209386_55,e2c678cb-933c-42aa-83b1-6105e6516085
std_1601298130490_54,58fd4990-50ef-4528-b903-0170a3edac7e
std_1601298256656_56,60898b27-1754-4907-babe-cd0f9866c3c1
std_1601297993277_52,b3d7840c-a955-4683-9c51-d537294d0b16
std_1601298198291_55,e2c678cb-933c-42aa-83b1-6105e6516085
std_1601298121109_54,58fd4990-50ef-4528-b903-0170a3edac7e
std_1601298249205_56,60898b27-1754-4907-babe-cd0f9866c3c1
std_1601298189356_55,e2c678cb-933c-42aa-83b1-6105e6516085
std_1601298110202_54,58fd4990-50ef-4528-b903-0170a3edac7e
std_1601298063407_53,f5b08de1-f0d4-47c4-b944-67c1b5416174
std_1601298240360_56,60898b27-1754-4907-babe-cd0f9866c3c1
std_1601298180755_55,e2c678cb-933c-42aa-83b1-6105e6516085
std_1601298101119_54,58fd4990-50ef-4528-b903-0170a3edac7e
std_1601298051598_53,f5b08de1-f0d4-47c4-b944-67c1b5416174
std_1601298170142_55,e2c678cb-933c-42aa-83b1-6105e6516085
std_1601298091638_54,58fd4990-50ef-4528-b903-0170a3edac7e
std_1601298041394_53,f5b08de1-f0d4-47c4-b944-67c1b5416174
std_1601298030765_53,f5b08de1-f0d4-47c4-b944-67c1b5416174
std_1601298302922_57,08e3e0cd-c847-41a2-8de6-3e36fcf048f4
std_1601298229653_56,1c050f8d-bd7b-4225-82fe-6ef526603794
std_1601298019162_53,f5b08de1-f0d4-47c4-b944-67c1b5416174
std_1601298293635_57,08e3e0cd-c847-41a2-8de6-3e36fcf048f4
std_1601298217438_56,1c050f8d-bd7b-4225-82fe-6ef526603794
std_1601298162607_55,51ac4769-ab7a-46d4-866f-982952687ef8
std_1601298083915_54,e1d6fe99-b9d8-4cd4-8ae5-d591f31d5738
std_1601298281921_57,08e3e0cd-c847-41a2-8de6-3e36fcf048f4
std_1601298207695_56,1c050f8d-bd7b-4225-82fe-6ef526603794
std_1601298153499_55,51ac4769-ab7a-46d4-866f-982952687ef8
std_1601298076002_54,e1d6fe99-b9d8-4cd4-8ae5-d591f31d5738
std_1601298271123_57,08e3e0cd-c847-41a2-8de6-3e36fcf048f4
std_1601298196517_56,1c050f8d-bd7b-4225-82fe-6ef526603794
std_1601298144554_55,51ac4769-ab7a-46d4-866f-982952687ef8
std_1601298064939_54,e1d6fe99-b9d8-4cd4-8ae5-d591f31d5738
std_1601298259897_57,08e3e0cd-c847-41a2-8de6-3e36fcf048f4
std_1601298135119_55,51ac4769-ab7a-46d4-866f-982952687ef8
std_1601298186924_56,1c050f8d-bd7b-4225-82fe-6ef526603794
std_1601298057290_54,e1d6fe99-b9d8-4cd4-8ae5-d591f31d5738
std_1601298122920_55,51ac4769-ab7a-46d4-866f-982952687ef8
std_1601298047311_54,e1d6fe99-b9d8-4cd4-8ae5-d591f31d5738
std_1601298324717_58,1c19c12e-c457-4aeb-b91c-6ef6a08453ea
std_1601298317318_58,1c19c12e-c457-4aeb-b91c-6ef6a08453ea
std_1601298177698_56,889c3bd2-dc51-4d5e-8820-8b7871cad21d
std_1601298305032_58,1c19c12e-c457-4aeb-b91c-6ef6a08453ea
std_1601298251030_57,325a594f-2583-4131-9ecf-29b4118c5deb
std_1601298167301_56,889c3bd2-dc51-4d5e-8820-8b7871cad21d
std_1601298295501_58,1c19c12e-c457-4aeb-b91c-6ef6a08453ea
std_1601298243274_57,325a594f-2583-4131-9ecf-29b4118c5deb
std_1601298158771_56,889c3bd2-dc51-4d5e-8820-8b7871cad21d
std_1601298113012_55,1b25bb55-286f-43bb-bc2e-b51be51ac853
std_1601298284179_58,1c19c12e-c457-4aeb-b91c-6ef6a08453ea
std_1601298231497_57,325a594f-2583-4131-9ecf-29b4118c5deb
std_1601298149277_56,889c3bd2-dc51-4d5e-8820-8b7871cad21d
std_1601298100902_55,1b25bb55-286f-43bb-bc2e-b51be51ac853
std_1601298221447_57,325a594f-2583-4131-9ecf-29b4118c5deb
std_1601298139666_56,889c3bd2-dc51-4d5e-8820-8b7871cad21d
std_1601298090801_55,1b25bb55-286f-43bb-bc2e-b51be51ac853
std_1601298210530_57,325a594f-2583-4131-9ecf-29b4118c5deb
std_1601298081456_55,1b25bb55-286f-43bb-bc2e-b51be51ac853
std_1601298071711_55,1b25bb55-286f-43bb-bc2e-b51be51ac853
std_1601298271847_58,bc7eb4b4-1b3a-4b37-91c2-aea04b3e64c7
std_1601298131085_56,2138cba3-e31b-4205-b642-13578f8548ce
std_1601298356215_59,0a95053a-a8d7-4be0-80c3-655ba0a3ac24
std_1601298262062_58,bc7eb4b4-1b3a-4b37-91c2-aea04b3e64c7
std_1601298123272_56,2138cba3-e31b-4205-b642-13578f8548ce
std_1601298199109_57,c9086790-4ff0-453b-be42-f565d0f481df
std_1601298347800_59,0a95053a-a8d7-4be0-80c3-655ba0a3ac24
std_1601298253318_58,bc7eb4b4-1b3a-4b37-91c2-aea04b3e64c7
std_1601298190403_57,c9086790-4ff0-453b-be42-f565d0f481df
