tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220803-114456_50,fba02071-990e-4732-bc44-e1301a505bce,std_1659629969121_250,3tBJ-7ma8
tch_20220803-114456_56,53c59f5d-bd30-49f6-bd16-8548c4c85822,std_1659629973884_256,Cudm-ZxcV
tch_20220803-114456_48,8fe544d6-bbaa-453f-b78d-3553f5979856,std_1659629975173_248,9ZTV-neWo
tch_20220803-114456_51,64518c6d-930b-430f-994b-5e5008da655d,std_1659629977191_251,4M6X-f8MU
tch_20220803-114456_54,7957df4e-5b5c-45cc-a6fd-2d4a5fbaf414,std_1659629978826_254,mvte-9v7o
tch_20220803-114456_57,23840e44-89f9-4fa4-b11c-9e93cdc51e5e,std_1659629983891_257,yVH8-EZWa
tch_20220803-114456_52,eb1190bb-0747-4e86-ac6e-0039a53d0c8e,std_1659629984204_252,JP3z-Uw6x
tch_20220803-114456_49,f6c2a19e-533d-494d-be24-b4060f8332e6,std_1659629989764_249,H9Bn-9zKv
tch_20220803-114456_58,a9f1fd0f-7ced-4f1b-a692-183cd112d493,std_1659629993897_258,mNiU-p3Gu
tch_20220803-114456_55,d976b9b1-c922-4043-8cd9-0a00e31ab7a5,std_1659629991937_255,v9C7-P6U6
tch_20220803-114456_50,8d1fb81f-5766-4cc6-8bc0-3572b8dd316e,std_1659629998804_250,3tBJ-7ma8
tch_20220803-114456_53,dc2ca981-d6ee-4808-9078-70409f09459f,std_1659629997808_253,c2jf-9AxN
tch_20220803-114456_54,d1dfe488-8b88-4001-ba87-45d43b7bddd2,std_1659630003479_254,mvte-9v7o
tch_20220803-114456_56,89bdbbf6-2bed-41e1-9d88-8001ecccdd8a,std_1659630000731_256,Cudm-ZxcV
tch_20220803-114456_51,94da7de3-f550-4e40-be92-e32b7b37a789,std_1659630002706_251,4M6X-f8MU
tch_20220803-114456_59,1d314797-7a1d-407e-be57-409897678fa2,std_1659630003903_259,Q2G2-J943
tch_20220803-114456_57,6a011a36-75bc-4f16-b132-0fc782752a86,std_1659630009893_257,yVH8-EZWa
tch_20220803-114456_52,4133be9e-028f-4e2f-afca-a4e338d73621,std_1659630013901_252,JP3z-Uw6x
tch_20220803-114456_60,26d602ed-4f29-4016-9567-e01d012317ce,std_1659630013909_260,txGP-uhoU
tch_20220803-114456_55,c01d0527-131a-4d37-b678-1b6169f5b12c,std_1659630020541_255,v9C7-P6U6
tch_20220803-114456_58,0a80775e-b2ff-4f40-8840-1689c5b81e78,std_1659630019633_258,mNiU-p3Gu
tch_20220803-114456_61,27b64a14-4c79-4903-b258-3e74b77e83b5,std_1659630023915_261,aKy2-zmaV
tch_20220803-114456_53,3707ef74-989d-4f10-93cd-087992c21324,std_1659630025495_253,c2jf-9AxN
tch_20220803-114456_59,95c74705-e389-4864-83b5-4689a7b4322e,std_1659630028774_259,Q2G2-J943
tch_20220803-114456_54,e508c619-5a94-4a41-a830-00bcd4b11fb8,std_1659630026834_254,mvte-9v7o
tch_20220803-114456_56,8df42d41-0b7d-4bb5-9079-dba58dd2b602,std_1659630027959_256,Cudm-ZxcV
tch_20220803-114456_57,8d653315-ada6-4bb7-828f-9b4763d47b8f,std_1659630034843_257,yVH8-EZWa
tch_20220803-114456_62,3b75ede4-1ae5-45e6-a731-8db65b4fc6ee,std_1659630033920_262,9yTz-6uVr
tch_20220803-114456_60,521b41d0-ecde-49e0-b881-e13ce23cac8d,std_1659630040642_260,txGP-uhoU
tch_20220803-114456_63,7e3dec3d-07cd-4cec-93db-ca293757bd72,std_1659630044203_263,f8n2-sGE9
tch_20220803-114456_55,26463f59-4427-4c6d-8240-1a00ab01381f,std_1659630044245_255,v9C7-P6U6
tch_20220803-114456_58,07dde63d-258e-4659-aa97-c6b19e0ccc7d,std_1659630047228_258,mNiU-p3Gu
tch_20220803-114456_59,24bd2224-11e3-4c9d-af00-f84b11b1043e,std_1659630052735_259,Q2G2-J943
tch_20220803-114456_61,3688f525-bfe8-493f-967a-ec3449337d12,std_1659630050731_261,aKy2-zmaV
tch_20220803-114456_56,958598ea-d9ad-4760-8b8e-1dd8de7b7583,std_1659630053262_256,Cudm-ZxcV
tch_20220803-114456_64,c0329137-6675-486a-a4f9-5894087c8ddd,std_1659630054209_264,3Y4G-hdgh
tch_20220803-114456_57,f4c220d1-67ea-4249-b4f0-401832c96046,std_1659630062959_257,yVH8-EZWa
tch_20220803-114456_65,a6680b0d-518f-44d9-916a-6e9cc2a3e8e1,std_1659630064215_265,y8Hb-KDhf
tch_20220803-114456_62,aed001e1-fb1c-4a3a-9645-3dacc0cb7306,std_1659630064541_262,9yTz-6uVr
tch_20220803-114456_60,23b7b22e-b1ab-4126-8ccc-d9f22aa6c9cc,std_1659630064679_260,txGP-uhoU
tch_20220803-114456_63,219b2157-3fa3-46db-b067-f61e0f7f3761,std_1659630071798_263,f8n2-sGE9
tch_20220803-114456_66,a8c11454-47fe-4384-a398-b6617cf381ba,std_1659630074220_266,ZEe9-fugD
tch_20220803-114456_58,fc416278-c36c-40d2-9a1a-d747086faa43,std_1659630074315_258,mNiU-p3Gu
tch_20220803-114456_61,73c7d203-451b-456a-92b6-0e96771b1f28,std_1659630078559_261,aKy2-zmaV
tch_20220803-114456_59,cc715150-60db-43cf-9628-d3909e8c0b55,std_1659630078169_259,Q2G2-J943
tch_20220803-114456_64,237d0244-c9e1-4baf-9c4a-cdfecaa53bca,std_1659630082817_264,3Y4G-hdgh
tch_20220803-114456_67,19775008-ec75-4bf0-b299-1b1df6b31a83,std_1659630084226_267,B3xp-C8hF
tch_20220803-114456_65,52b518e3-f41f-408f-b2cb-ea76c46ed1d5,std_1659630089113_265,y8Hb-KDhf
tch_20220803-114456_62,df41cab1-fa1d-4dfe-b24a-89a053ea18d2,std_1659630091053_262,9yTz-6uVr
tch_20220803-114456_60,72434e62-d329-4ae1-af84-82e9a4e01725,std_1659630094061_260,txGP-uhoU
tch_20220803-114456_68,9010ca20-f44b-4dd8-8b9d-c4efb9375a2b,std_1659630094232_268,4nP9-fZXf
tch_20220803-114456_66,50e330a0-7880-478f-a5f5-589b32274929,std_1659630100628_266,ZEe9-fugD
tch_20220803-114456_63,5a4af888-81a0-483a-9964-39946c822f19,std_1659630098738_263,f8n2-sGE9
tch_20220803-114456_61,622581fb-0853-4747-ad60-655cffbada5c,std_1659630103869_261,aKy2-zmaV
tch_20220803-114456_69,2fa551b8-e2ce-4688-976d-6fbc803cc921,std_1659630104236_269,TD6K-7uZ3
tch_20220803-114456_64,62b52588-2db1-4a42-932f-985827d9f5ae,std_1659630108248_264,3Y4G-hdgh
tch_20220803-114456_67,9c49779b-248c-4a69-ad66-fcfdfa1c1b4b,std_1659630108302_267,B3xp-C8hF
tch_20220803-114456_70,1a55f7f9-a821-4928-b222-bdeb678c7867,std_1659630114242_270,AExQ-Bo8q
tch_20220803-114456_65,c258b58e-a2c3-48b2-8d72-b9034870261c,std_1659630113422_265,y8Hb-KDhf
tch_20220803-114456_62,5760c537-3326-4e7b-8358-160308f7e793,std_1659630116324_262,9yTz-6uVr
tch_20220803-114456_68,5bf2408e-ae39-4ca6-9d6a-b6d13099713a,std_1659630119778_268,4nP9-fZXf
tch_20220803-114456_71,9dac289d-a0ba-47e3-8052-17780d2172ab,std_1659630124248_271,Z9V3-BavV
tch_20220803-114456_66,72c19b45-668a-4a1c-b82d-42434a14b390,std_1659630124532_266,ZEe9-fugD
tch_20220803-114456_69,107b04a0-4518-427d-91f0-26a17f7854b0,std_1659630130518_269,TD6K-7uZ3
tch_20220803-114456_63,2f2d340b-a704-45ae-9656-125243e12146,std_1659630126116_263,f8n2-sGE9
tch_20220803-114456_64,38b3e2f4-4b1b-4a99-9840-30b6c0c800c4,std_1659630137221_264,3Y4G-hdgh
tch_20220803-114456_70,1e554431-ae2f-4c09-ab95-b5df157f7df4,std_1659630139248_270,AExQ-Bo8q
tch_20220803-114456_72,04513dd7-664a-4bb5-864a-e1cce77504b9,std_1659630134254_272,8Gbo-EsP4
tch_20220803-114456_67,36c15804-76b4-42f3-b08d-fa3c46a7e63d,std_1659630137558_267,B3xp-C8hF
tch_20220803-114456_65,2b9857e9-d63f-453f-b376-8fc245627887,std_1659630140468_265,y8Hb-KDhf
tch_20220803-114456_68,996ee67a-863e-4e92-afb4-74bcf01080fd,std_1659630146526_268,4nP9-fZXf
tch_20220803-114456_73,f874e1bb-28fe-46a7-9e98-deee35fcba2f,std_1659630144259_273,h87Z-g6A8
tch_20220803-114456_71,9a9e237d-1381-4538-919b-0f36f535b635,std_1659630151343_271,Z9V3-BavV
tch_20220803-114456_66,768fd2be-acdb-41df-bd8c-24f9edf163c2,std_1659630151624_266,ZEe9-fugD
tch_20220803-114456_74,989f0069-54ca-4dd2-bab6-59091d83a7b3,std_1659630154265_274,a8w4-8Zr6
tch_20220803-114456_69,8ae20fbc-1555-44dd-a3e8-83d39a91ca9c,std_1659630157018_269,TD6K-7uZ3
tch_20220803-114456_67,2e0f7c18-8882-43d3-9f96-743e520cf07e,std_1659630165121_267,B3xp-C8hF
tch_20220803-114456_70,330a1ebd-1313-4581-9f25-0579d74d8352,std_1659630161528_270,AExQ-Bo8q
tch_20220803-114456_75,a8645504-f9e5-4019-a93c-e33bc7b7ab96,std_1659630164271_275,PMD6-KuNV
tch_20220803-114456_72,ccf6356f-ebc3-4831-ab59-78f9c87a8121,std_1659630163608_272,8Gbo-EsP4
tch_20220803-114456_68,2bb5aa24-c9ea-40f4-a2bb-8e608a4e072b,std_1659630171387_268,4nP9-fZXf
tch_20220803-114456_73,0e2eb9d4-4081-48cb-8635-37a94502b7a9,std_1659630173205_273,h87Z-g6A8
tch_20220803-114456_71,9bb091eb-cdda-4e8f-aaf1-08c16169cc92,std_1659630175766_271,Z9V3-BavV
tch_20220803-114456_76,d712bd6b-949a-48e9-b0c1-08020f90fd47,std_1659630174277_276,NUKf-ZYLH
tch_20220803-114456_69,db14f87d-06a8-455d-aed8-77b25dd22085,std_1659630182950_269,TD6K-7uZ3
tch_20220803-114456_74,2054b4c1-0157-4be5-8019-5232497380f2,std_1659630182464_274,a8w4-8Zr6
tch_20220803-114456_77,78097ae3-389f-46c3-989b-0042252e2905,std_1659630184282_277,8h92-fMdp
tch_20220803-114456_70,029656e5-122c-4a14-a905-4c4e36f8fcf5,std_1659630189280_270,AExQ-Bo8q
tch_20220803-114456_78,343c96d6-1cab-4c86-971c-6fe0cba3858b,std_1659630194287_278,cp7U-Rr9T
tch_20220803-114456_75,b7223bbf-b938-4f6b-a6cb-6acc9cbb8235,std_1659630191534_275,PMD6-KuNV
tch_20220803-114456_72,3a37ba80-8eae-48eb-80dc-1be9c9057cf5,std_1659630191670_272,8Gbo-EsP4
tch_20220803-114456_71,54b9d7ec-b10e-48f2-bbc7-0353be71504a,std_1659630201642_271,Z9V3-BavV
tch_20220803-114456_73,078cee63-7fa5-4cfd-b4cf-56ad561d3cee,std_1659630200644_273,h87Z-g6A8
tch_20220803-114456_76,1a9731a5-d5f1-45a6-8cd3-6ec581bf6d90,std_1659630203940_276,NUKf-ZYLH
tch_20220803-114456_79,42a41774-5807-4bde-9435-0d7635fc235b,std_1659630204294_279,bMdA-42R2
tch_20220803-114456_74,221c1811-bd15-47c3-9321-7db0e79c5513,std_1659630208477_274,a8w4-8Zr6
tch_20220803-114456_77,842242b0-a3c1-4d19-81fb-9ae680ae9b28,std_1659630211390_277,8h92-fMdp
tch_20220803-114456_80,9be5aefc-24ba-480e-b3a2-5a91771529f2,std_1659630214299_280,vJNW-AnfB
tch_20220803-114456_75,9c1fa862-cf50-474c-bad1-86644c4a1bc9,std_1659630220340_275,PMD6-KuNV
tch_20220803-114456_72,cbae902d-07ff-429e-a39e-bdc87d5131db,std_1659630222714_272,8Gbo-EsP4
tch_20220803-114456_78,886a664b-54d8-4b17-a711-c0d078e2ccf0,std_1659630219226_278,cp7U-Rr9T
tch_20220803-114456_81,8a33f0f4-eb67-4d28-a9f5-5c5c7d237ca7,std_1659630224305_281,3t2c-46eC
tch_20220803-114456_73,063931db-6e4d-4c18-ac33-0151a7837570,std_1659630229567_273,h87Z-g6A8
tch_20220803-114456_76,4e824418-5582-47a0-a2a2-f95395e13fe1,std_1659630231024_276,NUKf-ZYLH
tch_20220803-114456_82,dd8b42e5-a518-465e-a5f9-13070274a197,std_1659630234310_282,nH49-Qm26
tch_20220803-114456_79,92dc0f7a-d0a5-4322-81b8-9b4a93bbc8a7,std_1659630232442_279,bMdA-42R2
tch_20220803-114456_74,0173b093-1f54-4384-b181-b8d5744adc79,std_1659630234815_274,a8w4-8Zr6
tch_20220803-114456_77,e89328d3-20dd-4487-9aa4-453ba66734ea,std_1659630238879_277,8h92-fMdp
tch_20220803-114456_80,9461f3f8-a249-4bf3-9681-2f305bfe0815,std_1659630240042_280,vJNW-AnfB
tch_20220803-114456_83,19d37d16-5cef-4559-86b9-461528f37bfa,std_1659630244315_283,npQ7-QE42
tch_20220803-114456_75,892041f1-8f62-4e31-acd2-3f5291205661,std_1659630243577_275,PMD6-KuNV
tch_20220803-114456_78,5218bf5f-3c54-43e7-905a-a428a3631ed1,std_1659630249943_278,cp7U-Rr9T
tch_20220803-114456_81,38d31cee-6895-4523-8853-443068a0c5c7,std_1659630250914_281,3t2c-46eC
tch_20220803-114456_76,9b265dc2-0ffb-4502-ac9a-48a7c42d438c,std_1659630257057_276,NUKf-ZYLH
tch_20220803-114456_84,e4d2517b-d1f7-43a7-8f1e-d5d5880e1859,std_1659630254321_284,9dpq-X2Eq
tch_20220803-114456_79,3f51a317-0fc6-4e09-b43b-61e4f643c989,std_1659630259676_279,bMdA-42R2
tch_20220803-114456_80,b0c63930-d9e6-4c27-a633-18699a9e14af,std_1659630263743_280,vJNW-AnfB
tch_20220803-114456_82,2f355c66-0199-45ec-b0bf-d333fca041df,std_1659630259675_282,nH49-Qm26
tch_20220803-114456_85,e78c9af7-fc6d-4810-942f-1e1b64a77977,std_1659630264328_285,LFrV-7J87
tch_20220803-114456_77,b48e1b71-2aeb-4355-ab2b-ca7c6d76617c,std_1659630262127_277,8h92-fMdp
tch_20220803-114456_78,d89e716a-fa0b-494f-901e-2f952e5b9b41,std_1659630273994_278,cp7U-Rr9T
tch_20220803-114456_83,d31fb358-0808-41a5-a34a-41de9118f4c5,std_1659630271310_283,npQ7-QE42
tch_20220803-114456_86,b16f1aba-e483-4f33-a134-ddea3a457371,std_1659630274334_286,ucNQ-zn64
tch_20220803-114456_81,adf7c053-da0e-4aa2-9d21-072653640916,std_1659630277908_281,3t2c-46eC
tch_20220803-114456_84,02272fc9-c8f0-444f-bee6-20ec73ab61ea,std_1659630284238_284,9dpq-X2Eq
tch_20220803-114456_79,65639495-d7a6-46f3-9905-259f24f88935,std_1659630284626_279,bMdA-42R2
tch_20220803-114456_87,c8f41e1b-7e6a-4272-ab65-5fe07670640e,std_1659630284342_287,y9u3-KtW2
tch_20220803-114456_85,f66d079f-3d6f-4212-96a1-95a4e8449629,std_1659630288829_285,LFrV-7J87
tch_20220803-114456_80,b8461a32-f9ce-4f02-9212-29e326735c83,std_1659630286875_280,vJNW-AnfB
tch_20220803-114456_82,dbe63325-4bf6-4d37-85a2-b94848484cd2,std_1659630287015_282,nH49-Qm26
tch_20220803-114456_88,7cbd11cd-0cd6-4fa1-bbdd-d2bf01cf016f,std_1659630294349_288,inqV-2DVi
tch_20220803-114456_83,5af85d5d-bcea-446e-8954-f964945323ac,std_1659630298517_283,npQ7-QE42
tch_20220803-114456_86,5cb9a177-3e2f-403e-b127-75fe07a9dd17,std_1659630300184_286,ucNQ-zn64
tch_20220803-114456_81,1d95daa9-7ed1-4215-9a9e-749cebfb57f5,std_1659630305544_281,3t2c-46eC
tch_20220803-114456_89,9ca9f862-5a7c-4ae3-95c4-976260209762,std_1659630304359_289,YVm9-jEYH
tch_20220803-114456_85,104f4dae-a1ca-462d-8b4e-d147355f56eb,std_1659630313557_285,LFrV-7J87
tch_20220803-114456_90,c4bf0604-e3e5-4800-9be9-643a3ce9d69d,std_1659630314368_290,vU97-cE6X
tch_20220803-114456_82,c4df4073-bcf6-47a7-bfc8-a145558fbea0,std_1659630314317_282,nH49-Qm26
tch_20220803-114456_84,4048a16d-137f-4a50-bb32-da2518629be2,std_1659630309082_284,9dpq-X2Eq
tch_20220803-114456_87,a5519f13-2ad0-4e39-bb7b-40bdbe9fb68d,std_1659630310051_287,y9u3-KtW2
tch_20220803-114456_88,77e50073-bc13-42ca-a63d-1d57126b2638,std_1659630317147_288,inqV-2DVi
tch_20220803-114456_91,b3ed6b57-63dd-48bc-ad9b-04da793fce90,std_1659630324377_291,432L-uR7t
tch_20220803-114456_86,d1024810-e013-4ed4-b4f2-59798b40bf7a,std_1659630328073_286,ucNQ-zn64
tch_20220803-114456_83,e29f6509-bd4b-4da4-9e2a-078100cdad3b,std_1659630324607_283,npQ7-QE42
tch_20220803-114456_89,cabd80e4-8230-4482-98df-dca4e1984dae,std_1659630331827_289,YVm9-jEYH
tch_20220803-114456_85,62c144c2-f1f6-41ae-80b8-9b479b4e8310,std_1659630337449_285,LFrV-7J87
tch_20220803-114456_92,883a0f62-99b1-439e-a5bd-4114239d1a19,std_1659630334385_292,s37J-8v7Q
tch_20220803-114456_87,2374ea7c-41e6-49ff-9cc7-62ec4f6380f1,std_1659630340215_287,y9u3-KtW2
tch_20220803-114456_84,61c8cee5-d944-4b95-9f44-a5ce59435e16,std_1659630338421_284,9dpq-X2Eq
tch_20220803-114456_90,6c82bc5b-87ec-41b8-bb51-1644d973e3d4,std_1659630337809_290,vU97-cE6X
tch_20220803-114456_88,2f6dd759-146e-4b00-8b88-0b8ec1bd40fb,std_1659630346980_288,inqV-2DVi
tch_20220803-114456_93,1e8423ca-ee20-4b89-996a-c83744afbe7f,std_1659630344393_293,r34K-9VUm
tch_20220803-114456_91,4de513d0-c14a-4aa3-863e-c72e0378fd61,std_1659630349916_291,432L-uR7t
tch_20220803-114456_86,0f8f281b-0f09-4dff-92fd-70ab5219c147,std_1659630351197_286,ucNQ-zn64
tch_20220803-114456_94,96faabf5-a087-499f-a8bc-5148f389d561,std_1659630354399_294,XZkq-YQrB
tch_20220803-114456_92,3faa62bc-6f21-4576-8352-2483c40d77e7,std_1659630359637_292,s37J-8v7Q
tch_20220803-114456_89,558fb988-a901-41bf-95e1-7072d7ca50a6,std_1659630357956_289,YVm9-jEYH
tch_20220803-114456_87,a8d963ac-e746-44eb-98c5-98b600ad5059,std_1659630365444_287,y9u3-KtW2
tch_20220803-114456_90,9541fd34-c31f-4370-aa11-ae076f337934,std_1659630367514_290,vU97-cE6X
tch_20220803-114456_95,a8177bf1-0044-4c48-9b7d-80139b053592,std_1659630364406_295,64PE-4Rh8
tch_20220803-114456_88,891051a2-e75a-405d-ab47-f6ba779153c6,std_1659630369741_288,inqV-2DVi
tch_20220803-114456_93,2c5f7746-da29-4954-a891-bd1a0d9d2af7,std_1659630373305_293,r34K-9VUm
tch_20220803-114456_96,4c5e130e-39eb-4971-b307-f779191454d1,std_1659630374410_296,MsEM-gpAo
tch_20220803-114456_91,6f562edb-f770-4b04-841e-1fdcb5ad51b5,std_1659630375739_291,432L-uR7t
tch_20220803-114456_94,8e9c1dcd-a57f-49b9-a7ad-5c813ed69a39,std_1659630382384_294,XZkq-YQrB
tch_20220803-114456_97,16a818bb-3b0a-4285-96c0-6479a6791855,std_1659630384416_297,6an3-hms2
tch_20220803-114456_92,d2375361-e369-4e25-b98f-283ccdf26951,std_1659630383194_292,s37J-8v7Q
tch_20220803-114456_89,1e46da33-0bc1-45d6-8c3b-4e3ade943852,std_1659630384149_289,YVm9-jEYH
tch_20220803-114456_95,295eb778-423c-4a9f-baef-f715564d30cf,std_1659630392515_295,64PE-4Rh8
tch_20220803-114456_98,c4e654ce-ac9d-4bfc-8c38-7373fa45ba1d,std_1659630394422_298,wf4E-fZHK
tch_20220803-114456_90,53519290-73bd-46f4-a4a3-6e80c5eceb5d,std_1659630392176_290,vU97-cE6X
tch_20220803-114456_93,eaf72cd3-1953-443c-bd02-cb5c22bc71fd,std_1659630399844_293,r34K-9VUm
tch_20220803-114456_91,27208e4d-8313-4cfd-9d98-40c665f5a03e,std_1659630402133_291,432L-uR7t
tch_20220803-114456_96,5cb16ef1-ee95-4656-afc6-90578e859b69,std_1659630400647_296,MsEM-gpAo
tch_20220803-114456_94,45851a95-8d31-4b88-a401-d83627df867e,std_1659630405010_294,XZkq-YQrB
tch_20220803-114456_99,144b0096-eab0-46f7-8e97-0915c68f1166,std_1659630404428_299,eb73-U49J
tch_20220803-114456_97,3546f3d4-4d4b-4c81-9318-92b08d6f2ba0,std_1659630406456_297,6an3-hms2
tch_20220803-114456_92,3ba03d58-94b8-414d-a948-ae1d7cd828b2,std_1659630409741_292,s37J-8v7Q
tch_20220803-114456_98,3d471781-32a3-4837-a800-f9fbab303536,std_1659630417563_298,wf4E-fZHK
tch_20220803-114456_95,c3f80b89-de4e-42d9-aac9-7aad4596aaea,std_1659630417489_295,64PE-4Rh8
tch_20220803-114456_100,ffcacb99-aa8a-4913-b31f-379b4c0796d9,std_1659630414433_300,emH4-KVk3
tch_20220803-140944_1,f7bdef1b-5147-4048-aee4-2b4d307084a2,std_1659630424438_301,uJ2W-D8U9
tch_20220803-114456_93,633a3ee8-e0b5-46d8-b4be-f52762b02927,std_1659630426778_293,r34K-9VUm
tch_20220803-114456_96,3f7e28b9-217d-4258-91c8-9fdb423bd030,std_1659630429242_296,MsEM-gpAo
tch_20220803-114456_97,dd701004-6163-41f1-824e-c06518f0ba7c,std_1659630433886_297,6an3-hms2
tch_20220803-114456_94,6f3d0078-65e6-4b71-91be-3e8320417657,std_1659630431172_294,XZkq-YQrB
tch_20220803-140944_2,b6c7a25b-74ce-4f01-bf33-452d6f33d004,std_1659630434460_302,NqX2-8D79
tch_20220803-114456_99,1634889b-d7a4-4a44-bbb4-d03597aba203,std_1659630432801_299,eb73-U49J
tch_20220803-114456_95,6e6d932a-38f4-4e9b-9860-2c779de2ab82,std_1659630442883_295,64PE-4Rh8
tch_20220803-114456_98,561dcafb-e246-44fb-9171-4a998c97c5ae,std_1659630441179_298,wf4E-fZHK
tch_20220803-140944_3,427d8c30-9de9-473a-98fc-32209f2ef9c0,std_1659630444449_303,vhyi-6gLe
tch_20220803-140944_1,37dceb6e-f066-473c-9442-4f2018e2d9b4,std_1659630448680_301,uJ2W-D8U9
tch_20220803-114456_100,fedadf4e-271e-41dd-8e62-1e9ef201bf02,std_1659630445121_300,emH4-KVk3
tch_20220803-140944_4,981a546f-5131-46c9-a2a8-3b80b3ee99f2,std_1659630454454_304,kDPs-hg3z
tch_20220803-140944_2,2024f057-97f8-4606-9f2d-b5aeb5e4dabb,std_1659630460783_302,NqX2-8D79
tch_20220803-114456_96,9dea72f9-826e-4a86-b908-e981b583478b,std_1659630458613_296,MsEM-gpAo
tch_20220803-114456_97,51afcbc2-4e58-43e4-b180-090290fa23f1,std_1659630458742_297,6an3-hms2
tch_20220803-114456_99,24cd6e6c-fd84-4383-82ad-814f21a0d6df,std_1659630461175_299,eb73-U49J
tch_20220803-140944_5,850a9272-5aee-4d43-b980-333943bc3e95,std_1659630464460_305,7ht4-KUnb
tch_20220803-114456_98,145c2ae7-43e3-4816-9b0c-a7d75899abbf,std_1659630467382_298,wf4E-fZHK
tch_20220803-140944_6,bbc3dab3-b17f-4fbd-b4a3-ca153e98be44,std_1659630474466_306,M84z-8m4T
tch_20220803-140944_3,93137bc3-a07d-4f37-896c-72652dba0104,std_1659630469433_303,vhyi-6gLe
tch_20220803-114456_100,9f83cb1f-5c90-46a4-a889-505197af9aa3,std_1659630472720_300,emH4-KVk3
tch_20220803-140944_1,97c8dccf-237d-445b-88f1-bea69c0500b2,std_1659630472135_301,uJ2W-D8U9
tch_20220803-140944_7,b823346e-2e60-4605-87d4-1d5c01ba85ea,std_1659630484470_307,Abej-yg8b
tch_20220803-140944_4,0763a701-68eb-4026-a880-8c30475fa97c,std_1659630483539_304,kDPs-hg3z
tch_20220803-140944_2,38216657-97f0-415a-9ee3-d37255aa24a0,std_1659630484494_302,NqX2-8D79
tch_20220803-114456_99,f68aecb0-4c7b-4d4b-900c-5542d0903390,std_1659630489992_299,eb73-U49J
tch_20220803-140944_5,c23513a0-c391-4d70-970a-74a6a89ba1a1,std_1659630492035_305,7ht4-KUnb
tch_20220803-140944_8,dc3ffa48-6e5c-4a74-8d71-38611364bfd4,std_1659630494478_308,vN39-8hJF
tch_20220803-140944_3,f4e49e3f-5d53-4524-abc0-5ab79fd1a746,std_1659630497578_303,vhyi-6gLe
tch_20220803-140944_6,8add2d3f-e708-4b55-9144-dec4d8ff0f2b,std_1659630497459_306,M84z-8m4T
tch_20220803-114456_100,ce57bbae-faf5-472f-9baa-3411c1da2453,std_1659630498556_300,emH4-KVk3
tch_20220803-140944_9,339e5bb4-a2d0-4b03-aaa1-9afa99ac99ee,std_1659630504486_309,78gZ-6H3h
tch_20220803-140944_1,40ecb0c4-ee42-45b1-90ec-23551eddc7ab,std_1659630502084_301,uJ2W-D8U9
tch_20220803-140944_7,ea406607-f67d-470e-a349-742348a76249,std_1659630509307_307,Abej-yg8b
tch_20220803-140944_4,62638426-0b99-4e12-8970-c25db3011923,std_1659630511568_304,kDPs-hg3z
tch_20220803-140944_5,f2ed8606-fb5d-4c57-9548-256931baaa7e,std_1659630517906_305,7ht4-KUnb
tch_20220803-140944_2,801d6853-f190-4c0f-8044-53d3b18287cd,std_1659630514733_302,NqX2-8D79
tch_20220803-140944_3,29b2864e-2ba7-4825-9a4d-a0389efcb234,std_1659630520891_303,vhyi-6gLe
tch_20220803-140944_10,8a19f729-14dd-496b-a543-13f943d6faa4,std_1659630514491_310,giYy-7FNB
tch_20220803-140944_8,3f3bcd78-3fc8-4f9f-b23f-a4a75b95ff7e,std_1659630519416_308,vN39-8hJF
tch_20220803-140944_11,b9e0ba8f-b741-4e1c-ba17-89c4d1f2283c,std_1659630524497_311,bLvq-BMH8
tch_20220803-140944_6,89666418-88a3-4b04-b93b-f775c38f6ba1,std_1659630524257_306,M84z-8m4T
tch_20220803-140944_9,f375ab6d-e9da-4814-b898-0ffe70b15a56,std_1659630531457_309,78gZ-6H3h
tch_20220803-140944_12,b013d4e6-f6ec-488e-9ded-cf23613da694,std_1659630534503_312,4wsn-Bi9M
tch_20220803-140944_7,fd3ebada-465b-4176-9226-6349bee37c1a,std_1659630534917_307,Abej-yg8b
tch_20220803-140944_4,c19c8684-b4d1-4dd0-ad21-21fc2ee16cb3,std_1659630541652_304,kDPs-hg3z
tch_20220803-140944_5,2e87a91e-16d7-4652-98e0-d8a14fd7b786,std_1659630542552_305,7ht4-KUnb
tch_20220803-140944_13,d2cda4ba-bbe1-4848-a692-b137aad7f71c,std_1659630544509_313,CVR2-xLvC
tch_20220803-140944_10,c8438a5a-b940-4a6d-9c91-de1f08942947,std_1659630546020_310,giYy-7FNB
tch_20220803-140944_8,28d2e24b-3ad0-4307-8166-a7400e119990,std_1659630547056_308,vN39-8hJF
tch_20220803-140944_6,db785675-5f2a-4c85-8579-273c89fc2ffd,std_1659630552901_306,M84z-8m4T
tch_20220803-140944_9,fb67d26a-4ba3-4185-93d2-4b6c1f40dcff,std_1659630555158_309,78gZ-6H3h
tch_20220803-140944_11,748721f0-9d9d-48c5-81f1-94ceecdb5257,std_1659630551116_311,bLvq-BMH8
tch_20220803-140944_14,6586b4d1-59af-4e8d-943b-fbabfe34d06b,std_1659630554514_314,U3xo-axi9
tch_20220803-140944_12,6c5f2d50-8c62-471c-9a32-da46e5de8029,std_1659630560793_312,4wsn-Bi9M
tch_20220803-140944_7,09e99ff2-554d-4d4f-8156-4a6dd505ca68,std_1659630563134_307,Abej-yg8b
