stdextid,groupid,tchextid
std_1659451008993_90,5e92d74d-fe70-4e00-990c-de32bbe67925,tch_20220802-183429_90
std_1659451141204_90,13410960-2056-4444-98c8-7541693fd261,tch_20220802-183429_90
std_1659451069987_91,2991c4c7-280b-403e-a222-51d73f4be432,tch_20220802-183429_91
std_1659451274951_90,b49d903a-05bd-4e51-8ad1-237aff582dac,tch_20220802-183429_90
std_1659451202527_91,3ae8ec2b-6c6e-4c14-a977-dce0fda909e7,tch_20220802-183429_91
std_1659451330861_91,ef867d2b-0787-4cd7-ac2a-f2b3bd1bee0d,tch_20220802-183429_91
std_1659451122228_92,904cb205-2108-4074-bfde-1b6f6f602671,tch_20220802-183429_92
std_1659451247533_92,7455693b-62c9-4ea9-a3eb-1ccc88a4566f,tch_20220802-183429_92
std_1659451376847_92,0cf03774-cac5-4c38-8d5d-fd819d8f4635,tch_20220802-183429_92
std_1659451186869_93,cc658570-9a36-4c29-afaf-823699d65071,tch_20220802-183429_93
std_1659451320755_93,f10608b0-55ef-4d79-9aeb-23f643bc88a4,tch_20220802-183429_93
std_1659451456950_93,051b8add-8f83-45af-9c4e-aad674729cf0,tch_20220802-183429_93
std_1659451256680_94,a16f9a63-e451-418b-8bf8-fcb8aa9018f7,tch_20220802-183429_94
std_1659451395174_94,28bbce9a-b015-4ebc-b459-f909b569eb32,tch_20220802-183429_94
std_1659451307564_95,2ea4f14e-8fb7-448a-8c0d-e0e2ff0b39ce,tch_20220802-183429_95
std_1659451527995_94,334e6e91-68de-486e-a7ed-080ee644893c,tch_20220802-183429_94
std_1659451438099_95,a5e49f82-76ef-47ea-bf5b-4a2c16bad4ae,tch_20220802-183429_95
std_1659451352363_96,beed0f9e-f213-41fb-b194-dcaf837b97c3,tch_20220802-183429_96
std_1659451574325_95,736626b6-e1eb-4485-a82e-3c1299cd9c40,tch_20220802-183429_95
std_1659451483306_96,a6747935-8cf2-4b0f-868c-095fe0d74c1e,tch_20220802-183429_96
std_1659451614199_96,e4224653-ca95-4365-acf8-511bfad4e152,tch_20220802-183429_96
std_1659451433557_97,50845529-64ce-4c0e-b070-920b026045da,tch_20220802-183429_97
std_1659451571532_97,07287762-990d-4a84-ba7c-93b79248de14,tch_20220802-183429_97
std_1659451702737_97,81a3faf1-68dd-4a7e-b336-ce86db276c9b,tch_20220802-183429_97
std_1659451500186_98,0a7aa32e-5dec-4ccf-b655-841c8098df66,tch_20220802-183429_98
std_1659451638010_98,18e41edf-b99c-4269-889c-4536fa41895f,tch_20220802-183429_98
std_1659451551711_99,2f4e705c-8baa-40df-ae64-667dc9c6fdf5,tch_20220802-183429_99
std_1659451768168_98,80637ada-2942-4ebc-88f1-4a9907bf4289,tch_20220802-183429_98
std_1659451686312_99,176a7057-e518-4633-9a4e-23fac9b1b888,tch_20220802-183429_99
std_1659451810064_99,63bd55f8-2fcb-4d49-9c2a-498aab1cdeca,tch_20220802-183429_99
std_1659451611152_100,77500b44-b2cb-4536-ae5a-a6835eb5bea1,tch_20220802-183429_100
std_1659451742939_100,3582979d-6203-4e8d-b99a-40126d6797db,tch_20220802-183429_100
std_1659451874539_100,d58383c3-3244-4eb9-8289-d993450451b4,tch_20220802-183429_100
std_1659507560562_1,0654e2bb-6ac3-4410-bc42-1585eac67aa7,tch_20220803-114456_1
std_1659507699140_1,cc9d8b33-4d1d-488e-ac38-22991a352fea,tch_20220803-114456_1
std_1659507620175_2,9fd4db07-88b3-42fc-a627-b4da083f96a2,tch_20220803-114456_2
std_1659507826797_1,06e1076b-e4ff-4411-8163-90845f1a7fa2,tch_20220803-114456_1
std_1659507750608_2,6172037c-aa05-4274-b886-966f5efe5335,tch_20220803-114456_2
std_1659507885118_2,e00148e3-b3e0-4dc5-9e84-0cede8478ada,tch_20220803-114456_2
std_1659507671726_3,0d14cdbc-d0fe-4736-9cdf-1ffaba9a67d6,tch_20220803-114456_3
std_1659507803070_3,fcd29972-9ed6-48e7-87c5-fe439b9ff57f,tch_20220803-114456_3
std_1659507727449_4,c6eaf134-a1cd-4d34-90c7-c196b684311e,tch_20220803-114456_4
std_1659507935662_3,263b3a03-dcd5-48a8-a632-5bf8816e7fda,tch_20220803-114456_3
std_1659507851036_4,209943b3-7933-4be6-ada9-59df4e499f8b,tch_20220803-114456_4
std_1659507978435_4,4599afa9-9e2a-4c10-96b8-0c18dcafbf9b,tch_20220803-114456_4
std_1659507800043_5,b203eb2d-49c9-4051-870e-a09da078e9b3,tch_20220803-114456_5
std_1659507935545_5,119d2a6e-77a0-4556-bb93-73c901036e09,tch_20220803-114456_5
std_1659507846651_6,026722ec-0ad9-4491-91b8-419f8f2d96a7,tch_20220803-114456_6
std_1659508072545_5,377c52a8-a4e3-4699-add2-8fef0450c85f,tch_20220803-114456_5
std_1659507975931_6,1c149263-250e-48c4-95d2-5f29219693a0,tch_20220803-114456_6
std_1659508103941_6,609a40df-cace-4d5e-ae97-b2b8ade68f19,tch_20220803-114456_6
std_1659507906872_7,4282c522-e4eb-4f10-8547-50dc4b4c11dd,tch_20220803-114456_7
std_1659508044390_7,86011fca-28ef-4e82-8f15-4b04a3c599b7,tch_20220803-114456_7
std_1659508174323_7,3bfd25ca-c5ac-43ef-a3c1-a7bf835ab23a,tch_20220803-114456_7
std_1659507983851_8,a5562690-1480-4d3a-ba23-5eb8e827908f,tch_20220803-114456_8
std_1659508113555_8,be5739cd-9e24-4efd-86fc-45ffb212c1b2,tch_20220803-114456_8
std_1659508248453_8,757ee643-523f-4330-8eab-9b0d002235af,tch_20220803-114456_8
std_1659508032091_9,67a68783-e2e0-45d6-9bba-3028dc53724f,tch_20220803-114456_9
std_1659508173874_9,a3dc70ac-0677-48b8-afe5-5429dd56bb4c,tch_20220803-114456_9
std_1659508298016_9,a53b199a-4838-4df1-984d-488d23d1f9b3,tch_20220803-114456_9
std_1659508093548_10,f28b216d-f118-41c4-ae51-6e06ac7fc095,tch_20220803-114456_10
std_1659508234318_10,a59723d2-f4dd-4853-81ad-d2688b631ba6,tch_20220803-114456_10
std_1659508149322_11,a01a2ced-53b6-4e12-b8a4-cf500376a2eb,tch_20220803-114456_11
std_1659508372394_10,cb16365c-eec7-4ff0-9f13-8aad07a92241,tch_20220803-114456_10
std_1659508285545_11,4e046c34-d761-4e5d-be7f-8d0c74a5f49f,tch_20220803-114456_11
std_1659508413561_11,a8ffb60a-3796-4f3d-958b-3c797aed6682,tch_20220803-114456_11
std_1659508220975_12,9f15bc56-fffe-4d84-bfbb-448876b809f9,tch_20220803-114456_12
std_1659508349996_12,e59d361f-bbee-409e-8cae-3a97bb3c6f1e,tch_20220803-114456_12
std_1659508481699_12,af7f554e-7a11-4bcf-b2dc-fa7de353be63,tch_20220803-114456_12
std_1659508273535_13,3a908c8a-da7b-40c9-abad-4fa2496d2e5d,tch_20220803-114456_13
std_1659508410122_13,e1cb4dde-0426-4c68-a8df-2bed03775b5b,tch_20220803-114456_13
std_1659508336227_14,def989db-7e30-40ee-912b-0af26355ec46,tch_20220803-114456_14
std_1659508538385_13,0cc32d5b-bde2-4975-b027-cc45e2df81ff,tch_20220803-114456_13
std_1659508470986_14,e1cb0c67-514d-4c06-bd84-8114fb576198,tch_20220803-114456_14
std_1659508596897_14,d8f44972-b4ce-47c1-aab8-4373b8cd5d9d,tch_20220803-114456_14
std_1659508390838_15,45dca72d-9378-4027-9031-c7d1558b71c4,tch_20220803-114456_15
std_1659508519623_15,80b16122-34c7-452c-baab-4fc0f23554b9,tch_20220803-114456_15
std_1659508451489_16,413975da-510b-4b60-9da9-153fea80f9ec,tch_20220803-114456_16
std_1659508659416_15,ab9db1fd-6fa5-422e-9a74-22ecbac09842,tch_20220803-114456_15
std_1659508586734_16,b14589fb-2e91-49ae-81bd-0e58acb3e9c8,tch_20220803-114456_16
std_1659508508742_17,e5848963-58f1-4fff-83d5-1ad73a0ac4ac,tch_20220803-114456_17
std_1659508720345_16,57b45327-a0c3-4eb4-85fa-418026e4be92,tch_20220803-114456_16
std_1659508637612_17,beeb832a-7b96-427b-9b9a-2ac81dd40226,tch_20220803-114456_17
std_1659508774081_17,f629785e-d5fb-4066-b015-487895357540,tch_20220803-114456_17
std_1659508578956_18,e2837502-6c29-4e2f-875c-bf209f2c04c3,tch_20220803-114456_18
std_1659508710270_18,0060a04a-7498-4463-8c39-27f1c96136d7,tch_20220803-114456_18
std_1659508845714_18,06ebf2be-6d8f-49e7-84c2-7119f49670e6,tch_20220803-114456_18
std_1659508627490_19,55593d64-8eb5-4207-9ce2-6b511aacb712,tch_20220803-114456_19
std_1659508765448_19,caee7e53-fcaa-45a9-bbd6-8d42cc6d8267,tch_20220803-114456_19
std_1659508899262_19,3b665e00-5797-4520-bc20-428a51d0c429,tch_20220803-114456_19
std_1659508689286_20,f8a3301c-b845-4a00-9ff0-405265ec907e,tch_20220803-114456_20
std_1659508818000_20,e7a81d70-0f0b-4072-9350-d06e5e7a9bd1,tch_20220803-114456_20
std_1659508954936_20,656aa8d9-47e8-4ef0-a166-8023f3aefa94,tch_20220803-114456_20
std_1659508749267_21,3fad019f-4b1f-4d56-8e7f-a4ad54f5fc95,tch_20220803-114456_21
std_1659508883625_21,5918baad-0761-4c3b-ae46-3807a6c18fd5,tch_20220803-114456_21
std_1659509019905_21,bc6be05d-ef80-420d-bba2-3e32a589d97c,tch_20220803-114456_21
std_1659508821614_22,e3a0adc0-6766-4e04-8bf7-09586352bff0,tch_20220803-114456_22
std_1659508956463_22,db15417b-8fc5-411e-b394-a2735fe2c822,tch_20220803-114456_22
std_1659509096826_22,ef1e093f-f1f7-479a-9354-759c1f2c30f9,tch_20220803-114456_22
std_1659508878417_23,f1323141-2a8b-4832-9074-0f0a595f70a2,tch_20220803-114456_23
std_1659509013916_23,16a965fe-e66f-4320-b482-e7c7e7bfd8d2,tch_20220803-114456_23
std_1659508934158_24,f502b6a3-5a15-43f9-ab49-f00bbc181b05,tch_20220803-114456_24
std_1659509150138_23,e4324106-bc28-472c-a760-f40457558d86,tch_20220803-114456_23
std_1659509063011_24,4ea3dbfe-7e4b-42ab-a0b8-b1c5f1767dbe,tch_20220803-114456_24
std_1659509194785_24,55853ed8-6e0a-4d4b-ad84-82c6639935cc,tch_20220803-114456_24
std_1659509004836_25,e3c2e92b-4f94-48b4-9a2b-07c20fe9f5d0,tch_20220803-114456_25
std_1659509137787_25,9dc796b9-3155-4e9a-8284-d1eafb5438de,tch_20220803-114456_25
std_1659509059393_26,d57b2457-3427-4e04-a872-6afbe30616ca,tch_20220803-114456_26
std_1659509274038_25,dd289462-fbb8-4090-aec6-a3fe144385be,tch_20220803-114456_25
std_1659509191345_26,e781e667-78ec-4397-bf04-2f62d2adc163,tch_20220803-114456_26
std_1659509322485_26,1918fa3e-af75-49c2-9f2a-702b703e6097,tch_20220803-114456_26
std_1659509120955_27,3a37e43c-6b02-418a-ab08-27977c8b3c3b,tch_20220803-114456_27
std_1659509251304_27,dabcc0f3-6bf5-47ec-9d49-e0c53070af29,tch_20220803-114456_27
std_1659509388451_27,a93b521a-9587-4aa7-b10d-93db8b208d04,tch_20220803-114456_27
std_1659509170099_28,963822f9-ac96-455e-beee-4ce821ab4fdd,tch_20220803-114456_28
std_1659509310669_28,d5e83dc4-5531-40f3-ac55-4941f11b783e,tch_20220803-114456_28
std_1659509445856_28,0d536574-3d7c-4baa-b685-c87a58ec1432,tch_20220803-114456_28
std_1659509248288_29,3c6a9daa-a3d5-45e0-bb2d-1faaac0d9bed,tch_20220803-114456_29
std_1659509374699_29,c37370c9-c4c5-4ec7-8d10-393293f25128,tch_20220803-114456_29
std_1659509293499_30,0877a951-33d2-4873-93bf-d7842cdab531,tch_20220803-114456_30
std_1659509514029_29,b01193e3-81a4-4315-9787-009600fa3559,tch_20220803-114456_29
std_1659509418362_30,b9cf8658-f181-47cf-9297-a380327a4f6f,tch_20220803-114456_30
std_1659509557922_30,7bbfad26-0ae1-4265-9c98-096f1bee7a5a,tch_20220803-114456_30
std_1659509367255_31,787d2e68-cb2c-4074-9b62-c62f36d590a5,tch_20220803-114456_31
std_1659509507808_31,d1197910-1c68-4694-a249-9968853def22,tch_20220803-114456_31
std_1659509638084_31,d1d3f6ed-171c-4379-8c3e-dabc21d66a72,tch_20220803-114456_31
std_1659509415834_32,51e808a6-1c9a-4fdd-b130-1143afcdede5,tch_20220803-114456_32
std_1659509575964_32,928cdf98-1cc3-44f7-9172-94cf73350736,tch_20220803-114456_32
std_1659509478867_33,925fb2fb-0066-4ae1-b8dc-0550306ed055,tch_20220803-114456_33
std_1659509707606_32,b5b35219-0cb9-42a8-a9f1-59083080a654,tch_20220803-114456_32
std_1659509616902_33,c3387b33-5596-4d15-b326-19c588f25204,tch_20220803-114456_33
std_1659509541104_34,e0958739-124f-4d78-abd3-05ded0a0af0c,tch_20220803-114456_34
std_1659509758633_33,48c50d6b-cc25-4df0-af3c-1fba52e03c6e,tch_20220803-114456_33
std_1659509669873_34,30f3f628-48d7-462c-aaa4-40999a3401b6,tch_20220803-114456_34
std_1659509793452_34,6a05e29e-79cc-4390-862e-2803720c27e2,tch_20220803-114456_34
std_1659509596411_35,ff5344d7-db68-46d1-88aa-f577372d4081,tch_20220803-114456_35
std_1659509725851_35,d4aa78ad-b52e-48c4-9368-9e0968235ac8,tch_20220803-114456_35
std_1659509855999_35,478cbcf8-fcb7-4640-bc49-adda35158337,tch_20220803-114456_35
std_1659509661481_36,f73e110c-e8e6-4005-9def-0a6b04e29e4e,tch_20220803-114456_36
std_1659509790525_36,65fb2c45-dbee-4c4f-8333-51c90ed9bb6d,tch_20220803-114456_36
std_1659509920801_36,0508d4b0-312c-42e5-a0cb-c5906bd8798e,tch_20220803-114456_36
std_1659509720756_37,f405b3cd-6c02-4c96-9669-c6aa9eac36eb,tch_20220803-114456_37
std_1659509856097_37,54c8cd9d-3301-4dd8-ac7f-dc801d3cdfd5,tch_20220803-114456_37
std_1659509779696_38,82084888-51eb-4f16-a5a2-4b7a3a8b2151,tch_20220803-114456_38
std_1659509991447_37,cae1fd0e-fa55-4496-ae55-f31423f5a36e,tch_20220803-114456_37
std_1659509912456_38,d6c55393-a9dc-4f28-9118-535f20b2ce40,tch_20220803-114456_38
std_1659510051570_38,26c54fbd-fbd4-4142-be2e-097f9717dc07,tch_20220803-114456_38
std_1659509841565_39,828a80e6-26f4-453c-9120-118526bfd66a,tch_20220803-114456_39
std_1659509979943_39,b157a846-d666-4612-94cc-4b988765cdb4,tch_20220803-114456_39
std_1659509904341_40,500c4c15-7525-4153-95c3-a36373941a2a,tch_20220803-114456_40
std_1659510109169_39,4ba625a1-f1b9-4615-8628-7eaf53e820ab,tch_20220803-114456_39
std_1659510028973_40,cefca278-48de-48be-b7f6-cdee4eb44f9f,tch_20220803-114456_40
std_1659510159953_40,abffddd2-a6e2-4284-bc53-6e40a4120c13,tch_20220803-114456_40
std_1659509966870_41,cd855c53-3e81-4406-9f13-6fc6d9d756d3,tch_20220803-114456_41
std_1659510101378_41,e0a32f3e-0625-472b-8486-bb1787da55bc,tch_20220803-114456_41
std_1659510023687_42,689c1778-5c47-42fb-b307-30b8158236ad,tch_20220803-114456_42
std_1659510236141_41,057344ad-190b-48ea-88ec-efa8109b4b5f,tch_20220803-114456_41
std_1659510144247_42,bff98425-115e-4ce1-b048-e764446dd46a,tch_20220803-114456_42
std_1659510281100_42,58a75f7e-81fa-4c59-a5cb-d6dc00e6f17c,tch_20220803-114456_42
std_1659510098627_43,b1c649a2-4155-4b6d-8570-d2828f5c546e,tch_20220803-114456_43
std_1659510225857_43,b8c2907d-48dd-43b1-a9a3-9508aad93226,tch_20220803-114456_43
std_1659510357400_43,8672c8e8-be24-4d65-83ca-050282cec737,tch_20220803-114456_43
std_1659510161242_44,a4a31867-1341-4bf4-8f07-289779d59e5b,tch_20220803-114456_44
std_1659510300090_44,43860dce-c7bf-4407-93f9-be9293e7cc21,tch_20220803-114456_44
std_1659510214782_45,8726e4f0-6cfc-4b98-b2e0-fbba0509a421,tch_20220803-114456_45
std_1659510431002_44,173413bb-9f37-4cff-8fce-01442e3339f3,tch_20220803-114456_44
std_1659510347007_45,6705571e-bc27-48d3-bc91-c30840331149,tch_20220803-114456_45
std_1659510479677_45,79dbedfa-1194-49d3-8d32-1059869348a3,tch_20220803-114456_45
std_1659510293302_46,f345d487-3030-4491-b5fe-fc46c8c5b688,tch_20220803-114456_46
std_1659510427212_46,e82ceaf8-1d53-45e8-b7e8-52743c3c6488,tch_20220803-114456_46
std_1659510558812_46,ce2bdebc-e36a-46e4-8db4-7078d180e4ce,tch_20220803-114456_46
std_1659510344969_47,77477872-5812-40e7-b99c-7789f5ba49ab,tch_20220803-114456_47
std_1659510477756_47,82343a3c-0fa4-4258-b6ae-5be9b3b2011c,tch_20220803-114456_47
std_1659510609436_47,9d3dfaf7-07b9-4358-a198-ea2f34bdfb91,tch_20220803-114456_47
std_1659510429510_48,20907f4e-c936-408f-8d90-988834a65205,tch_20220803-114456_48
std_1659510560784_48,1d34ee7c-b863-444f-9aea-7678d4fa1a7a,tch_20220803-114456_48
std_1659510487583_49,87f2d9e6-0ef2-41fb-8897-bd258259b109,tch_20220803-114456_49
std_1659510693244_48,74ac110e-8127-4bf1-a52e-d41a264bc4f8,tch_20220803-114456_48
std_1659510617237_49,9c01facc-bf9b-47c2-a011-b2ddf43b1deb,tch_20220803-114456_49
std_1659510547203_50,5bf3c38d-774b-4de2-a7a2-f93c81233320,tch_20220803-114456_50
std_1659510747721_49,4df1b1fb-32eb-4dff-9163-08377c229a8a,tch_20220803-114456_49
std_1659510681673_50,cdadb6ca-ce1e-440a-bcad-7e4a4a6d1892,tch_20220803-114456_50
std_1659510817429_50,994d6643-859d-4862-9d27-e389114ebe35,tch_20220803-114456_50
std_1659510614672_51,3e10f983-55d9-4f57-91ee-85a81263e136,tch_20220803-114456_51
std_1659510748921_51,35d45b77-d7af-4215-8aec-8afaa6dbffd1,tch_20220803-114456_51
std_1659510671646_52,c8dde500-f9fd-4a13-ace6-d79777fe37b8,tch_20220803-114456_52
std_1659510891345_51,de0ce659-885c-475d-be86-180cb39bdb4d,tch_20220803-114456_51
std_1659510800610_52,f134b363-34e0-4e1d-ace5-2f10eb61d46a,tch_20220803-114456_52
std_1659510941809_52,c02c62e1-ade3-49aa-97c4-6447e909f179,tch_20220803-114456_52
std_1659510735139_53,0cb4ca1b-911f-497b-8659-99e18143d54d,tch_20220803-114456_53
std_1659510868608_53,74210eb3-3388-44f8-ba1d-c82a2799543e,tch_20220803-114456_53
std_1659510994515_53,6bda7d28-e482-4e6c-86df-1588ac682ec9,tch_20220803-114456_53
std_1659510789163_54,bd8a4c76-2a66-40b5-a026-5bfdc6c6a06d,tch_20220803-114456_54
std_1659510925966_54,eb2a58d3-5349-43bc-8e38-e4f8be43f1f6,tch_20220803-114456_54
std_1659511058066_54,407c3ed8-5874-46c5-863c-865745a165b0,tch_20220803-114456_54
std_1659510858291_55,8761fa7c-feb9-41f7-9aae-7c5e50f88128,tch_20220803-114456_55
std_1659510985443_55,d7baf2e3-907b-469e-a440-52d240041776,tch_20220803-114456_55
std_1659511123698_55,1b1cf02d-0aa8-4cc9-aaaf-b343db6a7d2e,tch_20220803-114456_55
std_1659510919923_56,c6ba6c03-d2ce-4e4b-9b97-82270222f65b,tch_20220803-114456_56
std_1659511057792_56,324fda96-e832-4126-9672-456283923206,tch_20220803-114456_56
std_1659510982005_57,a807194b-2a15-445e-a0ba-6587d6b1466d,tch_20220803-114456_57
std_1659511196670_56,4f132d62-5bf9-4975-8ada-7dc4a67176b6,tch_20220803-114456_56
std_1659511119927_57,ce4611a3-c286-4a0f-8d1e-394a3b69433b,tch_20220803-114456_57
std_1659511259330_57,a3c9a252-d668-488a-9f72-dc461f8c64bc,tch_20220803-114456_57
std_1659511034512_58,600df25a-32de-4d93-b770-a2d2d3cf5c97,tch_20220803-114456_58
std_1659511178016_58,46e4a942-fe5e-4e05-9873-fa2b904cd021,tch_20220803-114456_58
std_1659511089889_59,4b0017ee-6ad0-4590-a2e9-48822102f0a2,tch_20220803-114456_59
std_1659511315445_58,d729a121-2171-4a4b-aecc-f978adab612e,tch_20220803-114456_58
std_1659511217623_59,630122e9-8ade-4a56-9857-97a24b36ec9a,tch_20220803-114456_59
std_1659511351061_59,a293eee2-9e96-45c1-aeb6-7be33f9d1e82,tch_20220803-114456_59
std_1659511165558_60,cf328001-49de-4994-b82e-914aab6848a5,tch_20220803-114456_60
std_1659511297133_60,4a541dbf-d5f6-4c6f-9c9a-4c04e16dc742,tch_20220803-114456_60
std_1659511220659_61,f4e9fd8f-1cd7-48f3-aa9b-41b7ac039a02,tch_20220803-114456_61
std_1659511432261_60,678d4cfc-178d-4465-bd07-e95945625770,tch_20220803-114456_60
std_1659511356099_61,a0055340-9bba-4fac-acc1-d4b35db42f86,tch_20220803-114456_61
std_1659511485729_61,566845ed-701b-4ed8-965d-f148108baa25,tch_20220803-114456_61
std_1659511285466_62,e1f93fae-12f2-43df-a5a4-7a06a91740e5,tch_20220803-114456_62
std_1659511414983_62,d9e8ed49-b06a-42c4-b787-af2d9312e0e5,tch_20220803-114456_62
std_1659511544192_62,2595290f-7559-430b-8b68-bca2a789b205,tch_20220803-114456_62
std_1659511351515_63,0299f0e1-bb6f-4fd8-973b-330dafd1ff81,tch_20220803-114456_63
std_1659511485945_63,b8725278-b6d1-4d1f-b1df-5eaabcf0140c,tch_20220803-114456_63
std_1659511621902_63,25d40112-57c2-43c9-a8ef-d697c0c8d0aa,tch_20220803-114456_63
std_1659511400700_64,3400a0d2-8bd8-4ca4-b4d8-157d2a63cd17,tch_20220803-114456_64
std_1659511535580_64,0732034c-eba5-4a58-91c6-829b7ec1de63,tch_20220803-114456_64
std_1659511673842_64,09df5c58-70c2-4fc9-ad50-fe263c17cb2a,tch_20220803-114456_64
std_1659511454215_65,a72b5629-d9e7-4c0f-8cec-fcb77d496168,tch_20220803-114456_65
std_1659511593070_65,f6c0e600-a555-4f7c-ab98-3f63f2a193a3,tch_20220803-114456_65
std_1659511728368_65,d7dc9392-229e-4997-ae7b-4160e3cfe941,tch_20220803-114456_65
std_1659511516010_66,a5c2198a-ceb5-4257-9c48-7b533e8cff10,tch_20220803-114456_66
std_1659511656809_66,0bf6d0a4-ddef-43e6-836e-a73b034e714d,tch_20220803-114456_66
std_1659511797091_66,5110d931-3bd9-4653-9452-b344a3ff7cc2,tch_20220803-114456_66
std_1659511578292_67,04ef414f-6d64-446b-ac48-d4a46e270634,tch_20220803-114456_67
std_1659511709299_67,0cce309a-2a55-40e7-8ba9-9352d35e23ca,tch_20220803-114456_67
std_1659511843940_67,dc33c100-e24b-43e6-af7e-0acf35c14ac0,tch_20220803-114456_67
std_1659511649657_68,c1088855-f45e-4a14-85bd-47f052f0369b,tch_20220803-114456_68
std_1659511784729_68,299434b1-cafb-4546-abf9-279eaeb82d60,tch_20220803-114456_68
std_1659511699726_69,33dbf8aa-14e2-4fbb-b3f0-551152dffe90,tch_20220803-114456_69
std_1659511922391_68,db83cd47-45c9-440a-af0b-95ccc7988f40,tch_20220803-114456_68
std_1659511824203_69,ef117e67-8f3c-497c-9513-20461ccbe57c,tch_20220803-114456_69
std_1659511959368_69,9d1e5b50-67b2-41a8-a7aa-6437da3039f1,tch_20220803-114456_69
std_1659511754395_70,18534c0c-b029-4ef5-b9be-059233ba2ebd,tch_20220803-114456_70
std_1659511886375_70,6757708f-d1c2-4562-8e70-68646cfee3d5,tch_20220803-114456_70
std_1659512021988_70,8e8e0b3d-547a-43ea-95fa-66d774e7f898,tch_20220803-114456_70
std_1659511821027_71,6a723260-1db0-4ed7-aca4-eedceea9665b,tch_20220803-114456_71
std_1659511945536_71,d9ea5565-e0f2-4ce0-b205-35d3a01d76d3,tch_20220803-114456_71
std_1659512071896_71,ab92676c-7445-4c5e-840f-ad992a902344,tch_20220803-114456_71
std_1659511875972_72,a283c07a-824e-4465-a9d5-88b39fd572df,tch_20220803-114456_72
std_1659512012286_72,13575f4c-2c5f-4c2b-a338-48257745cfd9,tch_20220803-114456_72
std_1659512142328_72,89062b9d-41a2-42ae-bfb2-e50c2dae2b52,tch_20220803-114456_72
std_1659511944205_73,422edca5-0f79-4a3c-a001-00f2d46c69a3,tch_20220803-114456_73
std_1659512082592_73,578c0973-0e17-4598-8c07-3f75ef869ebf,tch_20220803-114456_73
std_1659512218049_73,0f58d354-6268-47a0-a637-e19f43a43cae,tch_20220803-114456_73
std_1659512021370_74,7ff0fe17-f408-4043-9b0e-50c85603e079,tch_20220803-114456_74
std_1659512051107_75,cd56b4ab-e135-4fe7-96d7-6619aae518db,tch_20220803-114456_75
std_1659512156808_74,a49851dc-0634-44e8-9595-abe75fb5c52e,tch_20220803-114456_74
std_1659512179775_75,92d76b32-8777-4003-b200-863d01ba0c56,tch_20220803-114456_75
std_1659512292124_74,3bb95a48-08fe-4f80-9e66-5e74a03e0499,tch_20220803-114456_74
std_1659512310683_75,9e178524-ea38-4b71-9460-4a114bb671bc,tch_20220803-114456_75
std_1659512116144_76,8bf0e813-7b1f-481e-9287-266563022a1b,tch_20220803-114456_76
std_1659512245550_76,739323a0-0b5c-4d09-891a-49fa8f51fc06,tch_20220803-114456_76
std_1659512376609_76,21cb5b94-cc83-4b85-af95-77697002e683,tch_20220803-114456_76
std_1659512179448_77,bea8350d-5ff2-42eb-b6e0-630b85b029a2,tch_20220803-114456_77
std_1659512318376_77,fa9cf4c3-d4ef-41ac-aa06-9e54b7287d99,tch_20220803-114456_77
std_1659512239805_78,10b4f59d-f78d-4f6b-a263-a6fcf015219a,tch_20220803-114456_78
std_1659512452506_77,143cd297-4e89-4333-8fd5-9dcedc047fcb,tch_20220803-114456_77
std_1659512370104_78,eac5db6c-813d-40a9-852d-54607a15a2e6,tch_20220803-114456_78
std_1659512505776_78,b92807c9-0ee8-4923-9262-78f5d4c5fc4e,tch_20220803-114456_78
std_1659512301530_79,3099ffaf-9230-43ab-8ee5-c95d88b4822a,tch_20220803-114456_79
std_1659512432083_79,ae49b63f-44d4-4a3d-9ce8-8338d20c84cc,tch_20220803-114456_79
std_1659512561145_79,6a622263-af6e-4cfe-9e76-0b4f968e7f48,tch_20220803-114456_79
std_1659512356448_80,5ac52597-1b04-43e8-a2f7-5f7bb40f2eb4,tch_20220803-114456_80
std_1659512488181_80,c425d016-ca42-4a42-831f-4b88bc7f45c7,tch_20220803-114456_80
std_1659512412904_81,986f1305-3ae9-4be3-b6f0-767cff923834,tch_20220803-114456_81
std_1659512633649_80,80638f62-8633-4280-b2d6-f8e1c6ea21d2,tch_20220803-114456_80
std_1659512544797_81,f1e1262c-a485-4d4a-babe-9cd5d1c6c56e,tch_20220803-114456_81
std_1659512674005_81,dba92431-ac29-416d-896f-cdfd0715c47c,tch_20220803-114456_81
std_1659512480839_82,3d423044-3ca7-4cc1-9d4d-f3f776196fbe,tch_20220803-114456_82
std_1659512616477_82,fe5ba2ec-0c8e-45db-8805-fc5d569011d1,tch_20220803-114456_82
std_1659512545513_83,da0c6c1f-12a3-4f59-8bc3-6f0ad25878ba,tch_20220803-114456_83
std_1659512755687_82,2cab8204-adb7-4e82-a9b1-8da47e692986,tch_20220803-114456_82
std_1659512681356_83,88dc4cea-6298-4b1c-b43c-c9b006667198,tch_20220803-114456_83
std_1659512810538_83,8afddbee-bb6e-443c-9961-2d825641e1b8,tch_20220803-114456_83
std_1659512607987_84,7bf0f677-e231-4954-bb04-139905a3c3a9,tch_20220803-114456_84
std_1659512740473_84,32d3205e-6e27-4b6e-a77e-d41eaea163bd,tch_20220803-114456_84
std_1659512877816_84,6413fc5f-678e-4a16-bf04-a852df973726,tch_20220803-114456_84
