extuserid,classcode,classid,invid,tchextuserid,category,pe_category,pe_end_index,category_type
std_aj2h-d4A7_1731319055530_31,8tgY-sx3v,e73d9d9f-1488-4a30-ba83-11d959aabeb4,849579cb-ede3-490c-af2e-c0755d91d7da,tch_L3_20241113-104900_5,L3,l3pe,5,L
std_8b3e-wa8E_1731319573101_65,jRzr-YhG7,bf8935cc-8ffd-461b-8952-4038a0c9ab52,c6dd7647-5f1e-4c06-ac1e-e76c885b154c,tch_L9_20241119-101959_9,L9,l9pe,4,L
std_a6YZ-7Rdh_1731318550791_2,7M3C-4Uzq,89149076-f33d-4423-9785-be1177588bfe,c7368621-7b80-47b6-814a-3b79993c2a45,tch_L1_20241119-142553_2,L1,l1pe,4,L
std_FadJ-xj97_1731319958795_92,oYg8-v2Q3,57ab7dc5-9859-4422-8f6a-58546b5855d1,7443ea43-e9bd-4325-b358-8241718341d9,tch_M5_20241119-135502_12,M5,m5pe,5,M
std_V9kq-vU36_1731319267179_47,Rg8x-D2DC,fabb0854-019c-4df5-b9a2-4ed7a7d9329a,8a4390ad-f802-4cfe-b4ec-9a969d85912d,tch_L7_20241113-100225_6,L7,l7pe,3,L
std_ti98-TrV7_1731319907039_89,ucg7-e4a8,24ed4f46-d5db-4096-b687-545bfc5e694c,9497b71a-e9f4-4d7a-95db-0015dbcce7ff,tch_M5_20241118-183612_12,M5,m5pe,5,M
std_p2TZ-YEBe_1732091119809_91,jt62-V846,10ede15f-cb4a-457a-8ec2-b8295d19cea0,c659ce8f-3766-4483-bd3a-42048baa0839,tch_L7_20241118-183612_6,L7,l7pe,3,L
std_eki9-7vB2_1731318660193_6,cKMb-7QD9,7724f09f-2c8d-4002-af43-2516b8d8df6e,55821dcf-605b-4145-b836-3abe581db67f,tch_L1_20241119-152307_2,L1,l1pe,4,L
std_kHis-FPa7_1731318928238_22,sCsY-6yFP,58d333d9-92fa-4686-83ef-fd66b8a31366,b1df0951-7528-44c2-b68a-6e8679301d9e,tch_L2_20241118-124931_3,L2,l2pe,5,L
std_EvUF-LxNz_1731318827052_16,6KNe-z3pi,1e78d8d0-c08c-43ef-8e3e-2993b956ba40,a3e01620-2c12-4cbc-a47b-ba3273b98c2d,tch_L2_20241119-164807_3,L2,l2pe,5,L
std_qVqg-7ZyK_1731318533046_1,9A67-rdL2,88bb8630-daf2-4dd0-afe0-b61effdb48d0,07f6aece-d27a-441b-aa06-3d6ee600117c,tch_L1_20241118-183612_2,L1,l1pe,4,L
std_z64G-sZYn_1732090468355_15,sTqX-3hpj,4409e200-36fc-446c-817b-68260a296a87,40df9bbe-6b33-48fd-a84e-915a24f212ae,tch_H1_20241119-095105_13,H1,h1pe,5,H
std_3947-io2T_1731319594383_66,gGP6-8tAd,58709c19-c29d-47e9-9374-07e25226bcc6,b265bc83-764d-4893-9fae-3cbe802ae970,tch_L9_20241119-152307_9,L9,l9pe,4,L
std_mi2w-Gu2w_1731318988763_25,8zgW-Dak7,24833590-e73c-4dac-a086-1e1a421f045c,66934bdb-470c-4564-b1f7-e237134f14f9,tch_L2_20241119-161702_4,L2,l2pe,5,L
std_Lq3f-jfw4_1731320022042_91,KfQ6-3RQ2,d8a96ab3-cea2-4c1e-89a7-dbeb04f90a77,d2ec245b-3fc5-4be0-9c12-a7ece106a42e,tch_M5_20241119-145753_12,M5,m5pe,5,M
std_93HR-goab_1731319068488_34,GKfW-r4tb,f7850538-d242-4fd6-a76c-d864e676a244,818ddcfa-fff0-4fdb-ae9d-aa6c313ef439,tch_L3_20241119-095105_5,L3,l3pe,5,L
std_6y8c-yr49_1732086869749_51,8tgY-sx3v,e73d9d9f-1488-4a30-ba83-11d959aabeb4,ac09d6e4-c1bf-4450-943b-e4870ff4d046,tch_L3_20241113-104900_5,L3,l3pe,5,L
std_ti98-TrV7_1731319984345_89,oYg8-v2Q3,57ab7dc5-9859-4422-8f6a-58546b5855d1,a37aac3b-6601-494e-9d3c-22dc726b6f1a,tch_M5_20241119-135502_12,M5,m5pe,5,M
std_n9zB-3Weq_1731318721445_14,8wBF-Kde6,74dbeee0-01a4-497e-882e-4a1ba4088a97,16f23461-c879-491a-b3c2-d6113aaf4b7f,tch_L1_20241119-171846_2,L1,l1pe,4,L
std_FadJ-xj97_1731320007692_92,7qBa-LX2Y,97be596b-90ba-4794-b04e-082c50055f1d,a5824f76-cc2a-4f3d-83a3-1626836c021a,tch_M5_20241113-104900_12,M5,m5pe,5,M
std_7QFD-dgEN_1731319850211_81,Yk9a-oK6v,a4e07402-8294-46f5-822a-90fc30d24433,5f157e0c-90cc-4c50-96d5-25970d92c61f,tch_M3_20241119-152307_11,M3,m3pe,5,M
std_7Ffx-UThw_1731319340293_51,2Y8A-HdRB,c0122f6a-5330-4348-a6b3-65471cfac1f9,7848817a-5f17-437a-8d31-8b76c4827d18,tch_L8_20241118-122352_8,L8,l8pe,4,L
std_iBNY-s9NR_1731319538105_64,gGP6-8tAd,58709c19-c29d-47e9-9374-07e25226bcc6,18227a8e-0ee0-436e-88d2-6c97c627a55a,tch_L9_20241119-152307_9,L9,l9pe,4,L
std_3u9W-Fw2g_1731318908646_19,6sPU-r236,b13c6f26-bab3-442b-9391-50e73f846298,507a2a8a-9378-4629-8ffa-d2d40c38fbe8,tch_L2_20241119-095105_3,L2,l2pe,5,L
std_fj28-ZB4R_1731318965144_27,MFBr-4bmJ,95229bd4-a1ff-41bc-b958-ec632a6badda,54903b11-f499-491a-bd85-d5fd837fcc3d,tch_L2_20241119-154312_3,L2,l2pe,5,L
std_EvUF-LxNz_1731318815719_16,DLan-b9AF,1d27b36b-3ac7-4f78-952c-716d406644dc,6636a305-a3af-4676-8f9c-923f2bbfcff4,tch_L2_20241118-183612_4,L2,l2pe,5,L
std_ba4d-8r3W_1731318683886_5,8xCd-cwb9,f013496f-5388-4b8c-8ca6-5b160529241b,e795ba1a-de8d-48a9-a503-43d8dd097648,tch_L1_20241113-104900_1,L1,l1pe,4,L
std_z64G-sZYn_1732090009470_15,vJ2N-T67K,fc7f5046-f531-4742-b140-c020a863ca74,6ab084c9-141f-4cfa-85e2-1687827259c0,tch_H1_20241119-135502_13,H1,h1pe,5,H
std_3M8e-g6Mv_1731319847277_79,CY97-42B8,70e964f0-23e7-479e-b255-4974b4922645,04f47ba1-2e84-49a8-9ce5-44351ea3e64a,tch_M3_20241119-135502_11,M3,m3pe,5,M
std_87Mu-9p94_1731319969141_94,ACXT-cGR7,b6eabcb0-e32e-4846-bcf4-811b4e62c988,e24f1fae-1b89-4bcf-86b6-c2a7612ca4e2,tch_H1_20241119-154312_13,H1,h1pe,5,H
std_pt3t-UDN2_1732096856467_16,69p8-t2Fi,adb36e7e-5b75-4274-8f18-5f142dc0b43d,ba5522dd-d1f4-4d4a-af76-1e7a725804a7,tch_H1_20241118-122352_13,H1,h1pe,5,H
std_ZMyA-x98R_1731318941329_26,6sPU-r236,b13c6f26-bab3-442b-9391-50e73f846298,ae001e79-f22f-4a81-886a-a9e1ccbbc11c,tch_L2_20241119-095105_3,L2,l2pe,5,L
std_87Mu-9p94_1731320021456_94,7mNG-Fo3Z,68147075-1187-47f4-9be3-7b7b8c5973cc,a748e518-96d6-4310-96e1-d009e3b5b911,tch_H1_20241113-104900_13,H1,h1pe,5,H
std_e8MG-XtEg_1731318817425_21,mNhj-Qnm3,11af6b7f-0fc5-4595-95d5-745186e8edcb,f6dc8286-1067-4b13-93e7-df940927c952,tch_L2_20241118-122352_4,L2,l2pe,5,L
std_Tr9T-98EC_1731318779816_10,9A67-rdL2,88bb8630-daf2-4dd0-afe0-b61effdb48d0,3426d522-5a3f-4ac9-baa5-ddaa70680780,tch_L1_20241118-183612_2,L1,l1pe,4,L
std_Tr9T-98EC_1731318740130_10,Z9m6-nydU,80d8372c-cee7-4606-b82a-bc8db37759fa,ada3bdfb-9e07-4640-b428-6b2e9d2db188,tch_L1_20241119-154312_2,L1,l1pe,4,L
std_z64G-sZYn_1732090138391_15,ACXT-cGR7,b6eabcb0-e32e-4846-bcf4-811b4e62c988,699a0aa9-b0b0-414e-8e8f-ec8b95d0fee8,tch_H1_20241119-154312_13,H1,h1pe,5,H
std_Lq3f-jfw4_1731319958825_91,sH7c-WjL4,8ee4fbf0-a1fb-46f9-b809-ef682d4054b6,09ea87bf-c7b9-4679-a127-b90f8da3e9e3,tch_M5_20241119-142553_12,M5,m5pe,5,M
std_3M8e-g6Mv_1731319707653_79,6qp8-34nh,36913c1e-6f13-4c90-8fc0-33f0ff1a822f,765f8a49-0a82-451b-9c24-0b827eee6200,tch_M3_20241119-145753_11,M3,m3pe,5,M
std_FswK-VLzK_1732096324248_15,zU8r-V27H,11335be7-b839-436b-9765-a8b4348106bf,d72cb9be-9159-4b62-86c5-1abf95538646,tch_H1_20241118-124931_13,H1,h1pe,5,H
std_6MKd-8QHY_1732089745055_16,tWd6-yEsh,0d2eab65-0b57-4f53-9151-5f4c395cd798,efccda17-9e99-4317-8ebf-39d3f931fb89,tch_H1_20241119-171846_13,H1,h1pe,5,H
std_R7zy-bQ7t_1731318766458_11,vn3R-PJwF,c72210bf-e90a-42dc-b98a-ea41421ac045,1cb950ac-b924-4158-92e1-655f6f4643ad,tch_L1_20241118-183612_1,L1,l1pe,4,L
std_a8H2-T9Jt_1732091047386_87,463d-8z38,7abfa0f1-af2b-408a-a5d1-7f455b5593b2,a98e2ef7-af83-443f-8845-7a2d6b891481,tch_L7_20241119-145753_6,L7,l7pe,3,L
std_9pr9-234s_1731319892967_78,QdUJ-y9tb,85fb2bba-7885-4952-9a38-25412080b8f8,4a2b6f8f-6bce-445c-8e50-ce7eca57ef20,tch_M3_20241119-161702_11,M3,m3pe,5,M
std_eki9-7vB2_1731318603150_6,vn3R-PJwF,c72210bf-e90a-42dc-b98a-ea41421ac045,bcfc1e79-d4c9-4d99-9dbc-9dbc57249f7d,tch_L1_20241118-183612_1,L1,l1pe,4,L
std_eki9-7vB2_1731318613968_6,eNE6-si8g,576b3be1-1dff-456c-aecb-13458ae6ff34,405c1c62-1685-445c-b61c-19ab7752e0c7,tch_L1_20241119-161702_1,L1,l1pe,4,L
std_pt3t-UDN2_1732096659642_16,PH2F-eh82,b9790679-cfe7-44a1-8c14-ade9b732a529,7826b7de-f380-4187-9a65-d8491d2c6404,tch_H1_20241119-164807_13,H1,h1pe,5,H
std_UCuE-b6Ci_1731319652574_74,C7yi-MotN,ae88bf5f-3b0b-45aa-a51b-662a67b83a95,2aba6740-07a1-470d-ba1b-df7ba1d83168,tch_M2_20241119-154312_10,M2,m2pe,5,M
std_z64G-sZYn_1732090271870_15,WxHo-4hy7,3f3ca712-c5c4-48c1-a45b-9eef3d5e2af5,62187964-16b8-4cbe-abcb-8997ca0dfc2e,tch_H1_20241113-100225_13,H1,h1pe,5,H
std_atZK-9nuv_1731319786476_82,FNvb-2TJp,8159e17f-19e7-44cd-bd73-c468a8445274,a0415d4e-152b-4387-9d3e-441bc43b2a01,tch_M3_20241119-142553_11,M3,m3pe,5,M
std_HLQB-6HAn_1731319169227_35,Cge3-Z8Fh,cd43e43d-1808-4b9d-aa45-1ac231851785,ba8547e2-443d-4616-abd6-02e3ca39ec6c,tch_L3_20241119-154312_5,L3,l3pe,5,L
std_fj28-ZB4R_1731319003112_27,f9pd-bVH2,3e1ac6e4-085a-4d8e-9bfb-9372fe56dd3a,119d2c8f-ea32-4d0e-bee0-a5d5ae044391,tch_L2_20241113-100225_3,L2,l2pe,5,L
std_z64G-sZYn_1732089681859_15,PH2F-eh82,b9790679-cfe7-44a1-8c14-ade9b732a529,0160b00d-8bc1-48b0-bc6b-6b2152547e8d,tch_H1_20241119-164807_13,H1,h1pe,5,H
std_93HR-goab_1731319091141_34,LgVF-r2Xx,d394458b-b34b-4bca-a581-f60e80a7fa7f,6e533189-826c-4b60-be5d-1aacd880081e,tch_L3_20241119-171846_5,L3,l3pe,5,L
std_eki9-7vB2_1731318631588_6,98w7-6ygD,e8efec99-2971-4f12-8df1-1c83bcc42f58,dd94bb8e-a9ed-4728-9faf-c77dde129fcb,tch_L1_20241118-122352_2,L1,l1pe,4,L
std_HLQB-6HAn_1731319042117_35,V6cB-9N8r,6448cb40-6e91-4515-baf9-cf797abcbf0b,dc0b2436-ff6a-419a-8fce-b01d18f4957c,tch_L3_20241119-142553_5,L3,l3pe,5,L
std_FswK-VLzK_1732096786487_15,7mNG-Fo3Z,68147075-1187-47f4-9be3-7b7b8c5973cc,044b38b8-bd58-44af-9e51-3e4ceb4fac6a,tch_H1_20241113-104900_13,H1,h1pe,5,H
std_ba4d-8r3W_1731318595234_5,489K-68YK,1c2f8691-6bf0-42d1-a380-3b112f7111b0,d4641964-4fa7-4513-a624-41ec225e342d,tch_L1_20241119-145753_1,L1,l1pe,4,L
std_e6i4-f9Br_1731319328398_52,GNtZ-AenJ,da2c354d-0bbb-4ea1-a2b9-329f54ab8cbf,75bd0619-5a58-411f-b5d7-10863861adac,tch_L8_20241113-104900_8,L8,l8pe,4,L
std_HLQB-6HAn_1731319048415_35,z6aV-BfYC,484d0cd7-b593-40f7-acb5-4cc2abfb3c74,13cc7636-6f68-4c5e-bbc0-2704f893a1c9,tch_L3_20241118-124931_5,L3,l3pe,5,L
std_KxVa-TGv3_1731319724652_75,U8hp-xtRU,99785bcc-2b2c-406c-b4a3-a549430fd357,434996b8-42ab-480b-b723-ca9958778a03,tch_M2_20241118-122352_10,M2,m2pe,5,M
std_a6YZ-7Rdh_1731318632895_2,Jh34-MTRa,508155f1-fd8d-41b8-b642-40598a7212bf,a5e0c2e7-2720-4fc0-8e2f-46950bf6153a,tch_L1_20241119-101959_1,L1,l1pe,4,L
std_UCuE-b6Ci_1731319674437_74,L7QH-7Q24,60a56f6f-d804-473c-8ad1-ea43709ab258,a3f20ac9-81ac-4ab3-bffd-9a6e75d03668,tch_M2_20241119-171846_10,M2,m2pe,5,M
std_6KLT-Ar2z_1731319994659_95,PH2F-eh82,b9790679-cfe7-44a1-8c14-ade9b732a529,36c1a05b-4827-410f-ac9c-4ea3f247ecfe,tch_H1_20241119-164807_13,H1,h1pe,5,H
std_p8Qz-smz9_1731319450109_57,ici4-vs4K,6ddb1738-461d-4715-9a39-46cddf4dd6ae,e1ffff78-2c9c-4543-b7a2-67d6f9c157bf,tch_L8_20241119-152307_8,L8,l8pe,4,L
std_n9zB-3Weq_1731318751527_14,8wBF-Kde6,74dbeee0-01a4-497e-882e-4a1ba4088a97,995ecb27-7ce9-4463-a786-3020543a5cc0,tch_L1_20241119-171846_2,L1,l1pe,4,L
std_tH23-GeNH_1731318968801_28,KAQ4-rfZL,999e82a8-aba6-4200-b54d-75ca5ed83279,e7df4afa-ae2a-4e4f-b22c-5c1c97064201,tch_L2_20241118-183612_3,L2,l2pe,5,L
std_RPv4-pgQg_1731318832697_18,2f2k-3hmk,b1d428c4-5b93-4085-9bc3-2763a4107822,903e639f-1327-429d-9cb0-ca64add0f32f,tch_L2_20241118-122352_3,L2,l2pe,5,L
std_6MKd-8QHY_1732090265566_16,tWd6-yEsh,0d2eab65-0b57-4f53-9151-5f4c395cd798,5870184d-5fff-4f58-929f-b4781c8c555e,tch_H1_20241119-171846_13,H1,h1pe,5,H
std_Zd4s-tMy3_1731319438307_56,ici4-vs4K,6ddb1738-461d-4715-9a39-46cddf4dd6ae,9dd9b287-26ca-4697-9a71-bbef60b39778,tch_L8_20241119-152307_8,L8,l8pe,4,L
std_atZK-9nuv_1731319864070_82,CYFH-sCA7,2888cd08-9957-481f-b30d-a69b5c7b4166,e366420d-74fa-4e53-8fb7-7992f7203387,tch_M3_20241113-104900_11,M3,m3pe,5,M
std_Vd8q-hHF2_1731319266332_48,m8xc-EQM9,74b4d216-8116-44ce-ba54-ce0e582a926d,b3d5bb7a-d603-48ef-b228-2e16d8b90e65,tch_L7_20241119-171846_7,L7,l7pe,3,L
std_Y8yZ-CDdq_1731319156765_32,GKfW-r4tb,f7850538-d242-4fd6-a76c-d864e676a244,9a647b32-bfc8-4220-984d-15d2129e89e7,tch_L3_20241119-095105_5,L3,l3pe,5,L
std_R7zy-bQ7t_1731318670074_11,kGK4-Dq6K,f59baad4-7ff7-40ec-9e2e-a3cb1f661714,51e4ea50-61e1-4604-8625-8ecc7f3cc237,tch_L1_20241119-145753_2,L1,l1pe,4,L
std_ti98-TrV7_1731319937087_89,tz7m-K3si,cfcc0e88-7045-409c-9d26-79ec486543a8,c42f34be-0549-46f0-accf-894ed001a644,tch_M5_20241119-095105_12,M5,m5pe,5,M
std_87Mu-9p94_1731320004485_94,zU8r-V27H,11335be7-b839-436b-9765-a8b4348106bf,10ec0e17-90fe-4585-98f9-016baac2c1a1,tch_H1_20241118-124931_13,H1,h1pe,5,H
std_z9vr-hLsA_1731318561971_3,fA9T-b6fZ,3faf4591-a69f-4950-b667-c3fa9e28e58a,dc8f983c-e458-4ac2-9cda-45079d3d7df5,tch_L1_20241113-100225_1,L1,l1pe,4,L
std_8qyp-QopU_1732087494850_88,ekBd-2mE4,68c3468c-75a1-466a-a4a7-2f492a7fa683,e0e3b5fd-9776-42ae-bc00-a8686836a29b,tch_L7_20241119-095105_7,L7,l7pe,3,L
std_EVRo-7Nmr_1731318665229_9,9A67-rdL2,88bb8630-daf2-4dd0-afe0-b61effdb48d0,40fdc116-355f-42c0-bd41-da6baa6b6526,tch_L1_20241118-183612_2,L1,l1pe,4,L
std_WAxN-7aYM_1731319729344_76,ZdMQ-M6Hr,191645e7-3699-42cb-abde-701124ae3f12,6f7265ad-3e68-4d39-823d-19d9babdc997,tch_M2_20241119-142553_10,M2,m2pe,5,M
std_mi2w-Gu2w_1731318939893_25,DLan-b9AF,1d27b36b-3ac7-4f78-952c-716d406644dc,9644af01-cf09-44a4-839c-687c46d58044,tch_L2_20241118-183612_4,L2,l2pe,5,L
std_3g6r-jLaQ_1732097055515_97,m8xc-EQM9,74b4d216-8116-44ce-ba54-ce0e582a926d,c2bbea4e-770d-4e15-90a1-84375afd0939,tch_L7_20241119-171846_7,L7,l7pe,3,L
std_Y8yZ-CDdq_1731319077071_32,RfDV-u4uc,bccf3c0b-27f3-4bad-8cce-32fc96f86aea,6ad0d441-ed64-4cb0-8f05-d0022ec12a72,tch_L3_20241119-101959_5,L3,l3pe,5,L
std_87Mu-9p94_1731320085467_94,WxHo-4hy7,3f3ca712-c5c4-48c1-a45b-9eef3d5e2af5,7a2f7315-e2db-42c2-bb58-d663849bbc2d,tch_H1_20241113-100225_13,H1,h1pe,5,H
std_vm46-7hi9_1731319595001_70,nWsh-nG94,d25f8993-b504-4747-9e64-5f6872645c7e,9dd19055-919f-46a1-95f8-9cd4126000db,tch_L9_20241119-161702_9,L9,l9pe,4,L
std_tmpQ-2cuA_1731318723706_12,v69a-F7eH,7cab2c91-a795-4aab-a1b6-dd28b2e409e7,068a98b7-66e3-4a88-a1ad-515b23c39881,tch_L1_20241118-122352_1,L1,l1pe,4,L
std_mwbC-oa84_1731318846651_20,6ABh-Mgd6,3ff5fac8-ba10-4aad-afc9-851fdb534a39,4cb16a32-2950-43af-b03d-f32d5d3bdfe9,tch_L2_20241119-095105_4,L2,l2pe,5,L
std_EvUF-LxNz_1731318810556_16,rPX9-hw7p,1470b40c-d54b-4de5-84ff-b338abbb1793,0d85a345-a743-466e-abe3-9258e03bedd2,tch_L2_20241119-161702_3,L2,l2pe,5,L
std_b84v-covH_1731318680414_4,cKMb-7QD9,7724f09f-2c8d-4002-af43-2516b8d8df6e,cd6cd1e7-7298-426e-be53-5492c053a896,tch_L1_20241119-152307_2,L1,l1pe,4,L
std_Y8yZ-CDdq_1731319029588_32,z6aV-BfYC,484d0cd7-b593-40f7-acb5-4cc2abfb3c74,0a3179fa-c783-4447-88b5-8ab07ae0c2c7,tch_L3_20241118-124931_5,L3,l3pe,5,L
std_qVqg-7ZyK_1731318652909_1,vn3R-PJwF,c72210bf-e90a-42dc-b98a-ea41421ac045,461ce65c-ca93-4951-81e6-f24bd26e7911,tch_L1_20241118-183612_1,L1,l1pe,4,L
std_HLQB-6HAn_1731319096981_35,68pY-wY23,d58c8e43-6318-421c-b8f2-51e2818f6c8c,fa460f5d-233c-4559-827c-82b19d9dd3c4,tch_L3_20241119-145753_5,L3,l3pe,5,L
std_sQdn-Y7H4_1731319575193_69,W3h2-fD2H,76d1724f-e638-4628-8c26-8666e2cab607,8d97ffa1-beb7-4553-88ac-94faf55a71ae,tch_L9_20241119-145753_9,L9,l9pe,4,L
std_Ut8e-GYwx_1731319432084_60,D4L9-A69K,4f7f6a07-922d-443d-9810-2329c9a7d300,9eeb26d2-157f-4f40-9529-df78a50e2bf2,tch_L8_20241119-171846_8,L8,l8pe,4,L
std_z9vr-hLsA_1731318646493_3,epJ9-kr2s,bca84958-22f6-456d-98ff-b79a179b8c20,32b38e6b-4eeb-474e-821f-cb9a5000354c,tch_L1_20241119-101959_2,L1,l1pe,4,L
std_bxEn-4UHC_1731319081999_33,LgVF-r2Xx,d394458b-b34b-4bca-a581-f60e80a7fa7f,b7863195-30cc-47c9-b2e4-a00f4396176a,tch_L3_20241119-171846_5,L3,l3pe,5,L
std_fJEu-gi2e_1731318914660_24,6KNe-z3pi,1e78d8d0-c08c-43ef-8e3e-2993b956ba40,00e9f169-f52e-44e6-ad59-89651e1a83a3,tch_L2_20241119-164807_3,L2,l2pe,5,L
std_27ve-MC2p_1731318787545_15,489K-68YK,1c2f8691-6bf0-42d1-a380-3b112f7111b0,b93e0228-cdee-4b70-84aa-50b0e68cefd3,tch_L1_20241119-145753_1,L1,l1pe,4,L
std_49ye-vrtq_1732100064592_87,o3HX-yJsh,df02b5b7-f07a-4ad8-bac2-175dea7c325d,d58e53ef-ba47-4607-a6cb-82106dce7230,tch_L7_20241119-161702_7,L7,l7pe,3,L
std_9pr9-234s_1731319801258_78,CYFH-sCA7,2888cd08-9957-481f-b30d-a69b5c7b4166,cc07436d-5e5d-483a-a282-6cdf8176c124,tch_M3_20241113-104900_11,M3,m3pe,5,M
std_6hdA-yD8h_1732099339502_15,vJ2N-T67K,fc7f5046-f531-4742-b140-c020a863ca74,469174c8-0f7c-48cf-964d-bf632a2618eb,tch_H1_20241119-135502_13,H1,h1pe,5,H
std_Y8yZ-CDdq_1731319115308_32,nxnM-oc64,35419fc8-6866-468a-920e-a43b83f52650,6e953587-2ade-4fd5-932f-0909ba3bfc98,tch_L3_20241119-152307_5,L3,l3pe,5,L
std_BPLB-TABJ_1732087722820_55,LgVF-r2Xx,d394458b-b34b-4bca-a581-f60e80a7fa7f,604ac1c6-bdb4-454a-945c-18ced91be15c,tch_L3_20241119-171846_5,L3,l3pe,5,L
std_6KLT-Ar2z_1731320077586_95,krPB-EQn3,f1830116-5418-4e0d-89bf-48cc50c36765,e6d81036-2946-4ecd-9ae1-1763a10c7a6e,tch_H1_20241119-142553_13,H1,h1pe,5,H
std_NQN3-Tiq6_1732090981243_95,6ph2-876T,d7095196-4e61-4b36-9759-ad8374d32259,8a3454a1-0587-4eb7-abdd-0f3957a705ea,tch_L7_20241118-124931_6,L7,l7pe,3,L
std_EVRo-7Nmr_1731318711402_9,j3uQ-9Lx9,163a6717-70f3-4956-836b-116e1df79c20,a46ab865-93a7-44d8-861c-6fe1e114624e,tch_L1_20241119-164807_2,L1,l1pe,4,L
std_aj2h-d4A7_1731319079221_31,V6cB-9N8r,6448cb40-6e91-4515-baf9-cf797abcbf0b,d880e36f-fb32-4538-acdd-e399815f10ae,tch_L3_20241119-142553_5,L3,l3pe,5,L
std_Var9-fZj2_1732087785060_90,7dQh-geKc,d3252fda-ece0-4abb-b2a6-53675f055dd9,a5fc9cf3-9443-4d51-8982-f2c2f9b696e1,tch_L7_20241118-122352_7,L7,l7pe,3,L
std_ba4d-8r3W_1731318583318_5,kRed-b2fp,fddb6751-5891-4575-a20b-7866e3ecea27,dd34b78c-005d-425b-82b0-c7e617013901,tch_L1_20241119-171846_1,L1,l1pe,4,L
std_ArvL-mqM4_1732100183725_96,W76L-2yom,e37a84a1-0751-468a-8c4f-aba0df2be447,81f691ed-46d4-44b4-9d5b-61ad3d697f8d,tch_L7_20241119-101959_7,L7,l7pe,3,L
std_yBJR-ZR7H_1732099290323_16,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,53facbab-6509-4d89-b097-d512c10bc953,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_RPv4-pgQg_1731318891860_18,8sBn-sbBk,faafbad8-9be4-476c-83b0-f812a17c049c,689be930-35b3-4dd9-898f-05f55e79fdcb,tch_L2_20241119-152307_4,L2,l2pe,5,L
std_6KLT-Ar2z_1731320032619_95,nQBZ-nUwb,ac95277c-2302-4feb-9572-8a7a3eb71108,b9e62b27-2a4c-4986-9ed4-d1e8b55affd6,tch_H1_20241119-145753_13,H1,h1pe,5,H
std_89Ey-8VXY_1731319676271_77,4U92-69PR,f0ad1d6c-637a-48b6-a0bd-a509dd32c41e,699f7679-ceb9-4c40-ad4f-bbc25cb1859c,tch_M2_20241113-104900_10,M2,m2pe,5,M
std_tH23-GeNH_1731318939320_28,sCsY-6yFP,58d333d9-92fa-4686-83ef-fd66b8a31366,8e1dc6c3-f4a1-4135-b2d7-785ecc714cd6,tch_L2_20241118-124931_3,L2,l2pe,5,L
std_EvUF-LxNz_1731318883597_16,o9Cp-Ucn2,f91c3dee-a5de-4b42-9332-108776f17a78,ca6549cd-9bf0-4df7-ac4c-4d4b19ef0a54,tch_L2_20241119-154312_4,L2,l2pe,5,L
std_p8Qz-smz9_1731319411601_57,4jFs-6AKJ,cec3f4ca-6709-4a11-b41e-e2f9a0eadc73,37ec4c69-bbfc-4f38-8d17-fff266f69917,tch_L8_20241119-135502_8,L8,l8pe,4,L
std_8b3e-wa8E_1731319542067_65,B9PJ-XY4U,b94e76ea-a17e-4b76-a60f-7f29c5ed159c,ae5af9fe-8d42-47ae-b465-03686babcb23,tch_L9_20241119-135502_9,L9,l9pe,4,L
std_iBNY-s9NR_1731319583624_64,k4Ec-bFVv,296107ec-b6c2-47b7-a787-3dc26bb9a3e3,e998d7c1-74b3-4ad6-96f0-bf4dec61178a,tch_L9_20241113-100225_9,L9,l9pe,4,L
std_FswK-VLzK_1732097047620_15,krPB-EQn3,f1830116-5418-4e0d-89bf-48cc50c36765,62764d11-64f6-4456-a3ac-2e01fa7e0078,tch_H1_20241119-142553_13,H1,h1pe,5,H
std_qVqg-7ZyK_1731318538136_1,98w7-6ygD,e8efec99-2971-4f12-8df1-1c83bcc42f58,4c9dcc8b-e60a-4682-86b7-f5bddc1bb0e8,tch_L1_20241118-122352_2,L1,l1pe,4,L
std_2v7s-hKwL_1731319367670_53,XcJz-RhwV,22364c37-763a-48ac-a37c-c84bd347fa77,93311769-f47d-4672-bfd4-0501ff2947e4,tch_L8_20241119-101959_8,L8,l8pe,4,L
std_2v7s-hKwL_1731319354949_53,62LA-h6iz,c2217c07-69ad-49df-aa91-6337b871f36b,b3d17cc4-24b2-4837-9e1e-36a305821d9a,tch_L8_20241119-154312_8,L8,l8pe,4,L
std_aj2h-d4A7_1731319081645_31,u734-36aQ,ffcf2d45-3af1-46d5-8c3a-6b1282843ac4,6993b391-1773-4dcd-9e27-26f5dc6ec7e0,tch_L3_20241119-164807_5,L3,l3pe,5,L
std_ZMyA-x98R_1731318950492_26,4AEx-9oax,236d183d-ba99-48b0-84ac-1e1e95813bcf,37076eb8-2c06-40a1-879f-2f43255c0e2b,tch_L2_20241119-101959_3,L2,l2pe,5,L
std_87Mu-9p94_1731320123119_94,Cp7r-89zT,bfc80ee7-fb8a-4ec9-9539-0734debf6712,486248a1-07f9-4d76-9318-a78815a15941,tch_H1_20241119-161702_13,H1,h1pe,5,H
