teacher,classname1,classname2,classcode,classidtoupdate
tch_20240221-110728_307,class_120924_1-110728_307,className2,EBKs-k9E2,670e5a7e-e2f8-4e8f-b58e-bc5288da21a2
tch_20240221-110728_308,class_120924_1-110728_308,className2,Ga6t-GRqE,fbf210f0-193b-4040-a4a1-42b34ff5d0f1
tch_20240221-110728_309,class_120924_1-110728_309,className2,8qz3-634H,a34899cc-47a3-4239-be55-7ad85d21443a
tch_20240221-110728_310,class_120924_1-110728_310,className2,xVge-zo2Y,0efcfb90-8a67-4bf0-8e0b-5b9ac7ddae38
tch_20240221-110728_311,class_120924_1-110728_311,className2,vXku-o6gs,505c0c2f-efc0-4372-9ae9-b18753dbe8a8
tch_20240221-110728_312,class_120924_1-110728_312,className2,j6rw-GRMv,67063b6f-f4c4-4317-b10d-36b53234b6c7
tch_20240221-110728_313,class_120924_1-110728_313,className2,PtiY-NHy7,bc195222-8882-4efe-973d-969693a74324
tch_20240221-110728_314,class_120924_1-110728_314,className2,KaL2-9Pvm,464e10d0-7ddd-4caa-a55c-c29748f57c4c
tch_20240221-110728_315,class_120924_1-110728_315,className2,P8L3-LUVF,c4cc8a60-d247-441a-b91b-a70774bbcf91
tch_20240221-110728_316,class_120924_1-110728_316,className2,zj4x-C2iT,519eaac0-4c73-48cf-89c1-4cd6a618e252
tch_20240221-110728_317,class_120924_1-110728_317,className2,CmVP-43T6,94893448-8f1e-4083-bae4-ecf0ace4af90
tch_20240221-110728_318,class_120924_1-110728_318,className2,Q78V-ioHr,0b3dcc5a-6a9e-43b8-8922-1ede9d4fe4de
tch_20240221-110728_319,class_120924_1-110728_319,className2,Dwhv-84x8,fc68d5f0-7eca-4e72-bc14-1ebec4134dcc
tch_20240221-110728_320,class_120924_1-110728_320,className2,8iPp-s74F,9ff26582-f8b3-420f-a86e-f34dced5395e
tch_20240221-110728_321,class_120924_1-110728_321,className2,s87B-jqy7,add0fad3-d4de-4fe6-b1c0-09f4157ff8a1
tch_20240221-110728_322,class_120924_1-110728_322,className2,uNYu-B2Ft,8c69ca72-65cc-48fb-91a8-d246549e21ae
tch_20240221-110728_323,class_120924_1-110728_323,className2,8HBC-8NgL,fd09c5a3-839d-4abd-b7a9-9a5dcc77ea24
tch_20240221-110728_324,class_120924_1-110728_324,className2,d23s-p727,cb72afdd-c085-4ef6-88a9-f899ce78462e
tch_20240221-110728_325,class_120924_1-110728_325,className2,V4kH-uA6Z,1e3ed12a-c61d-48b6-950a-26ae98317364
tch_20240221-110728_326,class_120924_1-110728_326,className2,87Dd-eG9g,77e5b8f4-942c-4a6d-9557-5fedec44948b
tch_20240221-110728_327,class_120924_1-110728_327,className2,24My-3b9i,a43e6c9b-6e28-4df2-9804-556e6b5a9697
tch_20240221-110728_328,class_120924_1-110728_328,className2,djX8-uEjQ,e1ac764f-bbf3-48d5-ad51-6b6914c80d44
tch_20240221-110728_329,class_120924_1-110728_329,className2,WhXz-2mjp,c8740f0c-9112-4e8c-9045-52b5881d3009
tch_20240221-110728_330,class_120924_1-110728_330,className2,mjAc-neZ8,6517d117-44c3-40e5-a15e-18ce4e2e1f92
tch_20240221-110728_331,class_120924_1-110728_331,className2,3d7U-qxvX,f3c0e857-d8f9-4eb3-b9bc-f5d7ea99ae1c
tch_20240221-110728_332,class_120924_1-110728_332,className2,N3Yc-gu8B,7f35618a-8aef-40ed-806f-afd59445c10c
tch_20240221-110728_333,class_120924_1-110728_333,className2,FAzg-cLfc,e3ac208a-2d6f-49b4-8ae1-111f7060dfac
tch_20240221-110728_334,class_120924_1-110728_334,className2,Edq7-ZGTV,ae63c2ae-55f3-4914-8280-6ea3424980e2
tch_20240221-110728_335,class_120924_1-110728_335,className2,9aqH-KW3Z,04d3d67c-3763-4590-84fb-ca9d035a720f
tch_20240221-110728_336,class_120924_1-110728_336,className2,2UTB-hXF8,8d762434-8cea-463f-81ea-61da8fa079a3
tch_20240221-110728_337,class_120924_1-110728_337,className2,Xk96-3hRQ,9325c17b-d0d1-4d60-99cb-50d8113bc6b2
tch_20240221-110728_338,class_120924_1-110728_338,className2,pTWv-HxNT,95b2b959-9a1a-4c62-8842-e6a76116e90e
tch_20240221-110728_339,class_120924_1-110728_339,className2,WKNe-J7ra,0b2f74ce-3811-4e96-8bf3-765a21518761
tch_20240221-110728_340,class_120924_1-110728_340,className2,wQ84-AMvH,02831a95-7e47-43f5-9fe3-a4a697571a2c
tch_20240221-110728_341,class_120924_1-110728_341,className2,tAd4-3N76,cfadbeec-87d2-4c04-b910-d475f8aeb3a7
tch_20240221-110728_342,class_120924_1-110728_342,className2,h3Tr-eabs,0b4364b3-8a11-4649-8a4c-846853f45a9e
tch_20240221-110728_343,class_120924_1-110728_343,className2,cjW7-tMxV,55a3b9ad-ed00-4767-ba16-a1b77e9aa460
tch_20240221-110728_344,class_120924_1-110728_344,className2,Zvb7-n3u6,2b08d4ce-60a5-48e1-a5a1-69268e2f6b53
tch_20240221-110728_345,class_120924_1-110728_345,className2,K69V-7duL,37787718-22bd-4bd4-8846-c2ac48e47fac
tch_20240221-110728_346,class_120924_1-110728_346,className2,4e82-3gmk,0febfbae-a1ce-4c44-8584-f79462ca1238
tch_20240221-110728_347,class_120924_1-110728_347,className2,At4V-v7zR,8ea3022e-49a8-4ae1-8e65-818ab90a0aab
tch_20240221-110728_348,class_120924_1-110728_348,className2,h46x-TB6A,2760d7bd-0c87-4873-87d1-bbafb7c5abc3
tch_20240221-110728_349,class_120924_1-110728_349,className2,m6in-v2xV,c961e735-9cb7-4784-a3cd-c3658ba74ee8
tch_20240221-110728_350,class_120924_1-110728_350,className2,dGbL-ZqeG,fc2b31d6-7501-41e7-b658-4f1a7ca60cfa
tch_20240221-110728_351,class_120924_1-110728_351,className2,zpau-vcCe,e9146d5e-8455-452a-a7d3-87d11c5fa412
tch_20240221-110728_352,class_120924_1-110728_352,className2,jNPY-tNW8,2d74d2d5-f641-438b-8798-62b547c16d0b
tch_20240221-110728_353,class_120924_1-110728_353,className2,mvm7-kxG2,a700c8df-af35-4832-9e10-2e40290ea61f
tch_20240221-110728_354,class_120924_1-110728_354,className2,dDzW-Hecf,9d0c7f75-2d2a-4134-91c9-5e6c7643240b
tch_20240221-110728_355,class_120924_1-110728_355,className2,jy43-Bqek,ea60a33d-7ea5-42d8-984a-e7fc8bcd9565
tch_20240221-110728_356,class_120924_1-110728_356,className2,6Eo2-iat6,e57b8a99-c109-47c3-866e-b72c766f9da6
tch_20240221-110728_357,class_120924_1-110728_357,className2,VtCG-jY63,987be10c-479b-4664-8e6c-419e9fcbdeeb
tch_20240221-110728_358,class_120924_1-110728_358,className2,F8Hn-CTBE,4574eb2c-c7d4-4c57-98e3-dfa08f07d919
tch_20240221-110728_359,class_120924_1-110728_359,className2,PCr9-FL89,597d4fe8-9090-423e-82aa-a4785c409ee9
tch_20240221-110728_360,class_120924_1-110728_360,className2,9679-LQzM,d082eaaf-8c8b-43ef-8c11-89d290b3a38f
tch_20240221-110728_361,class_120924_1-110728_361,className2,WpxE-iBVG,2e466054-f26e-441c-987f-b9480128fa71
tch_20240221-110728_362,class_120924_1-110728_362,className2,7R3L-s2dv,b7b37a2a-4227-4108-8c68-c5782aafc005
tch_20240221-110728_363,class_120924_1-110728_363,className2,nw6e-d9s9,59930ccb-4d64-4c75-a19d-8ab0be4ec621
tch_20240221-110728_364,class_120924_1-110728_364,className2,Uf36-ZBZT,60b22c46-0498-4543-983c-77748eb66ecd
tch_20240221-110728_365,class_120924_1-110728_365,className2,Vps4-nJfL,3a28d74d-19b8-4779-aa2c-da494f1747f9
tch_20240221-110728_366,class_120924_1-110728_366,className2,3NKb-46de,497687f7-4e47-48bd-b1ea-a1603f4cf688
tch_20240221-110728_367,class_120924_1-110728_367,className2,zHpw-QDqm,e85f212d-56b4-410e-858c-451a1a3937cf
tch_20240221-110728_368,class_120924_1-110728_368,className2,42sb-m6Ux,7d7f59db-0be4-4c24-8de9-56e1b42f9909
tch_20240221-110728_369,class_120924_1-110728_369,className2,JKTc-3DbD,30db122b-75c9-476b-8068-e921489e01e0
tch_20240221-110728_370,class_120924_1-110728_370,className2,X49d-jzA4,e60e670e-a998-4200-9794-dcd6ab3cd71f
tch_20240221-110728_371,class_120924_1-110728_371,className2,in2c-R3C8,b174caf4-15d1-4421-ae5f-60bc0e34d6e7
tch_20240221-110728_372,class_120924_1-110728_372,className2,rpUj-qYz3,e3045e58-8b7f-4f03-8c88-f4554101f911
tch_20240221-110728_373,class_120924_1-110728_373,className2,vhQK-aNzc,416c56ea-20e7-4b9b-99b8-3008cbae930a
tch_20240221-110728_374,class_120924_1-110728_374,className2,pBzj-VLAr,09a40535-c464-4f6e-945e-b6424a791ea8
tch_20240221-110728_375,class_120924_1-110728_375,className2,9UKP-s2kU,f3396053-b190-4577-84e8-a81fcf1108a0
tch_20240221-110728_376,class_120924_1-110728_376,className2,3r4B-bPpZ,4e7c1daf-b433-485f-9dfe-9a3596989b34
tch_20240221-110728_377,class_120924_1-110728_377,className2,Z2a4-R6iM,256475f9-7266-461f-a40d-04ddc26eae37
tch_20240221-110728_378,class_120924_1-110728_378,className2,b64E-QM37,ceab0b70-7537-4ed1-8829-fb31b5e00ae1
tch_20240221-110728_379,class_120924_1-110728_379,className2,6UT8-cpq2,5cecb18f-83c9-4578-bbf6-7188301970ba
tch_20240221-110728_380,class_120924_1-110728_380,className2,T7dY-2rXw,cc368e0a-d1ad-41cf-b8a2-bdaa919ba329
tch_20240221-110728_381,class_120924_1-110728_381,className2,89mJ-Lywy,70baf45b-df21-4e39-883c-7d1d0c1094a5
tch_20240221-110728_382,class_120924_1-110728_382,className2,Fzyc-Bj4A,baefcaca-97d7-43f6-9576-0a0a8a13c27b
tch_20240221-110728_383,class_120924_1-110728_383,className2,TKXr-4v2y,70fc1baa-722e-47aa-9ef9-5ab6527787bf
tch_20240221-110728_384,class_120924_1-110728_384,className2,b3U3-7Bm9,d56f7db5-a81e-491f-b5fd-0ab4f6def2fe
tch_20240221-110728_385,class_120924_1-110728_385,className2,m6Zi-47c7,6a9b3914-6d18-45e0-a0b6-eb7c1195bc3d
tch_20240221-110728_386,class_120924_1-110728_386,className2,X7yk-sdPy,739945fd-7f28-4b22-babf-27b1643e94df
tch_20240221-110728_387,class_120924_1-110728_387,className2,6nEh-2P6J,907d4341-d28a-43aa-b580-99a7b62b19aa
tch_20240221-110728_388,class_120924_1-110728_388,className2,9Lvy-4c6n,2c1dce0d-6364-4449-a2a6-7890f3961259
tch_20240221-110728_389,class_120924_1-110728_389,className2,9R46-UDW9,52dc368a-83e9-4ab0-a9f3-d900ccf64b6c
tch_20240221-110728_390,class_120924_1-110728_390,className2,gV4c-bR3E,d9178256-9c30-43e5-a88f-06fbf664b71a
tch_20240221-110728_391,class_120924_1-110728_391,className2,g4Y6-JZmd,49c62446-b364-4387-b6b6-0b19f1528a36
tch_20240221-110728_392,class_120924_1-110728_392,className2,3ZiE-YpBU,ae319ff4-b9ae-4c54-bf29-a51a5338f023
tch_20240221-110728_393,class_120924_1-110728_393,className2,82X4-JEs8,e88ad3b7-a526-4d73-8d47-feca37a47ac6
tch_20240221-110728_394,class_120924_1-110728_394,className2,2NGz-Y7QT,3f5f01d5-5f61-4b25-afa5-c63fb6e2afaa
tch_20240221-110728_395,class_120924_1-110728_395,className2,6YAC-gE89,fc1bd9d4-408c-4741-9854-b876f8660760
tch_20240221-110728_396,class_120924_1-110728_396,className2,h6Jh-D6Bc,24f68326-7d5d-43ab-bbaa-f3fffc89bb90
tch_20240221-110728_397,class_120924_1-110728_397,className2,AfTM-6h79,2a2f75d4-15c7-4c8b-913e-15a858cf1678
tch_20240221-110728_398,class_120924_1-110728_398,className2,8uxJ-EH7p,1c2e68fc-27de-48e6-8e5f-931991f8c489
tch_20240221-110728_399,class_120924_1-110728_399,className2,6uXy-XKg9,ac760b06-1245-4a74-97fb-d09da5a29668
tch_20240221-110728_400,class_120924_1-110728_400,className2,4KXe-6se3,0d1277cc-b18c-45fa-b509-6798d675d12f
tch_20240221-110728_401,class_120924_1-110728_401,className2,6eka-jyZ9,329cff65-8d99-467c-9599-777835ebc628
tch_20240221-110728_402,class_120924_1-110728_402,className2,8tD7-Rokq,73397811-e288-469c-bc4d-851fbcc084a2
tch_20240221-110728_403,class_120924_1-110728_403,className2,7HnK-8cgu,433b97bf-3081-4504-956b-abb65efca55b
tch_20240221-110728_404,class_120924_1-110728_404,className2,7oPb-8QMn,d49640bf-d07c-418f-b2ee-eae5cac65d91
tch_20240221-110728_405,class_120924_1-110728_405,className2,HLRW-7nT2,8bc5b2ab-33df-4e34-b834-8544890d8976
tch_20240221-110728_406,class_120924_1-110728_406,className2,sN9e-xvmp,49290673-2205-402f-a2d3-854cbbfc136d
tch_20240221-110728_407,class_120924_1-110728_407,className2,Xpbz-fDsZ,3a44819b-8e78-451e-b788-a24f786cdeba
tch_20240221-110728_408,class_120924_1-110728_408,className2,4syY-V3gQ,4b954278-3977-4095-93a7-7c4ad3ad4a58
tch_20240221-110728_409,class_120924_1-110728_409,className2,6uaf-M9vZ,6c3fd712-9c24-4dbc-af31-a2871a40a651
tch_20240221-110728_410,class_120924_1-110728_410,className2,9tXK-w842,2116370e-b42d-4622-9aed-bc93c12e31e4
tch_20240221-110728_411,class_120924_1-110728_411,className2,zGs7-3Y4D,43a143c4-5bbd-423c-ae89-aa6c8c0905ae
tch_20240221-110728_412,class_120924_1-110728_412,className2,DBe2-mYgD,1a93216c-54ed-4bd9-b0e1-9de3bf2a6fbf
tch_20240221-110728_413,class_120924_1-110728_413,className2,672b-69N8,29fe8eef-c79a-4327-b761-0df46b7c5bd5
tch_20240221-110728_414,class_120924_1-110728_414,className2,YGz8-MkgC,12a5f554-47ce-440b-b026-6702196ce2a6
tch_20240221-110728_415,class_120924_1-110728_415,className2,L79j-ChMr,dfb5aa60-3e75-48f1-9f49-df6d629d530d
tch_20240221-110728_416,class_120924_1-110728_416,className2,7smN-VEdr,53d066d5-5eb4-43ff-86a2-733df476ec07
tch_20240221-110728_417,class_120924_1-110728_417,className2,naJ4-w83w,f007e2e8-1a1d-4bbd-9c61-5d28f0e101ad
tch_20240221-110728_418,class_120924_1-110728_418,className2,9LYs-CQ9z,1d85f9fe-c886-4145-a162-732ff1d08404
tch_20240221-110728_419,class_120924_1-110728_419,className2,t6KA-uzvp,644a2f02-2edf-439c-8fa5-d9c0b4bfb049
tch_20240221-110728_420,class_120924_1-110728_420,className2,P9Eu-j7w3,6e6e995d-6783-4387-869b-b0812cdde111
tch_20240221-110728_421,class_120924_1-110728_421,className2,D8Z3-7w9s,07f74859-9e1b-451d-8a2e-0216736eece0
tch_20240221-110728_422,class_120924_1-110728_422,className2,UJqz-3xVR,5155663d-2c24-496e-b4f0-37da898df5fb
tch_20240221-110728_423,class_120924_1-110728_423,className2,xEmQ-wE72,6eaa26d3-3746-4d21-b89c-82a67178d33a
tch_20240221-110728_424,class_120924_1-110728_424,className2,J28v-XYQ6,72967e40-51d9-466c-a54c-2129b130eb03
tch_20240221-110728_425,class_120924_1-110728_425,className2,737G-N26k,9054002e-d3ac-436d-8f6c-4f516839210d
tch_20240221-110728_426,class_120924_1-110728_426,className2,B8oV-MyEn,9b8bee91-3d50-4d1d-a6d3-cee8a7202df0
tch_20240221-110728_427,class_120924_1-110728_427,className2,UEUc-ei49,ec5ea6c0-b31a-4cf9-9ccf-c95d4ec694e8
tch_20240221-110728_428,class_120924_1-110728_428,className2,Ck2x-U4N8,d7fc23ed-b9fb-4669-bb69-778264598092
tch_20240221-110728_429,class_120924_1-110728_429,className2,e74q-euHC,55009f21-426d-42d3-9697-2a264afed8db
tch_20240221-110728_430,class_120924_1-110728_430,className2,UKV7-X6fK,b73d7d41-fb6e-4d58-adf4-38d5a24ee0db
tch_20240221-110728_431,class_120924_1-110728_431,className2,tPd8-dTLc,11d20299-17d6-4ee4-8442-d158019aa304
tch_20240221-110728_432,class_120924_1-110728_432,className2,R94W-UG4p,7a866bb8-6723-4e7d-bf84-577047b3a0d0
tch_20240221-110728_433,class_120924_1-110728_433,className2,DtbU-9Hna,9624b7ec-0db1-4183-b07e-398c04f8e27d
tch_20240221-110728_434,class_120924_1-110728_434,className2,Avsn-2zUf,274b1c19-0a9c-4e0e-8ea1-6a65410790d9
tch_20240221-110728_435,class_120924_1-110728_435,className2,6XA4-p8tp,790a004c-a489-439d-8fb7-8a713ff086d0
tch_20240221-110728_436,class_120924_1-110728_436,className2,gF62-97kP,e522edbb-0572-4889-913a-f1dacc7cdb14
tch_20240221-110728_437,class_120924_1-110728_437,className2,E2kH-r6X4,06246139-b8be-4566-bc91-53c1ac26b229
tch_20240221-110728_438,class_120924_1-110728_438,className2,4dKW-LYHo,33daac58-3e0d-4a31-b171-69a1fe976bff
tch_20240221-110728_439,class_120924_1-110728_439,className2,dENm-WBR6,b624d9e5-e353-4413-9eb1-862865987e48
tch_20240221-110728_440,class_120924_1-110728_440,className2,WA8i-EXYE,22fd903c-9174-4159-9053-b2bd3515a08d
tch_20240221-110728_441,class_120924_1-110728_441,className2,hc2y-byZd,0bdf0215-a9dc-4c04-b759-37f5bc13c1b5
tch_20240221-110728_442,class_120924_1-110728_442,className2,kGtM-jPth,1be0944b-ef96-4995-b68c-38be22f2afb8
tch_20240221-110728_443,class_120924_1-110728_443,className2,YX7g-zr8k,8351b96a-3228-4fc1-aebd-7677d76643c9
tch_20240221-110728_444,class_120924_1-110728_444,className2,x3X3-dKHp,48b604d4-b7c9-4105-b9b1-87d67e3df7f9
tch_20240221-110728_445,class_120924_1-110728_445,className2,3J4f-EKUL,e7831a6f-007b-4a58-bf44-6f2cb3b7ec1f
tch_20240221-110728_446,class_120924_1-110728_446,className2,2Hb8-2p2b,1ce0fc61-95c8-4981-a7b8-1bcb334d89d3
tch_20240221-110728_447,class_120924_1-110728_447,className2,2yf9-BLZ9,a95c350e-7cb2-4f23-a5c7-5b0e5c9cad12
tch_20240221-110728_448,class_120924_1-110728_448,className2,P87u-qHpd,699e13b3-739b-4a22-81cb-132e4a101aa8
tch_20240221-110728_449,class_120924_1-110728_449,className2,7gQD-d39K,91450867-fdf2-4634-8728-7cb4b578fb5e
tch_20240221-110728_450,class_120924_1-110728_450,className2,arhJ-jW47,c44d7354-d4fa-4636-93f1-1bd0bc9ad9d0
tch_20240221-110728_451,class_120924_1-110728_451,className2,acGc-7o3T,7dcef998-5e95-47ac-ab03-4163a48903f9
tch_20240221-110728_452,class_120924_1-110728_452,className2,Z6tZ-PXRw,6d5e4fe5-63ce-44ff-91ad-1fa4c78090db
tch_20240221-110728_453,class_120924_1-110728_453,className2,RFe8-bHx4,a59e9fb3-22c9-4918-89da-981a743061f6
tch_20240221-110728_454,class_120924_1-110728_454,className2,fWT7-dbuf,135299cc-b61d-492c-9430-c177711942aa
tch_20240221-110728_455,class_120924_1-110728_455,className2,8yAX-kQ36,ba0ef404-d414-4f6b-971a-4deab9236b39
tch_20240221-110728_456,class_120924_1-110728_456,className2,C4Vk-79f4,042e69cf-34dd-4284-bf8d-c6cb56fb6da9
tch_20240221-110728_457,class_120924_1-110728_457,className2,aQ73-fJWn,8e0b9e93-a181-4231-bf70-1f0a33bdaec7
tch_20240221-110728_458,class_120924_1-110728_458,className2,mto4-7Y92,ad779964-9c18-4e72-85a4-4031194a1602
tch_20240221-110728_459,class_120924_1-110728_459,className2,a6BL-it7Z,cfed9634-a796-48b1-b304-e64f4d14d3b3
tch_20240221-110728_460,class_120924_1-110728_460,className2,H6kW-yqQ9,9db7dd4e-784b-434e-90ba-ba146d1ff29a
tch_20240221-110728_461,class_120924_1-110728_461,className2,WDyn-J3wh,4931ba8f-e8d0-462e-b4e0-d51008bfd271
tch_20240221-110728_462,class_120924_1-110728_462,className2,8Nr9-pi7g,5eb39652-bf16-4256-9589-e197752da5fc
tch_20240221-110728_463,class_120924_1-110728_463,className2,j6z7-8jFB,ef790538-3190-438c-b28b-ebc764646fc2
tch_20240221-110728_464,class_120924_1-110728_464,className2,mR94-6kXt,c96ab205-45df-4357-b722-094e46a8f9c3
tch_20240221-110728_465,class_120924_1-110728_465,className2,4A4N-p9Vk,3902cf6d-2024-4dd1-ada3-1e82a6a0a2c4
tch_20240221-110728_466,class_120924_1-110728_466,className2,E9U4-8dLh,4747fb17-a707-4c33-b082-c3ff2693199a
tch_20240221-110728_467,class_120924_1-110728_467,className2,brKV-u9QB,d143821d-1588-47b9-9d7f-2105a0733d28
tch_20240221-110728_468,class_120924_1-110728_468,className2,Bpmk-aAWF,703dbbe6-c7fb-411c-89d3-2999caada5e4
tch_20240221-110728_469,class_120924_1-110728_469,className2,K2GX-zo96,29719b2c-e892-41a8-b3ca-f1b890351ada
tch_20240221-110728_470,class_120924_1-110728_470,className2,NyFe-4o8F,72e5a1fa-a25e-410b-8204-54bfcbfe68ac
tch_20240221-110728_471,class_120924_1-110728_471,className2,LCZw-2qT7,9ab4ed4e-460a-4697-b40d-f7cc2d8f3f01
tch_20240221-110728_472,class_120924_1-110728_472,className2,psbE-Zqz3,9a87e6f7-3c86-433a-92a8-e90258b86af5
tch_20240221-110728_473,class_120924_1-110728_473,className2,6eug-U6Yb,a756ef1e-2955-4f72-b52f-cea848b953fb
tch_20240221-110728_474,class_120924_1-110728_474,className2,oL4C-2jnw,c4d68af8-2a1d-4121-affa-779c587fb001
tch_20240221-110728_475,class_120924_1-110728_475,className2,k3vZ-Fyjs,f4c7d1f4-b313-44c8-b0de-436d6d792e1f
tch_20240221-110728_476,class_120924_1-110728_476,className2,yfPu-QZ82,0744dbfe-110e-4189-a39e-fc20d8b4a6e0
tch_20240221-110728_477,class_120924_1-110728_477,className2,DoUW-qHnL,28d993a3-b1db-4683-abdd-dbaec457ffbc
tch_20240221-110728_478,class_120924_1-110728_478,className2,6j7R-3M2K,e349f99a-313e-44bc-9145-18fe7689ec11
tch_20240221-110728_479,class_120924_1-110728_479,className2,8r9Q-eGAw,8948d60d-bca1-4c90-ab0e-d7dc50f5c52a
tch_20240221-110728_480,class_120924_1-110728_480,className2,sz2L-u63j,02d0a304-6037-4f4f-8d40-a185d9b25a2c
tch_20240221-110728_481,class_120924_1-110728_481,className2,tEj9-HoY3,07eb00b1-dbad-4bca-892e-768002498a9e
tch_20240221-110728_482,class_120924_1-110728_482,className2,p9wY-Huit,bf555902-c827-48a7-8e14-8327786400d4
tch_20240221-110728_483,class_120924_1-110728_483,className2,7VBq-ExQ8,3a505336-8b7e-415d-a47c-fd8d653b1a4d
tch_20240221-110728_484,class_120924_1-110728_484,className2,Tmh7-3fw3,42fc9faf-ffef-4479-acde-906ebf721999
tch_20240221-110728_485,class_120924_1-110728_485,className2,93B6-vpmX,c514da80-2690-4c95-865d-b7253d3cd267
tch_20240221-110728_486,class_120924_1-110728_486,className2,6PpX-C6Vb,6095ee64-893d-4ed0-9ce2-354e1dffcfea
tch_20240221-110728_487,class_120924_1-110728_487,className2,7w7d-6CMR,728256a5-d880-47cf-8d7b-2839987418c7
tch_20240221-110728_488,class_120924_1-110728_488,className2,6vaJ-UCbw,f2cdbb5d-eced-4456-b026-8fec3e4f75b5
tch_20240221-110728_489,class_120924_1-110728_489,className2,HeQz-2FEP,3c8bf8c6-09dd-4865-b0f9-d65dda12a943
tch_20240221-110728_490,class_120924_1-110728_490,className2,d6Vr-FBd7,1109bd74-2d8e-4b83-999a-d4f14452e201
tch_20240221-110728_491,class_120924_1-110728_491,className2,rWvb-du8Z,72a5a99b-f069-4dff-9957-0f6d06e63cd5
tch_20240221-110728_492,class_120924_1-110728_492,className2,mq49-sHru,399069f7-8721-4be4-8ca2-7bf5d898f967
tch_20240221-110728_493,class_120924_1-110728_493,className2,whX6-HV4K,5b22059f-7ee2-443b-bab1-b8ae9dcf58dc
tch_20240221-110728_494,class_120924_1-110728_494,className2,T4FJ-42v7,a67700c8-6b21-4427-9e58-7a4500aead28
tch_20240221-110728_495,class_120924_1-110728_495,className2,JnZY-HbWP,862db91c-d892-4be2-bbd6-0d671cb57253
tch_20240221-110728_496,class_120924_1-110728_496,className2,Fxi6-83a8,8f9419e8-8170-4fbf-9529-c2c5f320caf3
tch_20240221-110728_497,class_120924_1-110728_497,className2,vb8E-b9zQ,598c5d3e-d725-457d-bf60-82535cef39dd
tch_20240221-110728_498,class_120924_1-110728_498,className2,m69D-VRZo,3e57c861-fb36-4594-ba7a-852f949c092a
tch_20240221-110728_499,class_120924_1-110728_499,className2,ZzPU-japj,0a7eea97-864b-491e-b12b-9a92af12e0ce
tch_20240221-110728_500,class_120924_1-110728_500,className2,wPh3-pf2v,8aad3bc9-3036-40ea-9f55-59483595d10d
tch_20240221-110728_501,class_120924_1-110728_501,className2,qUmA-TE7R,a9166e10-7d23-4c53-a050-7696c9312894
tch_20240221-110728_502,class_120924_1-110728_502,className2,qjUq-ViZA,380493fe-4f65-4391-a7fd-493075aa4f68
tch_20240221-110728_503,class_120924_1-110728_503,className2,cHC6-Q7cT,b471f779-5e3f-4030-a4a2-8e629f34f5b7
tch_20240221-110728_504,class_120924_1-110728_504,className2,NTGT-b9NJ,0451c344-8294-456e-97f7-79caf3574b17
tch_20240221-110728_505,class_120924_1-110728_505,className2,3kwK-79Cs,7859dcc9-7baa-4844-ab46-c520d52d5470
tch_20240221-110728_506,class_120924_1-110728_506,className2,8Dqa-nejZ,e88a660b-3938-4c73-8dee-5c6983990849
tch_20240221-110728_507,class_120924_1-110728_507,className2,NAnM-EHdM,6e3d7cf1-218c-4079-9ced-c396c99b19a0
tch_20240221-110728_508,class_120924_1-110728_508,className2,zC8z-LQPt,15245d61-5bb4-41ff-a39c-33e35d739866
tch_20240221-110728_509,class_120924_1-110728_509,className2,nMVm-cru7,d281938e-00d4-4335-816f-8918b37c1320
tch_20240221-110728_510,class_120924_1-110728_510,className2,6ncT-Zmz3,fab08f56-71e1-4c88-9396-3380dd467cb3
tch_20240221-110728_511,class_120924_1-110728_511,className2,MHJd-3MFq,5a9048a1-c3e3-417d-8800-e78689dfe48f
tch_20240221-110728_512,class_120924_1-110728_512,className2,7wrZ-B9ry,ba3936f6-e2b0-4cac-96fb-13be8c5cb04e
tch_20240221-110728_513,class_120924_1-110728_513,className2,W4T7-GMtp,9222cba9-06d4-47d5-aa7a-ccd8d4baef11
tch_20240221-110728_514,class_120924_1-110728_514,className2,JGm8-fuwa,7a281475-ff56-4495-aad9-e856c06f1ceb
tch_20240221-110728_515,class_120924_1-110728_515,className2,28bY-7kR6,1d5e4a43-0569-4399-8192-301ce67e2d61
tch_20240221-110728_516,class_120924_1-110728_516,className2,8ky7-i478,c1dd0d5e-9fd5-4d64-89c9-460d2630d0b0
tch_20240221-110728_517,class_120924_1-110728_517,className2,XA8T-r9sk,50ec1bf9-5e8b-4be2-bc65-9ed238a50bf3
tch_20240221-110728_518,class_120924_1-110728_518,className2,opur-T2sg,81350c1e-0f48-4517-9be2-f8122ef0f9e5
tch_20240221-110728_519,class_120924_1-110728_519,className2,9bnB-AER4,58707e4f-9ecb-4657-abc2-25f5290d6bf0
tch_20240221-110728_520,class_120924_1-110728_520,className2,3ehB-Cg96,6f23a7a6-ad58-4070-b609-547b63cf1987
tch_20240221-110728_521,class_120924_1-110728_521,className2,m9R3-N6n6,1cc63084-fa93-4baa-a66f-008b48a10bb9
tch_20240221-110728_522,class_120924_1-110728_522,className2,4ivV-n43P,48e9e3bf-33de-4651-a995-7b91ba1ed213
tch_20240221-110728_523,class_120924_1-110728_523,className2,UP82-4xzJ,9d06828e-f96b-4096-9a16-50d088d56ea4
tch_20240221-110728_524,class_120924_1-110728_524,className2,b787-bWoG,1710033b-b3ed-41e5-a59b-21a57d111587
