tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220818-151939_118,368c1ca2-1bc4-4bda-be50-d7c76a7e493d,std_1660851490577_118,A9fa-JQq9
tch_20220818-151939_120,e5ecc583-19aa-46cc-9d95-c06fd5e6ccb2,std_1660851499162_120,72Vc-3dzB
tch_20220818-151939_116,c772f218-6712-4aad-9711-363120ddb0fe,std_1660851496999_116,urFv-926z
tch_20220818-151939_122,f3d13c21-497e-406c-a86d-a290ec4377c2,std_1660851501246_122,Bc4n-9QGz
tch_20220818-151939_117,d2893307-3c9e-4576-9a8a-ad8311698681,std_1660851497404_117,9tJM-PGg4
tch_20220818-151939_119,ad2d6e6a-6277-4514-8fc0-10fcbe132fe6,std_1660851507708_119,Ww3p-xPQ6
tch_20220818-151939_121,3f417f24-edc0-4aca-9dfa-93a1dd6dc48f,std_1660851512203_121,ewh9-4p87
tch_20220818-151939_118,183ee102-f175-4e70-91d5-deba4d9dfc5f,std_1660851515344_118,A9fa-JQq9
tch_20220818-151939_123,40d04466-9243-42ba-9dac-60389c51dd5d,std_1660851517270_123,GbM9-to2D
tch_20220818-151939_120,ed547e3c-9da5-46d3-adb9-371519ecae33,std_1660851524991_120,72Vc-3dzB
tch_20220818-151939_122,dad312db-0200-47f5-9506-0e45384b8d08,std_1660851527377_122,Bc4n-9QGz
tch_20220818-151939_124,dbaf3640-9e07-4867-8a65-7e0748c092d0,std_1660851533278_124,4GYT-V4VW
tch_20220818-151939_119,af6fc69c-ff3d-48e7-ba7c-8f4999480b4e,std_1660851535504_119,Ww3p-xPQ6
tch_20220818-151939_121,150cf0ec-0b4e-4253-a079-79a02049acdb,std_1660851540412_121,ewh9-4p87
tch_20220818-151939_120,46df2de5-db0a-4d96-a129-50ef44bf3eb9,std_1660851548032_120,72Vc-3dzB
tch_20220818-151939_123,c65583f6-ec15-4c37-aa52-1ae087bd74b0,std_1660851544591_123,GbM9-to2D
tch_20220818-151939_122,82ec58d0-6082-4195-9067-b32a7f3c2580,std_1660851551548_122,Bc4n-9QGz
tch_20220818-151939_125,618157b3-7c98-449d-b8ac-62116a2bac35,std_1660851549286_125,KCD2-3JxN
tch_20220818-151939_124,6237f21d-8b7e-4a0d-bc29-4596651c584f,std_1660851561247_124,4GYT-V4VW
tch_20220818-151939_121,c48bb142-bb02-4c86-a8ac-a6194345d03d,std_1660851570213_121,ewh9-4p87
tch_20220818-151939_123,26fc3790-f3d6-484e-b805-0641a2ef3290,std_1660851574098_123,GbM9-to2D
tch_20220818-151939_122,7585d284-3788-4b22-b22a-2bc2e069c88b,std_1660851577993_122,Bc4n-9QGz
tch_20220818-151939_125,55fb158c-09aa-4f4d-9476-d49e117bb046,std_1660851578591_125,KCD2-3JxN
tch_20220818-151939_124,630ddd7d-42c8-49c4-8e12-7e4ca9c9411f,std_1660851585067_124,4GYT-V4VW
tch_20220818-151939_123,9760c9f3-710d-43c8-bc51-be86b804bb0b,std_1660851601177_123,GbM9-to2D
tch_20220818-151939_125,4083b61c-77cb-4da8-950d-c43af248b5d6,std_1660851603601_125,KCD2-3JxN
tch_20220818-151939_124,c466116e-11ef-48b2-b77e-0475baa6dbfd,std_1660851612681_124,4GYT-V4VW
tch_20220818-151939_125,9d4b8dda-4a7a-45f0-bd5d-c5be5a7824f3,std_1660851632312_125,KCD2-3JxN
