extuserid,classcode,category,pe_category,pe_end_index,attempt_end_index,category_type
std_3748-4RPD_1705639895308_101,3748-4RPD,L7,l7pe,1,3,L
std_U9qs-4x69_1706446538673_27,U9qs-4x69,L2,l2pe,1,4,L
std_4rb6-b6a3_1705639827369_98,4rb6-b6a3,L7,l7pe,1,3,L
std_63Y3-8vQw_1706446628475_32,63Y3-8vQw,L3,l3pe,1,4,L
std_tvHm-tW9a_1706446124507_6,tvHm-tW9a,L1,l1pe,1,3,L
std_48EU-Pwh4_1703845270738_66,48EU-Pwh4,M4,m4pe,1,4,M
std_4L7w-v9U8_1706447552548_84,4L7w-v9U8,M5,m5pe,1,4,M
std_zgxq-voU9_1706443123872_23,zgxq-voU9,L2,l2pe,1,4,L
std_372s-9PT8_1703843624556_6,372s-9PT8,L1,l1pe,1,3,L
std_367r-E629_1705575797984_57,367r-E629,L8,l8pe,1,4,L
std_p87n-F3r8_1706442582769_1,p87n-F3r8,L1,l1pe,1,3,L
std_MBoL-tpPN_1706442660662_5,MBoL-tpPN,L1,l1pe,1,3,L
std_36ZT-28i7_1706446851749_46,36ZT-28i7,L7,l7pe,1,3,L
std_TbU2-QX4p_1706446186727_5,TbU2-QX4p,L1,l1pe,1,3,L
std_4Biu-LDxw_1703845141352_60,4Biu-LDxw,M2,m2pe,1,4,M
std_sL7A-9abF_1706447869262_99,sL7A-9abF,H5,h5pe,1,4,H
std_CMgk-rpPv_1706447649003_90,CMgk-rpPv,H2,h2pe,1,4,H
std_6VDA-X7PT_1706447588503_83,6VDA-X7PT,M5,m5pe,1,4,M
std_q387-HvfD_1706447197241_61,q387-HvfD,L9,l9pe,1,3,L
std_yj7A-NjaM_1706447407502_73,yj7A-NjaM,M2,m2pe,1,4,M
std_P2TC-tsdE_1706447316019_67,P2TC-tsdE,L9,l9pe,1,3,L
std_ensf-zyfF_1706443231572_29,ensf-zyfF,L3,l3pe,1,4,L
std_23WK-26jL_1704981111133_49,23WK-26jL,M5,m5pe,1,4,M
std_8aUB-Ar8A_1706444178639_67,8aUB-Ar8A,L9,l9pe,1,3,L
std_87Fo-kME6_1706447425881_74,87Fo-kME6,M3,m3pe,1,4,M
std_weY7-CPQV_1706447547406_79,weY7-CPQV,M4,m4pe,1,4,M
std_zbQy-x6W4_1706443330447_31,zbQy-x6W4,L3,l3pe,1,4,L
std_97nE-x2G6_1706444782552_88,97nE-x2G6,H1,h1pe,1,4,H
std_8GYg-2zAz_1703844027997_20,8GYg-2zAz,L2,l2pe,1,4,L
std_tawp-vDxt_1706446254791_11,tawp-vDxt,L1,l1pe,1,3,L
std_NWYc-wEfw_1706447439973_76,NWYc-wEfw,M3,m3pe,1,4,M
std_48EU-Pwh4_1703845236608_66,48EU-Pwh4,M4,m4pe,1,4,M
std_DVxA-Vaj2_1703843771238_13,DVxA-Vaj2,L2,l2pe,1,4,L
std_BrMe-j3hi_1706446483941_24,BrMe-j3hi,L2,l2pe,1,4,L
std_xHuq-RbBC_1706444261180_72,xHuq-RbBC,M2,m2pe,1,4,M
std_JVGX-gvd8_1706444488979_81,JVGX-gvd8,M5,m5pe,1,4,M
std_n3Cm-tYjE_1706442810960_12,n3Cm-tYjE,L1,l1pe,1,3,L
std_4L7w-v9U8_1706447639977_84,4L7w-v9U8,M5,m5pe,1,4,M
std_NeYh-FLWV_1706442614258_2,NeYh-FLWV,L1,l1pe,1,3,L
std_9YpJ-k2Dj_1703843556109_3,9YpJ-k2Dj,L1,l1pe,1,3,L
std_CMgk-rpPv_1706447719157_90,CMgk-rpPv,H2,h2pe,1,4,H
std_dfV3-RJ42_1703845515487_71,dfV3-RJ42,H1,h1pe,1,4,H
std_sL7A-9abF_1706448131238_99,sL7A-9abF,H5,h5pe,1,4,H
std_ar3q-6XVf_1706447972280_100,ar3q-6XVf,H6,h6pe,1,4,H
std_D4X6-mdyp_1706447265552_68,D4X6-mdyp,L9,l9pe,1,3,L
std_24Y8-KhrW_1706442695732_6,24Y8-KhrW,L1,l1pe,1,3,L
std_mvBW-yMXK_1706447837388_92,mvBW-yMXK,H3,h3pe,1,4,H
std_bRwX-CxTW_1706447533298_78,bRwX-CxTW,M3,m3pe,1,4,M
std_DTs8-TRua_1706447632031_82,DTs8-TRua,M5,m5pe,1,4,M
std_48PL-YQtD_1703844227273_27,48PL-YQtD,L3,l3pe,1,4,L
std_8kPC-t2P8_1706447375783_72,8kPC-t2P8,M2,m2pe,1,4,M
std_39n7-9RT6_1705991329055_23,39n7-9RT6,H5,h5pe,1,4,H
std_ihB3-DsCB_1706443210773_26,ihB3-DsCB,L2,l2pe,1,4,L
std_4rb6-b6a3_1705639850331_98,4rb6-b6a3,L7,l7pe,1,3,L
std_HBLP-XGr2_1706443891427_56,HBLP-XGr2,L8,l8pe,1,4,L
std_6aU8-D3AY_1706447798244_97,6aU8-D3AY,H4,h4pe,1,4,H
std_zgxq-voU9_1706443141797_23,zgxq-voU9,L2,l2pe,1,4,L
std_mxbF-e83M_1706442783061_8,mxbF-e83M,L1,l1pe,1,3,L
std_2hFP-JsBh_1705639953712_105,2hFP-JsBh,L7,l7pe,1,3,L
std_mvBW-yMXK_1706447758723_92,mvBW-yMXK,H3,h3pe,1,4,H
std_3Zis-HjUj_1706447751363_94,3Zis-HjUj,H3,h3pe,1,4,H
std_mzPV-ir9r_1706443824943_55,mzPV-ir9r,L8,l8pe,1,4,L
std_LUf6-3Fw2_1706443985940_60,LUf6-3Fw2,L9,l9pe,1,3,L
std_F62f-4w63_1706446359400_14,F62f-4w63,L1,l1pe,1,3,L
std_NWYc-wEfw_1706447562945_76,NWYc-wEfw,M3,m3pe,1,4,M
std_9Ctu-s4kV_1706447849527_98,9Ctu-s4kV,H5,h5pe,1,4,H
std_JZr4-Dfqa_1706442953460_17,JZr4-Dfqa,L2,l2pe,1,4,L
std_AC8J-Cj93_1703843505361_1,AC8J-Cj93,L1,l1pe,1,3,L
std_4s72-7PgH_1706446785223_41,4s72-7PgH,L7,l7pe,1,3,L
std_Koap-N2uG_1703843937848_19,Koap-N2uG,L2,l2pe,1,4,L
std_tdNE-X3Xw_1706447807976_96,tdNE-X3Xw,H3,h3pe,1,4,H
std_23WK-26jL_1704981143291_49,23WK-26jL,M5,m5pe,1,4,M
std_4L7g-EHY7_1703845255087_64,4L7g-EHY7,M3,m3pe,1,4,M
std_2rgG-pECK_1703843609390_4,2rgG-pECK,L1,l1pe,1,3,L
std_7j6H-JMwP_1706446917393_49,7j6H-JMwP,L8,l8pe,1,4,L
std_23WK-26jL_1704981124589_49,23WK-26jL,M5,m5pe,1,4,M
std_3764-JPy3_1703845692773_84,3764-JPy3,H3,h3pe,1,4,H
std_ar3q-6XVf_1706448039784_100,ar3q-6XVf,H6,h6pe,1,4,H
std_cFnj-yb4A_1706447123044_58,cFnj-yb4A,L8,l8pe,1,4,L
std_23Q2-7c4U_1706447774063_89,23Q2-7c4U,H1,h1pe,1,4,H
std_F62f-4w63_1706446272853_14,F62f-4w63,L1,l1pe,1,3,L
std_tdNE-X3Xw_1706447798347_96,tdNE-X3Xw,H3,h3pe,1,4,H
std_86em-q8xc_1706446230948_9,86em-q8xc,L1,l1pe,1,3,L
std_39n7-9RT6_1705991306383_23,39n7-9RT6,H5,h5pe,1,4,H
std_F62f-4w63_1706446283216_14,F62f-4w63,L1,l1pe,1,3,L
std_tdNE-X3Xw_1706447821091_96,tdNE-X3Xw,H3,h3pe,1,4,H
std_kNwZ-EMBA_1706446533205_29,kNwZ-EMBA,L3,l3pe,1,4,L
std_KNRK-9ybT_1706442646600_4,KNRK-9ybT,L1,l1pe,1,3,L
std_NWYc-wEfw_1706447515192_76,NWYc-wEfw,M3,m3pe,1,4,M
std_4L7g-EHY7_1703845208295_64,4L7g-EHY7,M3,m3pe,1,4,M
std_AC8J-Cj93_1703843490202_1,AC8J-Cj93,L1,l1pe,1,3,L
std_4L7g-EHY7_1703845126270_64,4L7g-EHY7,M3,m3pe,1,4,M
std_8GYg-2zAz_1703844045975_20,8GYg-2zAz,L2,l2pe,1,4,L
std_7Yeq-8sL6_1706446518916_25,7Yeq-8sL6,L2,l2pe,1,4,L
std_fq7q-uPXB_1706443384238_36,fq7q-uPXB,L7,l7pe,1,3,L
std_86em-q8xc_1706446233102_9,86em-q8xc,L1,l1pe,1,3,L
std_3Zis-HjUj_1706447885932_94,3Zis-HjUj,H3,h3pe,1,4,H
std_ar3q-6XVf_1706448053257_100,ar3q-6XVf,H6,h6pe,1,4,H
std_kVZR-92d6_1706443640280_47,kVZR-92d6,L7,l7pe,1,3,L
std_Koap-N2uG_1703843922156_19,Koap-N2uG,L2,l2pe,1,4,L
std_dH9j-Cx3m_1703845515936_76,dH9j-Cx3m,H2,h2pe,1,4,H
std_86em-q8xc_1706446237498_9,86em-q8xc,L1,l1pe,1,3,L
std_36mn-8nw6_1705499000920_120,36mn-8nw6,L9,l9pe,1,3,L
std_weY7-CPQV_1706447526046_79,weY7-CPQV,M4,m4pe,1,4,M
std_ensf-zyfF_1706443219475_29,ensf-zyfF,L3,l3pe,1,4,L
std_27bX-9N2k_1705638830999_48,27bX-9N2k,L7,l7pe,1,3,L
std_8GYg-2zAz_1703844030315_20,8GYg-2zAz,L2,l2pe,1,4,L
std_ar3q-6XVf_1706447988606_100,ar3q-6XVf,H6,h6pe,1,4,H
std_mTZ2-J6fa_1706446744145_39,mTZ2-J6fa,L7,l7pe,1,3,L
std_7Yeq-8sL6_1706446562709_25,7Yeq-8sL6,L2,l2pe,1,4,L
