extuserid,classcode,category,pe_category,attempt_end_index,category_type
std_LTI_f8H3-wFPE_1732020763368_1,f8H3-wFPE,H5,h5pe,4,H
std_qkP4-Akdb_1732020089441_6,qkP4-Akdb,H3,h3pe,4,H
std_eNpj-fcrK_1732019985699_3,eNpj-fcrK,H1,h1pe,4,H
std_2KEe-HFKQ_1732020244843_7,2KEe-HFKQ,H4,h4pe,4,H
std_LTI_2Hfm-89T9_1732020525574_2,2Hfm-89T9,H7,h7pe,3,H
std_LTI_f8H3-wFPE_1732020439647_1,f8H3-wFPE,H5,h5pe,4,H
std_74FV-Ctch_1732020012462_4,74FV-Ctch,H1,h1pe,4,H
std_LTI_f8H3-wFPE_1732020905612_1,f8H3-wFPE,H5,h5pe,4,H
std_LTI_2Hfm-89T9_1732020759632_2,2Hfm-89T9,H7,h7pe,3,H
std_74FV-Ctch_1732020008745_4,74FV-Ctch,H1,h1pe,4,H
std_74FV-Ctch_1732020126907_4,74FV-Ctch,H1,h1pe,4,H
std_LTI_2Hfm-89T9_1732020536442_2,2Hfm-89T9,H7,h7pe,3,H
std_2KEe-HFKQ_1732020225241_7,2KEe-HFKQ,H4,h4pe,4,H
std_2KEe-HFKQ_1732020108927_7,2KEe-HFKQ,H4,h4pe,4,H
std_2KEe-HFKQ_1732020115279_7,2KEe-HFKQ,H4,h4pe,4,H
std_74FV-Ctch_1732020085647_4,74FV-Ctch,H1,h1pe,4,H
std_vfj8-cFXZ_1732020009580_5,vfj8-cFXZ,H2,h2pe,4,H
std_LTI_2Hfm-89T9_1732021002946_2,2Hfm-89T9,H7,h7pe,3,H
std_qkP4-Akdb_1732020078208_6,qkP4-Akdb,H3,h3pe,4,H
std_2KEe-HFKQ_1732020080985_7,2KEe-HFKQ,H4,h4pe,4,H
std_74FV-Ctch_1732020080246_4,74FV-Ctch,H1,h1pe,4,H
std_74FV-Ctch_1732020081810_4,74FV-Ctch,H1,h1pe,4,H
std_qkP4-Akdb_1732020188899_6,qkP4-Akdb,H3,h3pe,4,H
std_eNpj-fcrK_1732020007335_3,eNpj-fcrK,H1,h1pe,4,H
std_eNpj-fcrK_1732020092940_3,eNpj-fcrK,H1,h1pe,4,H
std_vfj8-cFXZ_1732020077261_5,vfj8-cFXZ,H2,h2pe,4,H
std_vfj8-cFXZ_1732020024824_5,vfj8-cFXZ,H2,h2pe,4,H
std_qkP4-Akdb_1732020192479_6,qkP4-Akdb,H3,h3pe,4,H
std_vfj8-cFXZ_1732020134837_5,vfj8-cFXZ,H2,h2pe,4,H
std_vfj8-cFXZ_1732020020960_5,vfj8-cFXZ,H2,h2pe,4,H
