extuserid,studentuserid1,studentext,classcode
tch_20230818-233633_142,764fdb61-b302-4fbc-83c0-7dd0fb0d5291,std_1692433875652_142,W2t4-fM36
tch_20230818-233633_144,ea4cb44e-0165-41d7-a8f8-a5b771e107fa,std_1692433875853_144,RP6z-2kNy
tch_20230818-233633_137,d1b6ee7a-2133-4a67-a272-92a25ae8ab04,std_1692433879294_137,7DrZ-y26s
tch_20230818-233633_157,87e4dc63-78c7-468d-8a1b-72ee3a118198,std_1692433876300_157,9B8D-u3Z2
tch_20230818-233633_152,99cb020f-5fab-4647-b668-4a1d33dc5d38,std_1692433880746_152,iA6P-97Bi
tch_20230818-233633_143,cb14bf9a-5f8b-401f-abbb-27f21b3f02f9,std_1692433877655_143,qcu3-qzKN
tch_20230818-233633_145,4c04a492-b582-4bc3-9e36-e0a10bdb3950,std_1692433879065_145,Rhvj-NcLi
tch_20230818-233633_158,9d2ad156-6222-4e1d-a4f5-096d1f2a3f20,std_1692433880302_158,3C4f-PcHN
tch_20230818-233633_138,c194aaf1-a093-4b8a-9d29-fbb2f3ad9e76,std_1692433880277_138,Kx7g-7Dt4
tch_20230818-233633_151,e89818bf-dc79-4d93-978c-08ba3488ead0,std_1692433881109_151,D8Pm-D9U2
tch_20230818-233633_140,7e421156-2968-4f66-9490-da2681b54c4c,std_1692433883680_140,r27H-hGWJ
tch_20230818-233633_153,31d9b98e-50a9-4a5a-98df-ace9178353bb,std_1692433885338_153,39FR-4LfP
tch_20230818-233633_146,dfce0f48-db48-4a28-93ed-2a80cb118a43,std_1692433883309_146,zPmd-3C7q
tch_20230818-233633_160,b7025372-6988-4686-af17-ac21adbf5e5a,std_1692433888320_160,jV2J-Hps8
tch_20230818-233633_139,00fa946b-bd29-4a63-a5e1-1153ac5fd0f7,std_1692433888630_139,4DCg-9qw6
tch_20230818-233633_147,55d9607b-751b-4a78-854a-1eafac8dc9a4,std_1692433889702_147,QyRk-s3Jw
tch_20230818-233633_159,69622342-3e0d-457e-8f11-e9298acaa3bf,std_1692433884310_159,R67R-CcMt
tch_20230818-233633_154,50f7d36f-1b11-4a3b-8904-ad7c988f4321,std_1692433892442_154,iCo4-FZP2
tch_20230818-233633_141,3bb620ef-27c1-43d7-8811-56c5ced196e4,std_1692433892995_141,kLmr-6284
tch_20230818-233633_162,d533a419-3d23-44ca-969b-a8442ebf4bf9,std_1692433896331_162,imBv-wUiB
tch_20230818-233633_148,5dc726a5-4d1c-4558-be63-31efd6aa5899,std_1692433894338_148,VGK3-dGs9
tch_20230818-233633_161,621b8295-ba00-484d-a334-cacd19d6d3e0,std_1692433892326_161,7ChV-hYPL
tch_20230818-233633_156,1bf2acbe-4293-43f4-8483-427037325708,std_1692433897933_156,cb8X-sazP
tch_20230818-233633_155,cea9da52-1493-4ffe-8d06-a8c6676f542c,std_1692433894528_155,jLgK-GVAV
tch_20230818-233633_149,f1133f63-5392-4495-a028-2cba9fb98b02,std_1692433897501_149,Pyjo-7Ep9
tch_20230818-233633_144,3c23cc96-4330-4fda-8c77-8452fa068fcb,std_1692433902395_144,RP6z-2kNy
tch_20230818-233633_150,9e7d8a15-c98f-4bab-9eb5-c982e4e3876b,std_1692433899573_150,GRc3-LVke
tch_20230818-233633_163,fe79612b-14c3-4c77-8e50-b2fd5b4dfb6b,std_1692433900335_163,N6Dh-t2wE
tch_20230818-233633_145,6273abc5-b83f-49b7-bdf3-f7856b73bff3,std_1692433905360_145,Rhvj-NcLi
tch_20230818-233633_164,e867f9c8-f636-4757-ad2e-5c6a0aa7c453,std_1692433904343_164,2pD3-tP9Q
tch_20230818-233633_143,b626ed1c-8268-46b7-81a0-3da24f73531d,std_1692433905216_143,qcu3-qzKN
tch_20230818-233633_142,0fe013ce-ed01-4324-bcec-9d0fffcb9b61,std_1692433902118_142,W2t4-fM36
tch_20230818-233633_158,f2bb545c-566e-4fd4-93be-57b2aa418bbf,std_1692433905769_158,3C4f-PcHN
tch_20230818-233633_146,9868fe1b-add8-48b9-a7fb-1fc3964e3ef0,std_1692433910900_146,zPmd-3C7q
tch_20230818-233633_157,7f9c58c5-5bfb-4f6d-92f2-5b52d32e6f5a,std_1692433904667_157,9B8D-u3Z2
tch_20230818-233633_152,aea8b0b9-1ff2-45a9-9463-87092ccfe63e,std_1692433904836_152,iA6P-97Bi
tch_20230818-233633_166,21aab81c-7581-401e-8808-b8a473dbe75e,std_1692433912352_166,ay8z-rwGK
tch_20230818-233633_165,1ba68d04-4030-4d47-ad34-b4a1c74d2f7f,std_1692433908345_165,27Zt-7ApP
tch_20230818-233633_153,7e63bb20-b81a-4a6d-9c28-03071720bbc5,std_1692433910442_153,39FR-4LfP
tch_20230818-233633_151,9ddef109-586c-4c74-b5d2-a030d442ea7f,std_1692433909511_151,D8Pm-D9U2
tch_20230818-233633_147,8d916b0c-f476-4b56-b66c-6367a256bbc3,std_1692433914754_147,QyRk-s3Jw
tch_20230818-233633_159,ea5c05fc-c1fb-4678-8f9d-5050690b93d7,std_1692433915373_159,R67R-CcMt
tch_20230818-233633_160,b4fd3181-d1a1-4af2-88a6-2f654d18b527,std_1692433913616_160,jV2J-Hps8
tch_20230818-233633_167,abc72a06-d853-4dda-98b4-d88af3b69f69,std_1692433916361_167,tQaU-FCcK
tch_20230818-233633_168,88a9ea32-21a4-4da3-a20d-ab1750aeef21,std_1692433920365_168,979U-YMwo
tch_20230818-233633_156,8c3f320f-1ee4-4840-b21f-48b698c7d178,std_1692433923043_156,cb8X-sazP
tch_20230818-233633_154,d753e382-fb33-4d0b-944d-db3166476711,std_1692433916019_154,iCo4-FZP2
tch_20230818-233633_161,7e54f469-5c9c-493d-9924-aee35a127e34,std_1692433922282_161,7ChV-hYPL
tch_20230818-233633_148,59c304e0-ede1-48aa-ba45-2207fc107f3f,std_1692433921300_148,VGK3-dGs9
tch_20230818-233633_162,95a6f95e-9017-41a5-95c0-73e13504f377,std_1692433921107_162,imBv-wUiB
tch_20230818-233633_149,cf8506a5-f25d-4ebc-baef-94d954cfd6a8,std_1692433925140_149,Pyjo-7Ep9
tch_20230818-233633_169,7a2edf5e-a5d3-4def-b865-3d092dd9eec3,std_1692433924370_169,s9FC-p94c
tch_20230818-233633_150,165d5608-53fe-4703-960d-feadd4b49d5f,std_1692433927896_150,GRc3-LVke
tch_20230818-233633_155,0bdfe4eb-1492-4079-a513-61dd5d3c8f19,std_1692433924203_155,jLgK-GVAV
tch_20230818-233633_163,9b53a4b5-dc00-4fa0-a6c3-454ebef6d8bf,std_1692433929219_163,N6Dh-t2wE
tch_20230818-233633_170,7d0d4b45-299d-4346-b749-98612a62aff0,std_1692433928376_170,h8u4-uJfJ
tch_20230818-233633_164,8b0ad7d2-8b81-4cd7-bf10-5e1270147d7f,std_1692433930851_164,2pD3-tP9Q
tch_20230818-233633_171,5d018600-12ca-4e6c-9f35-81c6fc406f99,std_1692433932378_171,7ewE-6D8h
tch_20230818-233633_158,dcdf092a-5d6d-416b-862e-0bf452dcaac3,std_1692433932883_158,3C4f-PcHN
tch_20230818-233633_157,69b139a4-b8e7-4ec4-acb9-08ac569dbe76,std_1692433933664_157,9B8D-u3Z2
tch_20230818-233633_165,8dac60ac-4da0-40fe-93b6-fe6249c0d780,std_1692433935426_165,27Zt-7ApP
tch_20230818-233633_172,b4b4542a-c735-4779-836b-6e9699cb02af,std_1692433936385_172,NpPB-NUpV
tch_20230818-233633_166,cd88ca45-078e-4264-8be4-be591ca78c7f,std_1692433935218_166,ay8z-rwGK
tch_20230818-233633_153,283b2d27-c12c-4c95-b48b-9ac7589ccd76,std_1692433938661_153,39FR-4LfP
tch_20230818-233633_152,1fffe2f7-f6fd-4ebc-91a3-86f0d5216d4f,std_1692433934509_152,iA6P-97Bi
tch_20230818-233633_151,e1118236-f422-406a-a9ae-fb4a6c71fb0e,std_1692433939655_151,D8Pm-D9U2
tch_20230818-233633_160,352b1e1c-e8d9-427a-b86c-3ade7bc09cbd,std_1692433942899_160,jV2J-Hps8
tch_20230818-233633_173,b5a25e87-4c24-4a26-bcc0-5af80299b9c0,std_1692433940389_173,UYWz-9qbF
tch_20230818-233633_156,705ec9bd-178d-4dd7-a184-35076bf4759e,std_1692433946130_156,cb8X-sazP
tch_20230818-233633_154,848ef76c-b0d2-49de-95b9-148579b749f5,std_1692433946978_154,iCo4-FZP2
tch_20230818-233633_159,4849dcea-037a-4aaf-80d7-d7a2557a46f9,std_1692433941113_159,R67R-CcMt
tch_20230818-233633_174,fd1ba51c-1c77-4a7d-b638-c138afdae7ae,std_1692433944395_174,jGdn-hf8b
tch_20230818-233633_168,2a987c7c-412e-4247-9706-d027c2028ecb,std_1692433945289_168,979U-YMwo
tch_20230818-233633_167,a01d1028-87d5-4216-ae09-fb37713fb014,std_1692433944196_167,tQaU-FCcK
tch_20230818-233633_175,4e32ae26-ec19-44a5-8650-237341288c03,std_1692433948401_175,hT9i-B649
tch_20230818-233633_169,85b2a9c2-e444-4d73-9578-dcc17aff0db9,std_1692433951917_169,s9FC-p94c
tch_20230818-233633_162,75b2a956-c4eb-43ca-8b2b-da4ccff79054,std_1692433947574_162,imBv-wUiB
tch_20230818-233633_163,61850140-ab5c-473a-9999-a20d9e8783c9,std_1692433953338_163,N6Dh-t2wE
tch_20230818-233633_161,48ade372-d0f7-457e-9e3b-3aed0e29471f,std_1692433947181_161,7ChV-hYPL
tch_20230818-233633_155,80c6eaad-e007-429c-b077-e383b963b1e3,std_1692433952818_155,jLgK-GVAV
tch_20230818-233633_170,e7b86e45-fef6-4d79-bddf-1eaa42018127,std_1692433954620_170,h8u4-uJfJ
tch_20230818-233633_176,198dd43d-2307-451a-a6e2-54548e8d78ee,std_1692433952411_176,hEcg-FJqs
tch_20230818-233633_164,44070386-9c15-4734-823a-42f5f98c37b3,std_1692433958043_164,2pD3-tP9Q
tch_20230818-233633_178,33bcc821-188e-44bd-954e-ce0af6dd7f9e,std_1692433960423_178,Z8NW-nj84
tch_20230818-233633_158,b0366a25-4830-4ddb-82c9-c1746890fdaf,std_1692433959281_158,3C4f-PcHN
tch_20230818-233633_171,d963b1cc-a61d-4f93-b8e4-b1f41722baba,std_1692433958899_171,7ewE-6D8h
tch_20230818-233633_157,0869d988-c494-47f7-b789-74e11cc4d3c7,std_1692433960563_157,9B8D-u3Z2
tch_20230818-233633_177,3d463508-e8ae-4e64-a2d8-fe826afb4586,std_1692433956417_177,8uWH-Rynj
tch_20230818-233633_165,e03dd5cd-689a-4ea1-88b3-0397ea114031,std_1692433960828_165,27Zt-7ApP
tch_20230818-233633_179,117bd1ad-2d09-42d1-9489-bb293b3097db,std_1692433964430_179,W9vT-yPwm
tch_20230818-233633_172,bda793cb-fc81-4c44-a616-8b9a1753bd40,std_1692433961382_172,NpPB-NUpV
tch_20230818-233633_160,e3287337-d75b-47f0-8dfb-b9c27bfa3e0c,std_1692433965286_160,jV2J-Hps8
tch_20230818-233633_166,8e74909a-6c36-484e-9151-061663bba117,std_1692433962302_166,ay8z-rwGK
tch_20230818-233633_180,e5d1925e-a84a-4577-b740-eea47991162f,std_1692433968432_180,aPh6-Ae6K
tch_20230818-233633_173,42bfe827-bc64-4c52-b11d-a4da25c6181f,std_1692433966701_173,UYWz-9qbF
tch_20230818-233633_168,8c3a1ad9-3146-4fd0-905a-d1e2e255566f,std_1692433972080_168,979U-YMwo
tch_20230818-233633_181,8c012cad-bef7-4ba8-8fa9-86638ffd7a2a,std_1692433972438_181,V2mU-7zdo
tch_20230818-233633_169,fa05d3f1-331b-4550-bea7-772f6cc9c2fa,std_1692433973927_169,s9FC-p94c
tch_20230818-233633_167,60d87ebf-580c-4cc2-8e73-921ec6edea23,std_1692433972973_167,tQaU-FCcK
tch_20230818-233633_175,aad99460-8884-4ca8-97c2-abb21face569,std_1692433973837_175,hT9i-B649
tch_20230818-233633_159,febb7ed5-27cf-4e67-95f3-23007d38cca2,std_1692433971642_159,R67R-CcMt
tch_20230818-233633_174,d0e525e8-9a7c-4b90-9d38-39f11932d568,std_1692433971850_174,jGdn-hf8b
tch_20230818-233633_162,6c11a655-2400-404f-907e-a3cf37b1c7f5,std_1692433974450_162,imBv-wUiB
tch_20230818-233633_163,8b4b02ca-7e6c-424a-a694-96f9c303bbab,std_1692433975378_163,N6Dh-t2wE
tch_20230818-233633_161,2dedcfa5-f931-42d6-be89-c109f3aca6de,std_1692433975698_161,7ChV-hYPL
tch_20230818-233633_176,60b9c05b-213d-46ce-8d36-781b34fb0bff,std_1692433981399_176,hEcg-FJqs
tch_20230818-233633_182,a86a58ba-a6d6-44ed-94ac-32b6c94f2f90,std_1692433976446_182,6drQ-Em2V
tch_20230818-233633_183,2bc222a8-ea47-45c2-8520-ff4c99ceb84f,std_1692433980454_183,m8n2-Dj43
tch_20230818-233633_170,9062c3e0-2187-49a5-9412-7d66a1107b00,std_1692433980808_170,h8u4-uJfJ
tch_20230818-233633_165,76e76c46-ca8e-4ca7-bff4-c75b83696840,std_1692433987111_165,27Zt-7ApP
tch_20230818-233633_177,76787b89-ef43-49f7-b57b-7bff1a0773d5,std_1692433986980_177,8uWH-Rynj
tch_20230818-233633_178,e5591bfb-ec6d-4c76-a74d-ecb57b941021,std_1692433984315_178,Z8NW-nj84
tch_20230818-233633_164,55b41a4e-d460-4fa5-820c-d4399eaa6caa,std_1692433983302_164,2pD3-tP9Q
tch_20230818-233633_184,e4739269-5b51-43ef-bb9d-b0fe6fe743da,std_1692433984461_184,ZVN4-Rc9V
tch_20230818-233633_179,d4780c1f-1ee4-4b54-8114-ea0417e7f2e4,std_1692433988303_179,W9vT-yPwm
tch_20230818-233633_171,9746d8fe-d6b6-4da9-8296-07c4046e5516,std_1692433985956_171,7ewE-6D8h
tch_20230818-233633_172,636f318b-ead6-4759-9060-912ac4bb3517,std_1692433989607_172,NpPB-NUpV
tch_20230818-233633_173,1d40779a-8a2d-4996-a8ee-95f62fcc7506,std_1692433992592_173,UYWz-9qbF
tch_20230818-233633_166,fd63666b-ac0a-4853-a7a4-2228206bd6f3,std_1692433990757_166,ay8z-rwGK
tch_20230818-233633_185,75bdc066-c615-4a00-8c3f-6d5bd96803ce,std_1692433988469_185,bcK9-83do
tch_20230818-233633_180,73c6ce68-f208-4fed-a588-d55196d3eccd,std_1692433991093_180,aPh6-Ae6K
tch_20230818-233633_169,c2c92909-90e9-474b-abac-f9c42b6a12a5,std_1692433996466_169,s9FC-p94c
tch_20230818-233633_186,a427b74b-9822-4e7b-a0e0-22aa37847791,std_1692433992474_186,49s8-2buo
tch_20230818-233633_167,ea57fa4c-a040-49c4-b5f1-35d7a07ea67f,std_1692433997147_167,tQaU-FCcK
tch_20230818-233633_168,38421a19-c0e5-4749-94aa-d84dfbc110e9,std_1692433995762_168,979U-YMwo
tch_20230818-233633_181,3f92f440-fccf-4a7d-98be-3f4abf34bd92,std_1692433996172_181,V2mU-7zdo
tch_20230818-233633_187,57ce1791-19c7-4e79-8996-1ae2e18a30ac,std_1692433996480_187,x4oL-ad8j
tch_20230818-233633_175,73e1e596-43b1-488b-93f7-3062e6307912,std_1692433999545_175,hT9i-B649
tch_20230818-233633_174,457db5c2-cbcc-4243-ac29-55b64c6867f7,std_1692434000013_174,jGdn-hf8b
tch_20230818-233633_189,cbbea0b1-74bf-458e-8a56-ec498d0f0f97,std_1692434004494_189,PT4X-F3zR
tch_20230818-233633_176,abdecd06-6955-4083-8f21-8a70d65c0d78,std_1692434003759_176,hEcg-FJqs
tch_20230818-233633_188,be9c0b19-6f40-41de-ac3f-44ceaad2122d,std_1692434000487_188,B3Fj-kDRV
tch_20230818-233633_183,15e2ff3d-79be-4b73-a882-84fceae6e715,std_1692434007647_183,m8n2-Dj43
tch_20230818-233633_190,2c7335a3-259e-4ba9-a39d-bd5d9049ae62,std_1692434008503_190,2672-Kxk4
tch_20230818-233633_182,9b350394-6d1c-4f76-98d1-5bc04aaab715,std_1692434007476_182,6drQ-Em2V
tch_20230818-233633_191,31575f43-667e-478a-a188-8063d6c9f456,std_1692434012508_191,D2t8-7YfT
tch_20230818-233633_184,5920f304-8f84-4ab3-9864-213f243b86ea,std_1692434011090_184,ZVN4-Rc9V
tch_20230818-233633_170,af8c172f-b36f-4795-91ae-23f65432a61c,std_1692434009207_170,h8u4-uJfJ
tch_20230818-233633_178,616767be-10bc-4d5e-a848-0942d9f2488e,std_1692434010549_178,Z8NW-nj84
tch_20230818-233633_177,580e0042-ce4a-4fcc-9dbc-ea58d44aaf78,std_1692434010259_177,8uWH-Rynj
tch_20230818-233633_172,ee99c09d-5e50-414f-b9b7-f18dac7c6d73,std_1692434016728_172,NpPB-NUpV
tch_20230818-233633_173,42bd7897-d198-472d-9365-7d5233fda45c,std_1692434017947_173,UYWz-9qbF
tch_20230818-233633_171,2498f060-dd85-4c87-a99c-271e49fe335c,std_1692434015358_171,7ewE-6D8h
tch_20230818-233633_180,6ebd9194-c7c8-4b5d-8190-badd93fa60bf,std_1692434019875_180,aPh6-Ae6K
tch_20230818-233633_179,dd4de8de-3c18-4292-916f-0b873459df73,std_1692434013853_179,W9vT-yPwm
tch_20230818-233633_192,06fdedda-50b8-4182-bb52-01105cabdf5d,std_1692434016515_192,kGMa-2YFe
tch_20230818-233633_187,33f3ea17-9531-4e0a-9d03-bdc8490f719b,std_1692434023305_187,x4oL-ad8j
tch_20230818-233633_181,0185ac2e-e4eb-4277-8408-08518a5ac67c,std_1692434023291_181,V2mU-7zdo
tch_20230818-233633_193,f9c6fe3a-23b9-481e-be03-d35a5e16071d,std_1692434020522_193,6aCx-d4ub
tch_20230818-233633_185,4ad4daf3-5203-4af9-a5fb-7fa78c1250cf,std_1692434019151_185,bcK9-83do
tch_20230818-233633_186,2e26ab22-92f0-4dd0-9f81-3af1f5219164,std_1692434020829_186,49s8-2buo
tch_20230818-233633_194,29bc3bd3-72e8-497f-b1b8-aa2a6d843e30,std_1692434024537_194,ntCn-k23i
tch_20230818-233633_188,690a3b2f-993b-4995-aada-23bd9e913762,std_1692434030718_188,B3Fj-kDRV
tch_20230818-233633_175,c8d53765-076d-46f1-9e2e-35fbba80305a,std_1692434025079_175,hT9i-B649
tch_20230818-233633_176,a95d87e1-30bd-4059-9069-062477e550df,std_1692434030419_176,hEcg-FJqs
tch_20230818-233633_195,760f2860-aa56-47e8-891e-dc4927566ee0,std_1692434028537_195,8KoU-C9Yv
tch_20230818-233633_174,693a3857-65b9-4cc2-8560-b41df8d35159,std_1692434028100_174,jGdn-hf8b
tch_20230818-233633_189,6f02ab60-6701-40b6-96bf-ac090127c61b,std_1692434029019_189,PT4X-F3zR
tch_20230818-233633_190,27af450b-26a5-4c38-94dd-3f7da1b2c1f2,std_1692434033768_190,2672-Kxk4
tch_20230818-233633_183,9730ed50-40b3-4177-8e5f-39569e0aa7b5,std_1692434033441_183,m8n2-Dj43
tch_20230818-233633_191,aadf7762-c0ba-46a9-98f2-abb02ac0dce4,std_1692434037475_191,D2t8-7YfT
tch_20230818-233633_196,342d03b6-0795-4ab6-801a-8399bab2a029,std_1692434032544_196,T4Gy-Fz2Z
tch_20230818-233633_178,acfdd3e6-aa38-467b-82fb-e745196267de,std_1692434038341_178,Z8NW-nj84
tch_20230818-233633_197,355b08f3-fd10-49b0-b44d-8e0989af7a74,std_1692434036552_197,rh7A-f2Fu
tch_20230818-233633_184,e9fb67f8-c094-4ad1-8c9f-a4b01b2ac05a,std_1692434038009_184,ZVN4-Rc9V
tch_20230818-233633_182,44c7d5a7-fba2-4b9b-a8d5-f553de649d81,std_1692434035339_182,6drQ-Em2V
tch_20230818-233633_177,089269c8-a379-40f3-b602-7b920605571c,std_1692434039294_177,8uWH-Rynj
tch_20230818-233633_198,2a79ad1c-309e-4bfc-92d3-79c2cd24799f,std_1692434040556_198,hT7d-MHVM
tch_20230818-233633_181,3ef55bf5-3aa2-4b56-8600-c9e62e55796b,std_1692434046920_181,V2mU-7zdo
tch_20230818-233633_179,7e1bb1b3-023e-4dba-8622-8b61a15ffa1b,std_1692434043435_179,W9vT-yPwm
tch_20230818-233633_192,c1fff720-caed-4927-a681-ca63d313df4a,std_1692434045005_192,kGMa-2YFe
tch_20230818-233633_180,4696b598-2f3b-4519-af54-c8dee854a736,std_1692434042453_180,aPh6-Ae6K
tch_20230818-233633_193,e6c871b5-d61f-42fe-a1af-7957f991b7aa,std_1692434047557_193,6aCx-d4ub
tch_20230818-233633_187,2942de98-927d-4109-b5cc-e26a5f3f3bd3,std_1692434046086_187,x4oL-ad8j
tch_20230818-233633_199,0f2e0a21-84a0-4444-b88c-712bf029e6fe,std_1692434044563_199,UPiM-48Nn
tch_20230818-233633_200,e1f3cfb3-1e17-4239-8d81-1ca42187e574,std_1692434048571_200,BsdD-Aioe
tch_20230818-233633_194,37bd9027-e6eb-4726-946e-2ef76853eaca,std_1692434052001_194,ntCn-k23i
tch_20230818-233633_186,824c0425-cf70-485b-8431-3e6ce52044f7,std_1692434048703_186,49s8-2buo
tch_20230818-233633_185,4ea2518d-6ff5-439f-98ef-f23de1ee9c6b,std_1692434048146_185,bcK9-83do
tch_20230818-233633_188,1411dbb8-c96a-4e20-8744-d2b6cc0d320a,std_1692434053898_188,B3Fj-kDRV
tch_20230818-233633_201,aeca28ac-8f07-4471-a23b-172d9fced81f,std_1692434052576_201,JQ6H-Byet
tch_20230818-233633_202,010e7011-f6ac-4e16-985e-ead6845b7b21,std_1692434056582_202,tZ8p-6uX7
tch_20230818-233633_195,a56443ee-adeb-40b8-980e-247de6062732,std_1692434056409_195,8KoU-C9Yv
tch_20230818-233633_190,c7cb160d-7bb8-49a3-95b4-c58e841ecd84,std_1692434058873_190,2672-Kxk4
tch_20230818-233633_189,87b403d6-d48d-4e36-bca7-b4530cb44107,std_1692434057184_189,PT4X-F3zR
tch_20230818-233633_183,e20af109-8650-479c-97be-6416e16cd06a,std_1692434060057_183,m8n2-Dj43
tch_20230818-233633_196,e75c2b77-078a-4429-b0b6-6c0eaf05b533,std_1692434061587_196,T4Gy-Fz2Z
tch_20230818-233633_203,82337d90-8135-4c92-9f72-a762b9a6e87c,std_1692434060589_203,kPGw-Ze9j
tch_20230818-233633_197,fa7f7b23-ce5e-4ea8-960e-7dab44deac88,std_1692434062536_197,rh7A-f2Fu
tch_20230818-233633_182,914654a7-9fd2-46ec-9e32-f4e8a1e2f5dd,std_1692434065067_182,6drQ-Em2V
tch_20230818-233633_191,df2240e8-af6b-4af3-9d58-a6b8575890dd,std_1692434060810_191,D2t8-7YfT
tch_20230818-233633_184,8c67f465-ca3b-4710-98eb-28c4662a25fd,std_1692434063882_184,ZVN4-Rc9V
tch_20230818-233633_204,c978f4eb-3c5a-489b-8636-b25f0bdcb210,std_1692434064598_204,RMZ7-8WBg
tch_20230818-233633_192,1f26fdbd-ed22-43f5-9e3b-34916861a533,std_1692434069586_192,kGMa-2YFe
tch_20230818-233633_205,b5969658-6f00-4f26-9f89-b556071c225e,std_1692434068602_205,3g4T-QXG6
tch_20230818-233633_198,b7b892f0-dcec-4485-bd0e-51de054a439c,std_1692434068710_198,hT7d-MHVM
tch_20230818-233633_187,ec3b98e3-a579-44aa-8b97-1d1fc5d32090,std_1692434073422_187,x4oL-ad8j
tch_20230818-233633_194,2bfa47d7-14f4-49e4-ade8-82c611837a1c,std_1692434075165_194,ntCn-k23i
tch_20230818-233633_199,65f51702-21f9-4184-99c9-cb8958fe3453,std_1692434073539_199,UPiM-48Nn
tch_20230818-233633_206,02572dfe-55a8-4e21-a374-99609ebb4239,std_1692434072611_206,mZA8-3gj7
tch_20230818-233633_193,33b41818-3331-4e85-b644-525ae47f508c,std_1692434072245_193,6aCx-d4ub
tch_20230818-233633_200,a7bcda93-4cfd-45b2-93a7-615f51740c31,std_1692434073997_200,BsdD-Aioe
tch_20230818-233633_201,454ab6f2-7563-49f5-94c6-686e7c3eee2f,std_1692434079713_201,JQ6H-Byet
tch_20230818-233633_186,a09c2dac-11db-41f3-87b3-3224728edfcc,std_1692434076135_186,49s8-2buo
tch_20230818-233633_185,e125b4ca-f1a4-4186-a0db-fce0a4d87e61,std_1692434078234_185,bcK9-83do
tch_20230818-233633_208,c0eae05a-121e-482d-be1c-54cdc0a885e2,std_1692434080618_208,N4MK-BM2n
tch_20230818-233633_188,2539490e-3f6d-4f2f-8bc6-7c1e3125020b,std_1692434078249_188,B3Fj-kDRV
tch_20230818-233633_207,c5495b97-ba88-4d4d-a117-d681d1d6f066,std_1692434076613_207,4s6w-yrnh
tch_20230818-233633_195,aec3adc2-e30d-4fca-904d-995ce0059532,std_1692434082472_195,8KoU-C9Yv
tch_20230818-233633_209,38dc2493-b49e-4770-9136-8bf8c9cdbb5d,std_1692434084621_209,4U2h-XM93
tch_20230818-233633_202,199629c3-5f0c-4c5c-8964-50bed300cbe5,std_1692434081451_202,tZ8p-6uX7
tch_20230818-233633_190,b58ecb13-06ed-4aef-ac44-d33246d91c61,std_1692434083477_190,2672-Kxk4
tch_20230818-233633_210,b8918a8a-b3fd-4965-bb75-df2774e45f89,std_1692434088625_210,GW82-A97D
tch_20230818-233633_203,8d48e98d-49b3-4659-a35c-a7c64ff5b4f6,std_1692434087040_203,kPGw-Ze9j
tch_20230818-233633_189,42b47d4a-bede-48b5-a994-17f5ecd481bb,std_1692434083551_189,PT4X-F3zR
tch_20230818-233633_196,f3467584-c71a-46ea-a37e-227c08b48f0f,std_1692434086679_196,T4Gy-Fz2Z
tch_20230818-233633_197,1d1a52a1-e020-42fa-9341-6e8363c62d66,std_1692434088323_197,rh7A-f2Fu
tch_20230818-233633_191,f9e51058-f35f-4c8d-bc11-d4f69452263b,std_1692434091031_191,D2t8-7YfT
tch_20230818-233633_211,fe4122a1-ee40-4255-968d-df9a39a13ad0,std_1692434092629_211,uP7p-ioft
tch_20230818-233633_205,15e1648f-9d37-43de-939f-f8280fefbe5e,std_1692434096299_205,3g4T-QXG6
tch_20230818-233633_212,12da44f4-2339-4f6c-a3df-cc80a627a8b4,std_1692434096732_212,nuLN-C4q9
tch_20230818-233633_204,1c7b91a2-3015-43ce-b18a-daa2bf233739,std_1692434094252_204,RMZ7-8WBg
tch_20230818-233633_198,a3c24f8f-1db9-4814-9d2c-e9f5dc4ba829,std_1692434097702_198,hT7d-MHVM
tch_20230818-233633_213,d7efd0ef-5004-4643-b10a-4df3fb62cc81,std_1692434100743_213,r8w4-hBkG
tch_20230818-233633_200,f5259337-fbb9-45cd-aa67-90427c1ad06a,std_1692434102047_200,BsdD-Aioe
tch_20230818-233633_192,22c4adcd-cff3-4a29-8d81-8465d99399cc,std_1692434096155_192,kGMa-2YFe
tch_20230818-233633_206,aec8fbef-8b15-46aa-88d7-f27cf1e6a989,std_1692434101496_206,mZA8-3gj7
tch_20230818-233633_199,c0d4d978-8b10-4d17-bbbb-69189c7eb630,std_1692434100890_199,UPiM-48Nn
tch_20230818-233633_194,5f47bfec-6cec-4300-98c8-66b66a730245,std_1692434100791_194,ntCn-k23i
tch_20230818-233633_201,3ecb4ea3-82d2-44ab-ad57-f4472b13c400,std_1692434103047_201,JQ6H-Byet
tch_20230818-233633_193,12a61c93-b1ae-41a2-aa1e-cfcbbf241935,std_1692434101869_193,6aCx-d4ub
tch_20230818-233633_207,ef0bbece-4598-4774-9402-49c91891a14c,std_1692434104725_207,4s6w-yrnh
tch_20230818-233633_208,780487c6-6282-4e09-adec-180b2cbbb8c4,std_1692434104238_208,N4MK-BM2n
tch_20230818-233633_214,66910862-11a8-493a-b266-8c40293e17cf,std_1692434104747_214,3uQW-kZei
tch_20230818-233633_215,b21b3c21-8c96-483d-b7a2-db6037f8de85,std_1692434108755_215,bvXa-9RA6
tch_20230818-233633_202,f2f56009-685c-4bfb-a645-6b7e88ad1844,std_1692434109749_202,tZ8p-6uX7
